Rank,School,Address,City,Zip,Latitude,Longitude,EduScore
27,Governor Livingston High School,175 Watchung Boulevard,Berkeley Heights,7922,40.675112,-74.43459,464
28,Cherry Hill High School East,1750 Kresson Rd.,Cherry Hill,8003,39.932279,-75.02266,462
29,Rumson-Fair Haven Regional High School,74 Ridge Road,Rumson,7760,40.369145,-73.99576,461
30,Holmdel High School,36 Crawfords Corner Road,Holmdel,7733,40.384832,-74.17194,459
31,Bernards High School,25 Olcott Avenue,Bernardsville,7924,40.723440000000004,-74.57753000000001,458
32,Glen Ridge High School,200 Ridgewood Ave,Glen Ridge,7028,40.80495,-74.2047,457
33,Pascack Hills High School,225 West Grand Avenue,Montvale,7645,41.048997,-74.04052,455
34,Cape May County Technical High SChool,188 Crest Haven Rd,Cape May Court House,8210,39.081754,-74.83658,454
35,Sparta High School,70 West Mountain Road,Sparta,7871,41.035384,-74.63557,452
36,Voorhees High School,256 County Route 513,Glen Gardner,8826,40.716332,-74.91405,451
37,Tenafly High School,19 Columbus Drive,Tenafly,7670,40.921690000000005,-73.96481999999999,450
38,Shawnee High School,600 Tabernacle Road,Medford,8055,39.865272,-74.8185,448
39,Montville Township High School,100 Horseneck Road,Montville,7045,40.906152,-74.36742,447
40,Ramapo High School,331 George Street,Franklin Lakes,7417,41.010433,-74.20846999999999,445
41,Livingston High School,30 Robert Harp Drive,Livingston,7039,40.788733,-74.32134,444
42,West Morris Central High School,259 Bartley Road,Chester,7930,40.786549,-74.68799,443
43,Westfield Senior High School,550 Dorian Road,Westfield,7090,40.649202,-74.34567,441
44,Performing Arts Academy of the Ocean County Vocational Technical,Route 547,Lakehurst,8733,40.017117,-74.30490999999999,440
45,Whippany Park High School,165 Whippany Road,Whippany,7981,40.821482,-74.42648,438
46,Watchung Hills Regional High School,108 Stirling Rd.,Warren,7059,40.633652000000005,-74.5008,437
47,Summit High School,125 Kent Place Blvd,Summit,7901,40.714501,-74.3633,436
48,Cresskill High School,1 Lincoln Dr,Cresskill,7626,40.942074,-73.96504,434
49,West Windsor-Plainsboro High School South,346 Clarksville Road,West Windsor,8550,40.292358,-74.60902,433
50,Glen Rock High School,400 Hamilton Avenue,Glen Rock,7452,40.961109,-74.12576,431
50,Hopewell Valley Central High School,259 Pennington Titusville Rd,Pennington,8534,40.32315,-74.78364,431
50,Madison High School,170 Ridgedale Avenue,Madison,7940,40.75875,-74.41609,431
53,Hasbrouck Heights High School,365 Boulevard,Hasbrouck Heights,7604,40.86289,-74.07506,427
54,Kittatinny Regional High School,77 Halsey Road,Newton,7860,41.0714,-74.80199,426
55,West Windsor-Plainsboro High School North,90 Grovers Mill Road,Plainsboro,8536,40.333709999999996,-74.58511999999999,424
56,Hillsborough High School,466 Raider Boulevard,Hillsborough,8844,40.502477,-74.650023,423
57,North Hunterdon High School,1445 State Route 31,Annandale,8801,40.624538,-74.89118,422
58,Kinnelon High School,121 Kinnelon Road,Kinnelon,7405,40.99313,-74.35893,420
59,Marlboro High School,95 North Main Street,Marlboro,7746,40.316876,-74.26111999999999,419
60,Pascack Valley High School,200 Piermont Avenue,Hillsdale,7642,41.007389,-74.04247,417
61,Pequannock Township High School,85 Sunset Road,Pompton Plains,7444,40.964548,-74.29813,416
62,Wayne Hills High School,272 Berdan Avenue,Wayne,7470,40.943608000000005,-74.25004,415
63,Middletown High School South,900 Nut Swamp Road,Middletown,7748,40.410213,-74.11718,413
64,Emerson Junior Senior High,131 Main Street,Emerson,7630,40.97514,-74.02725,412
65,Cranford High School,201 West End Place,Cranford,7016,40.656302000000004,-74.30371,410
66,Rutherford High School,56 Elliott Pl,Rutherford,7070,40.828922,-74.11064,409
67,Hunterdon Central Regional High School District,84 Route 31,Flemington,8822,40.515645,-74.85319,408
68,Howell High School,405 Squankum Yellowbrook Road,Farmingdale,7727,40.205366999999995,-74.15767,406
69,Randolph High School,511 Millbrook Avenue,Randolph,7869,40.847649,-74.5748,405
70,Princeton High School,151 Moore Street,Princeton,8540,40.357439,-74.64922,403
71,Mahwah High School,50 Ridge Road,Mahwah,7430,41.077102000000004,-74.16147,402
72,East Brunswick High School,380 Cranbury Road,E Brunswick,8816,40.434239,-74.40504,401
73,Colts Neck High School,59 Five Points Road,Colts Neck,7722,40.300226,-74.18306,399
74,John P. Stevens High School,855 Grove Avenue,Edison,8820,40.516104,-74.39754,398
75,Salem County Career and Technical High School,880 Route 45,Woodstown,8098,39.637838,-75.32396,396
76,Indian Hills High School,97 Yawpo Ave,Oakland,7436,41.028884000000005,-74.23727,395
77,Manasquan High School,167 Broad Street,Manasquan,8736,40.120261,-74.05765,394
78,Manalapan High School,20 Church Lane,Englishtown,7726,40.294244,-74.34213000000001,392
79,Pitman High School,225 Linden Avenue,Pitman,8071,39.730964,-75.13009,391
80,James Caldwell High School,265 Westville Ave,West Caldwell,7006,40.848999,-74.27917,389
81,John F. Kennedy Memorial High School,200 Washington Avenue,Iselin,8830,40.571504,-74.3183,388
82,Somerville High School,222 Davenport St.,Somerville,8876,40.545853,-74.63592,387
83,Paramus High School,99 East Century Road,Paramus,7652,40.947107,-74.07047,385
84,River Dell Regional High School,55 Pyle Street,Oradell,7649,40.953126,-74.03379,384
85,Point Pleasant Beach High School,700 Trenton Avenue,Point Pleasant Beach,8742,40.081165000000006,-74.06003,382
86,Bridgewater-Raritan High School,600 Garretson Road,Bridgewater,8807,40.588097,-74.62253,381
86,Clearview Regional High School,625 Breakneck Rd,Mullica Hill,8062,39.716939,-75.21987,381
88,University High School,55 Clinton Pl,Newark,7108,40.736101,-74.22509000000001,378
89,South Brunswick High School,750 Ridge Road,Monmouth Junction,8852,40.389428,-74.54329,377
90,Dumont High School,101 New Milford Ave,Dumont,7628,40.945173,-73.99342,375
91,Morris Hills High School,520 West Main Street,Rockaway,7866,40.926798,-74.50624,374
92,Parsippany Hills High School,20 Rita Drive,Morris Plains,7950,40.842399,-74.48223,373
93,Freehold Borough High School,2 Robertsville Road,Freehold,7728,40.241036,-74.27629,371
94,Mount Olive High School,18 Corey Road,Flanders,7836,40.84405,-74.70134,370
95,Scotch Plains-Fanwood High School,667 Westfield Road,Scotch Plains,7076,40.637152,-74.37493,368
96,Verona High School,151 Fairview Ave,Verona,7044,40.832449,-74.24226999999999,367
97,Moorestown High School,350 Bridgeboro Road,Moorestown,8057,39.968962,-74.9489,366
98,Eastern Regional High School,1401 Laurel Oak Road,Voorhees,8043,39.851969,-74.96128,364
99,Waldwick High School,155 Wyckoff Avenue,Waldwick,7463,41.013109,-74.12231,363
100,Wayne Valley High School,551 Valley Road,Wayne,7470,40.943608000000005,-74.25004,361
101,Cherokee High School,120 Tomlinson Mill Road,Marlton,8053,39.884879999999995,-74.90416,360
102,Arthur L. Johnson High School,365 Westfield Avenue,Clark,7066,40.620336,-74.30934,359
103,Freehold Township High School,281 Elton Adelphia Road,Freehold,7728,40.241036,-74.27629,357
104,Cherry Hill High School West,2101 Chapel Ave.,Cherry Hill,8034,39.895213,-75.04019,356
105,Haddon Township High School,406 Memorial Avenue,Westmont,8108,39.915263,-75.06401,354
106,Metuchen High School,400 Grove Ave,Metuchen,8840,40.543354,-74.3587,353
107,Morris Knolls High School,50 Knoll Drive,Denville,7834,40.886148999999996,-74.48704000000001,352
108,Seneca High School,110 Carranza Road,Tabernacle,8088,39.871699,-74.70528,350
109,Cinnaminson High School,1197 Riverton Road,Cinnaminson,8077,39.862433,-74.72507900000001,349
110,West Essex High School,65 West Greenbrook Rd,North Caldwell,7006,40.848999,-74.27917,347
111,Mountain Lakes High School,96 Powerville Rd.,Mountain Lakes,7046,40.892021,-74.44022,346
112,Technology High School,223 Broadway,Newark,7102,40.736101,-74.22509000000001,345
113,Highland Park High School,102 North Fifth Avenue,Highland Park,8904,40.500254,-74.4257,343
114,Spotswood High School,105 Summerhill Road,Spotswood,8884,40.39159,-74.39329000000001,342
115,Delaware Valley Regional High School,19 Senator Stout Rd,Frenchtown,8825,40.509997999999996,-75.03239,340
116,Jefferson Township High School,1010 Weldon Rd Rd2,Oak Ridge,7438,41.029555,-74.5071,339
117,Ocean City High School,501 Atlantic Avenue,Ocean City,8226,39.265371,-74.59380999999999,338
118,High Point Regional High School District,299 Pidgeon Hill Road,Sussex,7461,41.229754,-74.60203,336
119,Robbinsville High School,155 Robbinsville Edinburg Rd,Robbinsville,8691,40.003861,-74.61775,335
120,Pompton Lakes High School,44 Lakeside Avenue,Pompton Lakes,7442,40.99948,-74.28806999999999,333
121,Fair Lawn High School,14 00 Berdan Avenue,Fair Lawn,7410,40.933943,-74.11671,332
122,Point Pleasant Borough High School,Laura Herbert Dr,Point Pleasant Beach,8742,40.081165000000006,-74.06003,331
123,Dr. Charles E. Brimm Medical Arts High School,1626 Copewood Street,Camden,8103,39.80237,-74.938259,329
124,Allentown High School,27 High Street,Allentown,8501,40.164556,-74.57785,328
125,Lenape Valley Regional High School,28 Sparta Road,Stanhope,7874,40.917054,-74.71053,326
126,Washington Township High School,519 Hurffville Crosskeys Rd,Sewell,8080,39.74953,-75.10637,325
127,Raritan High School,419 Middle Road,Hazlet,7730,40.423297999999996,-74.179,324
128,County Prep High School,525 Montgomery Street,Jersey City,7306,40.695552,-74.22856,322
129,Southern Regional High School,90 Cedar Bridge Road,Manahawkin,8050,39.707575,-74.25933,321
130,Wall High School,1630 18th Ave,Wall,7719,40.415902,-74.08689,319
131,Lacey Township High School,73 Haines Street,Lanoka Harbor,8734,39.862864,-74.16624,318
132,Secaucus High School,11 Mill Ridge Road,Secaucus,7094,40.7885,-74.06,317
133,Woodstown High School,140 East Avenue,Woodstown,8098,39.637838,-75.32396,315
134,North Warren Regional School,10 Noe Rd,Blairstown,7825,40.96035,-74.96243,314
135,Lenape High School,235 Hartford Road,Medford,8055,39.865272,-74.8185,312
136,Shore Regional High School,132 Monmouth Park Highway 36,West Long Branch,7764,40.289984999999994,-74.01671,311
137,North Bergen High School,7417 Kennedy Blvd,North Bergen,7047,40.7946,-74.01963,310
138,Hawthorne High School,160 Parmelee Avenue,Hawthorne,7506,40.957498,-74.15626999999999,308
139,Fort Lee High School,3000 Lemoine Ave,Fort Lee,7024,40.849879,-73.97501,307
140,Parsippany High School,309 Baldwin Rd,Parsippany,7054,40.860149,-74.4171,305
141,Vernon Township High School,1832 Route 565,Vernon,7462,41.193708,-74.5089,304
142,Mainland Regional High School,1301 Oak Avenue,Linwood,8221,39.348616,-74.57387,303
143,Westwood Junior/Senior High School,701 Ridgewood Road,Township Of Washington,7676,40.989508,-74.061302,301
144,Colonia High School,East Street,Colonia,7067,40.591653,-74.31341,300
145,Delsea Regional High School,242 Fries Mill Rd,Franklinville,8322,39.618221999999996,-75.0618,298
146,Ocean Township High School,550 West Park Avenue,Oakhurst,7755,40.263575,-74.02176,297
147,Edison High School,50 Boulevard Of The Eagles,Edison,8817,40.516104,-74.39754,296
148,Wallington Junior Senior High School,234 Main Ave,Wallington,7057,40.852931,-74.10925,294
149,Brick Township Memorial High School,2001 Lanes Mill Rd,Brick,8724,40.042479,-74.123,293
150,Henry P. Becton Regional High School,120 Paterson Avenue,East Rutherford,7073,40.830158000000004,-74.09707,291
151,Hanover Park High School,63 Mt Pleasant Avenue,East Hanover,7936,40.820012,-74.36474,290
152,North Star Academy Charter School,10 Washington Place,Newark,7102,40.736101,-74.22509000000001,289
153,Monroe Township High School,200 Schoolhouse Road,Monroe Township,8831,40.336508,-74.43302,287
154,Woodbridge High School,25 Samuel Lupo Place,Woodbridge,7095,40.557103999999995,-74.28316,286
155,New Milford High School,330 River Road,New Milford,7646,40.936211,-74.0188,284
156,Kingsway Regional High School,201 Kings Highway,Woolwich Twp,8085,39.753088,-75.32687,283
157,West Deptford High School,1600 Old Crown Point Rd,West Deptford,8093,39.861413,-75.13284,282
158,Monmouth Regional High School,One Norman J Field Way,Tinton Falls,7724,40.301978999999996,-74.06889,280
159,Middletown High School North,63 Tindall Road,Middletown,7748,40.410213,-74.11718,279
160,Wallkill Valley Regional High School,10 Grumm Road,Hamburg,7419,41.156187,-74.57094000000001,277
161,Ridgefield Park Junior Senior High School,1 Ozzie Nelson Drive,Ridgefield Park,7660,40.856749,-74.02278000000001,276
162,Midland Park Junior/Senior High School,250 Prospect St,Midland Park,7432,40.993120000000005,-74.14286,275
163,Lower Cape May Regional High School,687 Rt 9,Cape May,8204,38.963652,-74.92319,273
164,Hightstown High School,25 Leshin Lane,Hightstown,8520,40.262809000000004,-74.53246,272
165,North Brunswick Township High School,98 Raider Road,North Brunswick,8902,40.453131,-74.48286999999999,270
166,Nutley High School,300 Franklin Ave,Nutley,7110,40.8196,-74.15876999999999,269
167,Jackson Memorial High School,101 Don Connor Boulevard,Jackson,8527,40.115970000000004,-74.32251,268
168,Gateway Regional High School,775 Tanyard Rd,Woodbury Hts,8096,39.830313000000004,-75.13221,266
169,South Hunterdon Regional High School,301 Mt Airy Harbourton Road,Lambertville,8530,40.375039,-74.93184000000001,265
170,Piscataway Township High School,100 Behmer Road,Piscataway,8854,40.555355,-74.46094000000001,263
171,Old Bridge High School,4209 Route 516,Matawan,7747,40.411102,-74.23767,262
172,David Brearley Middle/High School,401 Monroe Avenue,Kenilworth,7033,40.674652,-74.2908,261
173,Timber Creek Regional High School,501 Jarvis Road,Erial,8081,39.741385,-74.99035,259
174,Willliamstown High School,700 N Tuckahoe Rd,Williamstown,8094,39.647597999999995,-74.95926999999999,258
175,Northern Burlington County Regional High School,160 Mansfield Road East,Columbus,8022,40.079952,-74.70684,256
176,Newton High School,44 Ryerson Avenue,Newton,7860,41.0714,-74.80199,255
177,Dunellen High School,411 First Street,Dunellen,8812,40.594502,-74.47166,254
178,Saddle Brook Middle/High School,355 Mayhill Street,Saddle Brook,7663,40.904131,-74.09474,252
179,South Plainfield High School,200 Lake Street,South Plainfield,7080,40.580703,-74.41401,251
180,Columbia High School,17 Parker Ave,Maplewood,7040,40.728901,-74.26821,249
181,Wood-Ridge Junior/Senior High School,258 Hackensack St,Wood Ridge,7075,40.847638,-74.08754,248
182,Barnegat High School,180 Bengal Blvd,Barnegat,8005,39.759581,-74.27398000000001,246
183,Phillipsburg High School,1 Stateliner Blvd.,Phillipsburg,8865,40.689122999999995,-75.17243,245
184,Henry Hudson Regional School,1 Grand Tour,Highlands,7732,40.404474,-73.9904,244
185,Sayreville War Memorial High School,820 Washington Road,Parlin,8859,40.461851,-74.30343,242
186,Absegami High School,201 S Wrangleboro Road,Galloway,8205,38.963652,-74.92319,241
187,Passaic Valley Regional High School,170 East Main Street,Little Falls,7424,40.886628,-74.21405,239
188,Roxbury High School,One Bryant Drive,Succasunna,7876,40.855548999999996,-74.65250999999999,238
189,Middle Township High School,300 East Atlantic Avenue,Cape May Court House,8210,39.081754,-74.83658,237
190,Hackettstown High School,599 Warren Street,Hackettstown,7840,40.861748,-74.83054,235
191,Red Bank Regional High School,101 Ridge Road,Little Silver,7739,40.33517,-74.04059000000001,234
192,Montclair High School,100 Chestnut St,Montclair,7042,40.81315,-74.21576,232
193,Florence Township Memorial High School,1050 Cedar Lane,Burlington,8016,40.06834,-74.84463000000001,231
194,Gloucester City Junior Senior High School,1300 Market Street,Gloucester City,8030,39.891113,-75.11836,230
195,Lakeland Regional High School,205 Conklintown Road,Wanaque,7465,41.052958000000004,-74.28236,228
196,Warren Hills Regional High School,41 Jackson Valley Road,Washington,7882,40.753753,-74.99616999999999,227
197,Bergenfield High School,80 S Prospect Ave,Bergenfield,7621,40.923747999999996,-73.99879,225
198,Rosa L. Parks School of Fine and Performing Arts,413 12th Avenue,Paterson,7514,41.011428,-74.304793,224
199,Cedar Grove High School,90 Rugby Road,Cedar Grove,7009,40.855854,-74.22898,223
200,Jonathan Dayton High School,139 Mountain Ave.,Springfield,7081,40.701801,-74.32216,221
201,Palisades Park Junior-Senior High School,Veterans Plaza,Palisades Park,7650,40.845742,-73.99479000000001,220
202,North Arlington High School,222 Ridge Road,North Arlington,7031,40.791895000000004,-74.13254,218
203,Morristown High School,50 Early Street,Morristown,7960,40.79215,-74.48559,217
204,Lyndhurst High School,400 Weart Avenue,Lyndhurst,7071,40.808415999999994,-74.12111,216
205,Bordentown Regional High School,318 Ward Ave,Bordentown,8505,40.132784,-74.71778,214
206,Central Regional High School,509 Forest Hills Parkway,Bayville,8721,39.902851,-74.16037,213
207,Burlington Township High School,610 Fountain Avenue,Burlington,8016,40.06834,-74.84463000000001,211
208,Arthur P. Schalick High School,718 Centerton Road,Pittsgrove,8318,39.553504,-75.16843,210
209,Ridgefield Memorial High School,555 Walnut St,Ridgefield,7657,40.832421000000004,-74.00399,209
210,Sterling High School,501 South Warwick Road,Somerdale,8083,39.842613,-75.02496,207
211,Oakcrest High School,1824 Dr Dennis Foreman Drive,Mays Landing,8330,39.478771,-74.7581,206
212,Toms River High School East,1225 Raider Way,Toms River,8753,39.974584,-74.15141,204
213,Deptford Township High School,575 S Fox Run Rd,Deptford,8096,39.830313000000004,-75.13221,203
214,Haddon Heights Junior/Senior High School,301 Second Avenue,Haddon Heights,8035,39.879129999999996,-75.06599,202
215,Weehawken High School,53 Liberty Place,Weehawken,7086,40.769796,-74.022351,200
216,Matawan Regional High School,450 Atlantic Avenue,Aberdeen,7747,40.411102,-74.23767,199
217,Middlesex High School,300 John F. Kennedy Drive,Middlesex,8846,40.574552000000004,-74.50187,197
218,Belvidere High School,809 Oxford Street,Belvidere,7823,40.82383,-75.04585,196
219,Clayton High School,55 Pop Kramer Blvd,Clayton,8312,39.655964000000004,-75.08736,195
220,Lodi High School,99 Putnam Street,Lodi,7644,40.877998999999996,-74.08265,193
221,West Milford High School,67 Highlander Drive,West Milford,7480,41.102569,-74.37047,192
222,Manchester Township High School,101 S Colonial Dr,Manchester,8759,39.943540999999996,-74.36949,190
223,Gloucester County Institute of Technology,1360 Tanyard Road,Sewell,8080,39.74953,-75.10637,189
224,Essex County Newark Technical,91 West Market Street,Newark,7103,40.736101,-74.22509000000001,188
225,Brick Township High School,346 Chambers Bridge Rd,Brick,8723,40.042479,-74.123,186
226,Audubon Junior/Senior High School,350 Edgewood Avenue,Audubon,8106,39.892213,-75.07212,185
227,Buena Regional High School,125 Weymouth Road,Buena,8310,39.522686,-74.89684,183
228,Rancocas Valley Regional High School,520 Jacksonville Road,Mount Holly,8060,39.991562,-74.79746999999999,182
229,Glassboro High School,560 Joseph L Bowe Blvd,Glassboro,8028,39.700008000000004,-75.11950999999999,181
230,Toms River High School North,1245 Old Freehold Road,Toms River,8753,39.974584,-74.15141,179
231,Bogota Junior/Senior High School,2 Henry C Luthin Place,Bogota,7603,40.873876,-74.02769,178
232,Hammonton High School,566 Old Forks Road,Hammonton,8037,39.625291,-74.77705,176
233,Hamilton East - Steinert,2900 Klockner Road,Hamilton,8690,40.003861,-74.61775,175
234,Hopatcong High School,2A Windsor Ave,Hopatcong,7843,40.937206,-74.66147,174
235,Passaic County-Manchester Regional High School,70 Church Street,Haledon,7508,40.945198,-74.18285999999999,172
236,New Egypt High School,117 Evergreen Road,New Egypt,8533,40.075185,-74.48433,171
237,Teaneck High School,100 Elizabeth Ave,Teaneck,7666,40.890964000000004,-74.01115,169
238,Bayonne High School,669 Avenue A,Bayonne,7002,40.666552,-74.11768000000001,168
239,Highland Regional High School,450 Erial Road,Blackwood,8012,39.784614000000005,-75.05678,167
240,Delran High School,50 Hartford Road,Delran,8075,40.029361,-74.9541,165
241,South River High School,11 Montgomery Street,South River,8882,40.445006,-74.38179000000001,164
242,Lawrence High School,2525 Princeton Pike,Lawrenceville,8648,40.003861,-74.61775,162
243,Jackson Liberty High School,125 North Hope Chapel Road,Jackson,8527,40.115970000000004,-74.32251,161
244,Roselle Park High School,185 W Webster Ave,Roselle Park,7204,40.665552000000005,-74.26768,160
245,Pennsville Memorial High School,110 S Broadway,Pennsville,8070,39.645377,-75.51923000000001,158
246,Leonia High School,100 Christie Heights Street,Leonia,7605,40.862685,-73.98550999999999,157
247,Butler High School,38 Bartholdi Avenue,Butler,7405,40.99313,-74.35893,155
248,Dover High School,100 Grace Street,Dover,7801,40.889165999999996,-74.55462,154
249,Cliffside Park High School,64 Riverview Avenue,Cliffside Park,7010,40.82154,-73.98949,153
250,Bloomfield High School,160 Broad Street,Bloomfield,7003,40.803000000000004,-74.18895,151
251,Collingswood High School,424 Collings Ave,Collingswood,8108,39.915263,-75.06401,150
252,Maple Shade High School,180 Frederick Ave,Maple Shade,8052,39.952212,-74.99464,148
253,Manville High School,1100 Brooks Boulevard,Manville,8835,40.538903000000005,-74.59222,147
254,Passaic County Technical Institute,45 Reinhardt Road,Wayne,7470,40.943608000000005,-74.25004,146
255,Triton Regional High School,250 Schubert Ave,Runnemede,8078,39.850013,-75.0767,144
256,Boonton High School,306 Lathrop Avenue,Boonton,7005,40.912797999999995,-74.41516,143
257,Palmyra High School,5th & Weart Boulevard,Palmyra,8065,40.00278,-75.02626,141
258,Hackensack High School,First & Beech Streets,Hackensack,7601,40.888678000000006,-74.0488,140
259,Pinelands Regional High School,565 Nugentown Road,Little Egg Harbor,8087,39.59899,-74.36573,139
260,South Amboy Middle/High School,200 Governor Harold G Hoffman,South Amboy,8879,40.469606,-74.27669,137
261,West Orange High School,51 Conforti Ave,West Orange,7052,40.78865,-74.25541,136
262,Toms River High School South,55 Hyers Street,Toms River,8753,39.974584,-74.15141,134
263,Franklin High School,500 Elizabeth Avenue,Somerset,8873,40.505253,-74.50723,133
264,Sussex County Technical School,105 North Church Road,Sparta,7871,41.035384,-74.63557,132
265,Hoboken High School,Ninth & Clinton Sts,Hoboken,7030,40.744851000000004,-74.03294,130
266,Carteret High School,199 Washington Avenue,Carteret,7008,40.582504,-74.22997,129
267,Arts High School,550 M L King Blvd,Newark,7102,40.736101,-74.22509000000001,127
268,Pemberton Township High School,148 Arneys Mount Road,Pemberton,8068,39.961183,-74.66266,126
269,Egg Harbor Township High School,24 High School Drive,Egg Harbor Township,8234,39.398171999999995,-74.59666999999999,125
270,Ewing High School,900 Parkway Ave,Ewing,8618,40.280530999999996,-74.712018,123
271,Cumberland Regional High School,90 Silver Lake Road,Bridgeton,8302,39.445164,-75.24215,122
272,Keansburg High School,140 Port Monmouth Road,Keansburg,7734,40.444407,-74.13298,120
273,Warren County Vocational Technical School,1500 Route 57,Washington,7882,40.753753,-74.99616999999999,119
274,Hamilton North - Nottingham,1055 Klockner Road,Hamilton,8619,40.280530999999996,-74.712018,118
275,Memorial Senior High School,375 River Dr,Elmwood Park,7407,40.905639,-74.1199,116
276,Overbrook Senior High School,1200 Turnersville Road,Pine Hill,8021,39.810485,-74.99574,115
277,Camden County Technical School-Pennsauken,6008 Browning Road,Pennsauken,8109,39.949979,-75.05024,113
278,Union High School,2350 North Third Street,Union,7083,40.695401000000004,-74.26933000000001,112
279,Paterson Charter School for Science/Technology,196 West Railway Avenue,Paterson,7503,40.912198,-74.16863000000001,111
280,Kearny High School,336 Devon St,Kearny,7032,40.763051000000004,-74.13718,109
281,Somerset County Vocational Technical High School,14 Vogt Drive,Bridgewater,8807,40.588097,-74.62253,108
282,Hamilton West-Watson,2720 South Clinton Avenue,Hamilton,8610,40.280530999999996,-74.712018,106
283,Lindenwold High School,801 Egg Harbor Road,Lindenwold,8021,39.810485,-74.99574,105
284,Dwight Morrow High School/Academies@Englewood,274 Knickerbocker Rd,Englewood,7631,40.893343,-73.9758,104
285,Camden Big Picture Learning Academy,1725 Park Boulevard,Camden,8103,39.80237,-74.938259,102
286,Chartertech High School for the Performing Arts,413 New Road,Somers Point,8244,39.319901,-74.5999,101
287,Clifton High School,333 Colfax Avenue,Clifton,7013,40.879699,-74.14263000000001,99
288,Burlington County Institute of Technology - Westampton,695 Woodlane Road,Westampton,8060,39.991562,-74.79746999999999,98
289,Paulsboro High School,670 N Delaware St,Paulsboro,8066,39.833156,-75.23773,97
290,Middlesex County Vocational School Perth Amboy,457 High Street,Perth Amboy,8861,40.520105,-74.27708,95
291,Wildwood High School,4300 Pacific Ave,Wildwood,8260,38.987556,-74.822,94
292,Middlesex County Vocational School East Brunswick,112 Rues Lane,East Brunswick,8816,40.434239,-74.40504,92
293,Woodbury Junior-Senior High School,25 N. Broad Street,Woodbury,8096,39.830313000000004,-75.13221,91
294,Winslow Township High School,10 Cooper Folly Road,Atco,8004,39.769357,-74.87264,90
295,Neptune High School,55 Neptune Boulevard,Neptune,7753,40.208945,-74.05261,88
296,Rahway High School,1012 Madison Ave,Rahway,7065,40.607103,-74.28099,87
297,Salem High School,219 Walnut St,Salem,8079,39.549912,-75.43943,85
298,Garfield High School,500 Palisade Ave,Garfield,7026,40.879858,-74.10807,84
299,Liberty High School,299 Sip Avenue,Jersey City,7306,40.695552,-74.22856,83
300,Memorial High School,5501 Park Ave,West New York,7093,40.7895,-74.01223,81
301,Burlington County Institute of Technology - Medford,10 Hawkin Road,Medford,8055,39.865272,-74.8185,80
302,Belleville High School,100 Passaic Ave,Belleville,7109,40.7935,-74.16144,78
303,Millville Senior High School,200 Wade Blvd,Millville,8332,39.379382,-75.03923,77
304,Essex County Donald M. Payne Senior School of Technology,498-544 West Market St,Newark,7107,40.736101,-74.22509000000001,76
305,Bound Brook High School,111 West Union Avenue,Bound Brook,8805,40.567953,-74.54034,74
306,Riverside High School,112 E Washington Street,Riverside,8075,40.029361,-74.9541,73
