,City,Latitude,Longitude,# of Sales,Total Sales Price,Avg Sale Price
8,EAST AMWELL TWP,40.656302,-74.30371,26,"$10,812,500.00 ","415,865"
9,FLEMINGTON BORO,40.816737,-74.00082,15,"$4,255,300.00 ","283,687"
10,FRANKLIN TWP,40.849879,-73.97501,25,"$10,417,899.00 ","416,716"
11,FRENCHTOWN BORO,40.849879,-73.97501,7,"$2,266,500.00 ","323,786"
12,GLEN GARDNER BORO,40.879858,-74.10807,26,"$4,958,300.00 ","190,704"
13,HAMPTON BORO,40.80495,-74.2047,11,"$3,075,000.00 ","279,545"
14,HIGH BRIDGE BORO,40.745951,-74.15509,41,"$11,451,125.00 ","279,296"
15,HOLLAND TWP,40.744851,-74.03294,36,"$10,728,236.00 ","298,007"
16,KINGWOOD TWP,40.744851,-74.03294,31,"$12,236,900.00 ","394,739"
17,LAMBERTVILLE CITY,40.744851,-74.03294,29,"$11,998,290.00 ","413,734"
18,LEBANON BORO,40.744851,-74.03294,27,"$7,644,803.00 ","283,141"
19,LEBANON TWP,40.744851,-74.03294,46,"$19,792,600.00 ","430,274"
20,MILFORD BORO,41.007389,-74.04247,9,"$1,981,900.00 ","220,211"
21,RARITAN TWP,40.565493,-74.938931,241,"$95,090,969.00 ","394,568"
22,READINGTON TWP,40.565493,-74.938931,171,"$74,000,152.00 ","432,749"
23,STOCKTON BORO,40.39159,-74.39329,3,"$979,500.00 ","326,500"
24,TEWKSBURY TWP,40.500254,-74.4257,55,"$34,650,900.00 ","630,016"
25,UNION TWP,40.500254,-74.4257,47,"$15,907,950.00 ","338,467"
26,WEST AMWELL TWP,40.500254,-74.4257,8,"$3,415,500.00 ","426,938"
1,EAST WINDSOR TWP,40.770933,-74.20589,268,"$73,407,314.00 ","273,908"
2,EWING TWP,40.830733,-73.97334,239,"$48,318,504.00 ","202,169"
3,HAMILTON TWP,40.80495,-74.2047,284,"$65,949,704.00 ","232,217"
4,HIGHTSTOWN BORO,40.745951,-74.15509,39,"$7,980,200.00 ","204,621"
5,HOPEWELL BORO,40.745951,-74.15509,22,"$9,066,500.00 ","412,114"
6,HOPEWELL TWP,40.745951,-74.15509,222,"$116,056,975.00 ","522,779"
7,LAWRENCE TWP,40.744851,-74.03294,262,"$80,524,949.00 ","307,347"
8,PENNINGTON BORO,40.51057,-74.72472,35,"$17,270,250.00 ","493,436"
11,TRENTON CITY,40.500254,-74.4257,224,"$17,895,717.00 ","79,892"
12,ROBBINSVILLE TWP,40.565493,-74.938931,210,"$75,435,199.00 ","359,215"
13,WEST WINDSOR TWP,40.500254,-74.4257,362,"$212,087,766.00 ","585,878"
14,PRINCETON,40.583035,-74.96224,285,"$269,443,566.00 ","945,416"
1,CARTERET BORO,40.912798,-74.41516,120,"$27,927,149.00 ","232,726"
2,CRANBURY TWP,40.879699,-74.14263,39,"$30,065,000.00 ","770,897"
3,DUNELLEN BORO,40.656302,-74.30371,47,"$12,376,150.00 ","263,322"
4,EAST BRUNSWICK TWP,40.656302,-74.30371,477,"$170,220,505.00 ","356,856"
5,EDISON TWP,40.830733,-73.97334,753,"$292,587,895.00 ","388,563"
6,HELMETTA BORO,40.745951,-74.15509,25,"$6,358,213.00 ","254,329"
7,HIGHLAND PARK BORO,40.745951,-74.15509,83,"$26,056,004.00 ","313,928"
8,JAMESBURG BORO,40.745951,-74.15509,39,"$9,274,555.00 ","237,809"
9,METUCHEN BORO,41.007389,-74.04247,129,"$53,755,750.00 ","416,711"
10,MIDDLESEX BORO,41.007389,-74.04247,134,"$34,798,341.00 ","259,689"
11,MILLTOWN BORO,41.007389,-74.04247,46,"$15,121,700.00 ","328,733"
12,MONROE TWP,41.007389,-74.04247,661,"$216,752,618.00 ","327,916"
13,NEW BRUNSWICK CITY,40.389428,-74.54329,119,"$36,245,816.00 ","304,587"
14,NORTH BRUNSWICK TWP,40.51057,-74.72472,220,"$69,389,600.00 ","315,407"
15,OLD BRIDGE TWP,40.51057,-74.72472,510,"$169,864,596.00 ","333,068"
16,PERTH AMBOY CITY,40.51057,-74.72472,126,"$29,722,539.00 ","235,893"
17,PISCATAWAY TWP,40.51057,-74.72472,308,"$96,973,515.00 ","314,849"
18,PLAINSBORO TWP,40.583035,-74.96224,84,"$32,588,600.00 ","387,960"
19,SAYREVILLE BORO,40.563654,-74.949409,246,"$71,758,049.00 ","291,699"
20,SOUTH AMBOY CITY,40.430006,-74.417344,64,"$19,346,799.00 ","302,294"
21,SOUTH BRUNSWICK TWP,40.430006,-74.417344,378,"$154,108,807.00 ","407,695"
22,SOUTH PLAINFIELD BORO,40.430006,-74.417344,162,"$50,443,326.00 ","311,379"
23,SOUTH RIVER BORO,40.430006,-74.417344,94,"$25,498,250.00 ","271,258"
24,SPOTSWOOD BORO,40.430006,-74.417344,66,"$19,065,650.00 ","288,873"
25,WOODBRIDGE TWP,40.500254,-74.4257,681,"$186,685,733.00 ","274,135"
