,City,Latitude,Longitude,# of Sales,Total Sales Price,Avg Sale Price
64,WALDWICK BORO,40.500254,-74.4257,162,"58,930,057","363,766"
65,WALLINGTON BORO,40.500254,-74.4257,63,"20,683,160","328,304"
66,WASHINGTON TWP,40.500254,-74.4257,138,"62,301,700","451,462"
67,WESTWOOD BORO,40.500254,-74.4257,39,"15,398,640","394,837"
68,WOODCLIFF LAKE BORO,40.500254,-74.4257,60,"41,804,700","696,745"
69,WOOD RIDGE BORO,40.500254,-74.4257,104,"32,540,560","312,890"
70,WYCKOFF TWP,40.500254,-74.4257,178,"113,208,733","636,004"
1,BASS RIVER TWP,40.578996,-74.27987,13,"3,105,000","238,846"
2,BEVERLY CITY,40.666552,-74.11768,41,"5,059,377","123,399"
3,BORDENTOWN CITY,40.912798,-74.41516,59,"11,504,650","194,994"
4,BORDENTOWN TWP,40.912798,-74.41516,141,"33,886,049","240,327"
5,BURLINGTON CITY,40.912798,-74.41516,154,"19,433,152","126,189"
6,BURLINGTON TWP,40.912798,-74.41516,390,"93,940,192","240,872"
7,CHESTERFIELD TWP,40.855854,-74.22898,31,"10,144,100","327,229"
8,CINNAMINSON TWP,40.855854,-74.22898,199,"46,594,531","234,143"
9,DELANCO TWP,40.656302,-74.30371,38,"5,642,060","148,475"
10,DELRAN TWP,40.656302,-74.30371,209,"43,409,809","207,702"
11,EASTAMPTON TWP,40.770933,-74.20589,80,"18,136,349","226,704"
12,EDGEWATER PARK TWP,40.830733,-73.97334,138,"18,398,258","133,321"
13,EVESHAM TWP,40.827499,-74.28091,"1,083","227,002,996","209,606"
14,FIELDSBORO BORO,40.641852,-74.38533,30,"3,934,200","131,140"
15,FLORENCE TWP,40.641852,-74.38533,211,"36,302,303","172,049"
16,HAINESPORT TWP,40.80495,-74.2047,63,"16,749,800","265,870"
17,LUMBERTON TWP,40.788599,-74.78295,195,"47,725,950","244,748"
18,MANSFIELD TWP,40.788599,-74.78295,137,"39,471,440","288,113"
19,MAPLE SHADE TWP,40.502477,-74.650023,231,"30,964,756","134,047"
20,MEDFORD TWP,40.502477,-74.650023,423,"132,202,713","312,536"
21,MEDFORD LAKES BORO,40.502477,-74.650023,66,"15,898,164","240,881"
22,MOORESTOWN TWP,40.389428,-74.54329,269,"108,794,770","404,442"
23,MT HOLLY TWP,40.389428,-74.54329,186,"23,568,781","126,714"
24,MT LAUREL TWP,40.389428,-74.54329,"1,155","232,389,627","201,203"
25,NEW HANOVER TWP,40.51057,-74.72472,8,"1,667,700","208,463"
26,NO HANOVER TWP,40.51057,-74.72472,16,"4,261,900","266,369"
27,PALMYRA BORO,40.681694,-74.73624,144,"21,785,659","151,289"
28,PEMBERTON BORO,40.461851,-74.30343,13,"1,927,975","148,306"
29,PEMBERTON TWP,40.461851,-74.30343,411,"56,410,974","137,253"
30,RIVERSIDE TWP,40.563654,-74.949409,146,"18,953,000","129,815"
31,RIVERTON BORO,40.563654,-74.949409,25,"5,125,100","205,004"
32,SHAMONG TWP,40.430006,-74.417344,88,"29,512,754","335,372"
33,SOUTHAMPTON TWP,40.445006,-74.38179,232,"42,296,210","182,311"
34,SPRINGFIELD TWP,40.39159,-74.39329,26,"8,551,400","328,900"
35,TABERNACLE TWP,40.500254,-74.4257,85,"24,199,675","284,702"
36,WASHINGTON TWP,40.500254,-74.4257,2,"264,800","132,400"
37,WESTAMPTON TWP,40.500254,-74.4257,174,"35,564,624","204,394"
38,WILLINGBORO TWP,40.500254,-74.4257,465,"62,686,870","134,810"
39,WOODLAND TWP,40.500254,-74.4257,16,"3,604,150","225,259"
40,WRIGHTSTOWN BORO,40.500254,-74.4257,0,0,N/A
1,AUDUBON BORO,39.8909,-75.073,122,"18,650,260","152,871"
2,AUDUBON PARK BORO,39.8965,-75.0877,0,0,N/A
3,BARRINGTON BORO,40.578996,-74.27987,90,"14,211,001","157,900"
4,BELLMAWR BORO,40.666552,-74.11768,137,"16,932,751","123,597"
5,BERLIN BORO,40.666552,-74.11768,103,"19,409,679","188,443"
6,BERLIN TWP,40.666552,-74.11768,62,"8,513,150","137,309"
7,BROOKLAWN BORO,40.912798,-74.41516,38,"3,749,414","98,669"
8,CAMDEN CITY,40.848999,-74.27917,338,"12,182,491","36,043"
9,CHERRY HILL TWNSHP,40.855854,-74.22898,"1,252","274,982,817","219,635"
10,CHESILHURST BORO,40.855854,-74.22898,16,"1,882,200","117,638"
11,CLEMENTON BORO,40.855854,-74.22898,90,"8,803,352","97,815"
12,COLLINGSWOOD BORO,40.879699,-74.14263,264,"41,969,626","158,976"
13,GIBBSBORO BORO,40.650802,-74.32351,38,"8,607,048","226,501"
14,GLOUCESTER CITY,40.80495,-74.2047,156,"11,847,771","75,947"
15,GLOUCESTER TWP,40.80495,-74.2047,"1,171","181,273,374","154,802"
16,HADDON TWP,40.80495,-74.2047,238,"43,269,570","181,805"
17,HADDONFIELD BORO,40.80495,-74.2047,208,"75,450,409","362,742"
18,HADDON HEIGHTS BORO,40.80495,-74.2047,124,"27,955,500","225,448"
19,HI NELLA BORO,40.745951,-74.15509,8,"1,038,800","129,850"
20,LAUREL SPRINGS BORO,40.744851,-74.03294,23,"3,333,150","144,920"
21,LAWNSIDE BORO,40.744851,-74.03294,30,"3,118,725","103,958"
22,LINDENWOLD BORO,41.007389,-74.04247,322,"28,272,457","87,803"
23,MAGNOLIA BORO,40.788599,-74.78295,55,"6,479,700","117,813"
24,MERCHANTVILLE BORO,40.502477,-74.650023,75,"12,134,570","161,794"
25,MOUNT EPHRAIM BORO,40.389428,-74.54329,78,"9,883,294","126,709"
26,OAKLYN BORO,40.51057,-74.72472,72,"10,130,900","140,707"
27,PENNSAUKEN TWP,40.461851,-74.30343,570,"70,977,260","124,522"
28,PINE HILL BORO,40.689123,-75.17243,216,"25,115,272","116,274"
29,PINE VALLEY BORO,40.689123,-75.17243,0,0,N/A
30,RUNNEMEDE BORO,40.563654,-74.949409,118,"15,594,648","132,158"
31,SOMERDALE BORO,40.430006,-74.417344,59,"6,766,930","114,694"
32,STRATFORD BORO,40.500254,-74.4257,93,"13,159,593","141,501"
33,TAVISTOCK BORO,40.500254,-74.4257,0,0,N/A
34,VOORHEES TWP,40.500254,-74.4257,561,"129,231,810","230,360"
35,WATERFORD TWP,40.500254,-74.4257,184,"28,481,986","154,793"
36,WINSLOW TWP,40.500254,-74.4257,796,"115,732,634","145,393"
37,WOODLYNNE BORO,40.500254,-74.4257,44,"3,209,150","72,935"
1,AVALON BORO,39.1012,-74.7177,178,"207,713,100","1,166,928"
2,CAPE MAY CITY,40.848999,-74.27917,25,"14,611,400","584,456"
3,CAPE MAY POINT BORO,40.848999,-74.27917,26,"17,896,900","688,342"
4,DENNIS TWP,40.656302,-74.30371,67,"14,720,350","219,707"
5,LOWER TWP,40.788599,-74.78295,679,"145,089,433","213,681"
6,MIDDLE TWP,40.502477,-74.650023,273,"63,120,730","231,211"
7,NORTH WILDWOOD CITY,40.51057,-74.72472,387,"98,423,765","254,325"
8,OCEAN CITY CITY,40.51057,-74.72472,"1,117","589,741,845","527,969"
9,SEA ISLE CITY CITY,40.430006,-74.417344,140,"81,248,561","580,347"
10,STONE HARBOR BORO,40.500254,-74.4257,180,"171,956,525","955,314"
11,UPPER TWP,40.500254,-74.4257,203,"56,165,571","276,678"
12,WEST CAPE MAY BORO,40.500254,-74.4257,5,"2,100,000","420,000"
13,WEST WILDWOOD BORO,40.500254,-74.4257,17,"3,811,900","224,229"
14,WILDWOOD CITY,40.500254,-74.4257,255,"55,446,000","217,435"
15,WILDWOOD CREST BORO,40.500254,-74.4257,221,"71,801,250","324,893"
16,WOODBINE BORO,40.500254,-74.4257,4,"568,700","142,175"
1,BRIDGETON CITY,40.912798,-74.41516,109,"7,789,245","71,461"
2,COMMERCIAL TWP,40.879699,-74.14263,72,"4,695,770","65,219"
3,DEERFIELD TWP,40.656302,-74.30371,6,"969,500","161,583"
4,DOWNE TWP,40.656302,-74.30371,40,"3,799,200","94,980"
5,FAIRFIELD TWP,40.827499,-74.28091,9,"911,500","101,278"
6,GREENWICH TWP,40.80495,-74.2047,2,"184,000","92,000"
7,HOPEWELL TWP,40.744851,-74.03294,34,"4,840,500","142,368"
8,LAWRENCE TWP,40.744851,-74.03294,20,"2,455,900","122,795"
9,MAURICE RIVER TWP,40.502477,-74.650023,26,"2,695,845","103,686"
10,MILLVILLE CITY,40.451105,-74.43938,348,"36,850,642","105,893"
11,SHILOH BORO,40.430006,-74.417344,7,"696,900","99,557"
12,STOW CREEK TWP,40.500254,-74.4257,4,"461,000","115,250"
13,UPPER DEERFIELD TWP,40.500254,-74.4257,67,"8,622,054","128,687"
14,VINELAND CITY,40.500254,-74.4257,596,"78,719,515","132,080"
1,BELLEVILLE TWP,40.666552,-74.11768,605,"144,213,819","238,370"
2,BLOOMFIELD TWP,40.803,-74.18895,636,"176,662,606","277,771"
3,CALDWELL BORO TWP,40.848999,-74.27917,93,"32,225,485","346,511"
4,CEDAR GROVE TWP,40.582504,-74.22997,162,"67,643,901","417,555"
5,EAST ORANGE CITY,40.770933,-74.20589,634,"102,374,676","161,474"
6,ESSEX FELLS TWP,40.827499,-74.28091,7,"5,793,000","827,571"
7,FAIRFIELD TWP,40.827499,-74.28091,83,"37,670,300","453,859"
8,GLEN RIDGE BORO,40.80495,-74.2047,149,"77,143,756","517,743"
9,IRVINGTON TWP,40.744851,-74.03294,723,"117,098,770","161,962"
10,LIVINGSTON TWP,40.850621,-74.04112,412,"202,543,539","491,611"
11,MAPLEWOOD TWP,40.502477,-74.650023,554,"226,598,565","409,023"
12,MILLBURN TWP,40.587606,-75.10402,372,"339,828,519","913,518"
13,MONTCLAIR TWP,40.389428,-74.54329,629,"301,791,625","479,796"
14,NEWARK CITY,40.51057,-74.72472,"2,170","462,886,398","213,312"
15,NORTH CALDWELL TWP,40.51057,-74.72472,107,"62,129,100","580,646"
16,NUTLEY TWP,40.51057,-74.72472,437,"143,682,154","328,792"
17,ORANGE CITY TWP,40.681694,-74.73624,309,"54,894,805","177,653"
18,ROSELAND BORO,40.563654,-74.949409,80,"35,820,549","447,757"
19,SOUTH ORANGE VILLAGE TW,40.553803,-74.52976,348,"156,507,967","449,736"
20,VERONA TWP,40.500254,-74.4257,304,"101,825,547","334,952"
21,WEST CALDWELL TWP,40.500254,-74.4257,160,"63,330,100","395,813"
22,WEST ORANGE TWP,40.500254,-74.4257,953,"337,218,091","353,849"
1,CLAYTON BORO,40.855854,-74.22898,90,"12,653,174","140,591"
2,DEPTFORD TWP,40.656302,-74.30371,219,"30,924,050","141,206"
3,EAST GREENWICH TWP,40.656302,-74.30371,90,"20,033,100","222,590"
4,ELK TWP,40.830733,-73.97334,9,"1,561,800","173,533"
5,FRANKLIN TWP,40.849879,-73.97501,154,"24,470,796","158,901"
6,GLASSBORO BORO,40.650802,-74.32351,236,"35,612,998","150,903"
7,GREENWICH TWP,40.80495,-74.2047,66,"8,882,308","134,580"
8,HARRISON TWP,40.745951,-74.15509,141,"37,051,275","262,775"
9,LOGAN TWP,40.877999,-74.08265,103,"16,813,500","163,238"
10,MANTUA TWP,40.502477,-74.650023,264,"46,463,721","175,999"
11,MONROE TWP,40.389428,-74.54329,419,"71,668,368","171,046"
12,NATIONAL PARK BORO,40.389428,-74.54329,30,"3,176,293","105,876"
13,NEWFIELD BORO,40.51057,-74.72472,17,"2,063,790","121,399"
14,PAULSBORO BORO,40.461851,-74.30343,63,"4,826,350","76,609"
15,PITMAN BORO,40.689123,-75.17243,143,"20,883,560","146,039"
16,SO HARRISON TWP,40.553803,-74.52976,22,"6,946,700","315,759"
17,SWEDESBORO BORO,40.500254,-74.4257,23,"3,513,500","152,761"
18,WASHINGTON TWP,40.500254,-74.4257,904,"167,575,914","185,372"
19,WENONAH BORO,40.500254,-74.4257,36,"9,407,325","261,315"
20,WEST DEPTFORD TWP,40.500254,-74.4257,248,"39,160,007","157,903"
21,WESTVILLE BORO,40.500254,-74.4257,49,"5,525,100","112,757"
22,WOODBURY CITY,40.500254,-74.4257,126,"15,838,746","125,704"
23,WOODBURY HEIGHTS BORO,40.500254,-74.4257,29,"4,730,401","163,117"
24,WOOLWICH TWP,40.500254,-74.4257,63,"18,870,955","299,539"
1,BAYONNE CITY,40.666552,-74.11768,603,"158,746,066","263,260"
2,EAST NEWARK BORO,40.656302,-74.30371,9,"2,474,500","274,944"
3,GUTTENBERG TOWN,40.80495,-74.2047,277,"82,204,295","296,766"
4,HARRISON TOWN,40.745951,-74.15509,121,"33,480,798","276,701"
5,HOBOKEN CITY,40.744851,-74.03294,"1,091","402,720,261","369,129"
6,JERSEY CITY CITY,40.744851,-74.03294,"2,882","657,256,835","228,056"
7,KEARNY TOWN,40.744851,-74.03294,352,"99,063,682","281,431"
8,NORTH BERGEN TWP,40.51057,-74.72472,660,"183,511,128","278,047"
9,SECAUCUS TOWN,40.430006,-74.417344,295,"86,709,670","293,931"
10,UNION CITY CITY,40.500254,-74.4257,409,"103,144,529","252,187"
11,WEEHAWKEN TWP,40.500254,-74.4257,126,"49,870,088","395,794"
12,WEST NEW YORK TOWN,40.500254,-74.4257,222,"52,109,515","234,728"
1,ALEXANDRIA TWP,40.5908,-75.0261,19,"7,161,100","376,900"
2,BETHLEHEM TWP,40.666552,-74.11768,74,"32,185,049","434,933"
3,BLOOMSBURY BORO,40.803,-74.18895,15,"3,451,400","230,093"
4,CALIFON BORO,40.848999,-74.27917,21,"6,983,600","332,552"
5,CLINTON TOWN,40.879699,-74.14263,67,"22,399,611","334,323"
6,CLINTON TWP,40.879699,-74.14263,244,"91,335,186","374,325"
7,DELAWARE TWP,40.656302,-74.30371,52,"22,310,200","429,042"
8,EAST AMWELL TWP,40.656302,-74.30371,38,"15,320,200","403,163"
9,FLEMINGTON BORO,40.641852,-74.38533,31,"8,586,718","276,991"
10,FRANKLIN TWP,40.849879,-73.97501,8,"4,618,900","577,363"
11,FRENCHTOWN BORO,40.849879,-73.97501,10,"2,673,000","267,300"
12,GLEN GARDNER BORO,40.650802,-74.32351,79,"15,287,600","193,514"
13,HAMPTON BORO,40.80495,-74.2047,24,"5,920,700","246,696"
14,HIGH BRIDGE BORO,40.745951,-74.15509,89,"20,410,151","229,328"
15,HOLLAND TWP,40.744851,-74.03294,78,"25,733,640","329,918"
16,KINGWOOD TWP,40.744851,-74.03294,43,"15,166,200","352,702"
17,LAMBERTVILLE CITY,40.744851,-74.03294,47,"14,024,450","298,393"
18,LEBANON BORO,40.744851,-74.03294,36,"9,504,100","264,003"
19,LEBANON TWP,40.744851,-74.03294,78,"30,049,860","385,255"
20,MILFORD BORO,40.587606,-75.10402,8,"1,703,800","212,975"
21,RARITAN TWP,40.571302,-74.6374,508,"165,655,643","326,094"
22,READINGTON TWP,40.563654,-74.949409,298,"119,544,746","401,157"
23,STOCKTON BORO,40.500254,-74.4257,7,"2,516,900","359,557"
24,TEWKSBURY TWP,40.500254,-74.4257,86,"61,706,335","717,516"
25,UNION TWP,40.500254,-74.4257,114,"33,206,759","291,287"
26,WEST AMWELL TWP,40.500254,-74.4257,7,"3,018,000","431,143"
1,EAST WINDSOR TWP,40.770933,-74.20589,497,"112,372,438","226,101"
2,EWING TWP,40.827499,-74.28091,404,"81,856,770","202,616"
3,HAMILTON TWP,40.80495,-74.2047,"1,027","190,968,220","185,948"
4,HIGHTSTOWN BORO,40.745951,-74.15509,104,"22,858,880","219,797"
5,HOPEWELL BORO,40.744851,-74.03294,28,"10,409,850","371,780"
6,HOPEWELL TWP,40.744851,-74.03294,242,"110,571,870","456,909"
7,LAWRENCE TWP,40.744851,-74.03294,550,"151,425,766","275,320"
8,PENNINGTON BORO,40.461851,-74.30343,64,"26,135,789","408,372"
9,PRINCETON BORO,40.583035,-74.96224,71,"46,339,920","652,675"
10,PRINCETON TWP,40.583035,-74.96224,229,"161,429,707","704,933"
11,TRENTON CITY,40.500254,-74.4257,636,"47,128,018","74,101"
12,ROBBINSVILLE TWP,40.563654,-74.949409,258,"75,163,835","291,333"
13,WEST WINDSOR TWP,40.500254,-74.4257,459,"190,167,398","414,308"
1,CARTERET BORO,40.582504,-74.22997,305,"72,598,520","238,028"
2,CRANBURY TWP,40.879699,-74.14263,40,"23,332,569","583,314"
3,DUNELLEN BORO,40.656302,-74.30371,87,"21,285,300","244,659"
4,EAST BRUNSWICK TWP,40.656302,-74.30371,713,"209,883,908","294,367"
5,EDISON TWP,40.830733,-73.97334,"1,343","396,501,687","295,236"
6,HELMETTA BORO,40.745951,-74.15509,95,"20,079,100","211,359"
7,HIGHLAND PARK BORO,40.745951,-74.15509,98,"29,151,869","297,468"
8,JAMESBURG BORO,40.744851,-74.03294,120,"27,202,300","226,686"
9,METUCHEN BORO,40.502477,-74.650023,229,"72,416,203","316,228"
10,MIDDLESEX BORO,40.574552,-74.50187,120,"30,054,100","250,451"
11,MILLTOWN BORO,40.451105,-74.43938,122,"36,417,200","298,502"
12,MONROE TWP,40.389428,-74.54329,419,"111,725,200","266,647"
13,NEW BRUNSWICK CITY,40.51057,-74.72472,410,"105,683,830","257,765"
14,NORTH BRUNSWICK TWP,40.51057,-74.72472,713,"188,598,755","264,514"
15,OLD BRIDGE TWP,40.51057,-74.72472,985,"277,481,749","281,707"
16,PERTH AMBOY CITY,40.535304,-74.31104,554,"130,826,600","236,149"
17,PISCATAWAY TWP,40.689123,-75.17243,692,"187,398,635","270,807"
18,PLAINSBORO TWP,40.583035,-74.96224,416,"114,498,601","275,237"
19,SAYREVILLE BORO,40.430006,-74.417344,575,"150,336,103","261,454"
20,SOUTH AMBOY CITY,40.469606,-74.27669,84,"19,676,000","234,238"
21,SOUTH BRUNSWICK TWP,40.553803,-74.52976,774,"240,509,926","310,736"
22,SOUTH PLAINFIELD BORO,40.553803,-74.52976,292,"79,003,139","270,559"
23,SOUTH RIVER BORO,40.445006,-74.38179,175,"47,354,352","270,596"
24,SPOTSWOOD BORO,40.39159,-74.39329,137,"32,784,599","239,304"
25,WOODBRIDGE TWP,40.500254,-74.4257,"1,265","310,101,450","245,139"
1,ABERDEEN TWP,40.4171,-74.2221,406,"103,198,325","254,183"
2,ALLENHURST BORO,40.2362,-74.0007,9,"7,682,250","853,583"
3,ALLENTOWN BORO,40.1779,-74.5835,20,"4,343,718","217,186"
4,ASBURY PARK CITY,40.2204,-74.0121,287,"58,593,121","204,157"
5,ATLANTIC HIGHLANDS BORO,40.4129,-74.0329,27,"10,278,900","380,700"
6,AVON BY THE SEA BORO,40.578996,-74.27987,32,"20,618,500","644,328"
7,BELMAR BORO,40.666552,-74.11768,122,"50,070,481","410,414"
8,BRADLEY BEACH BORO,40.912798,-74.41516,113,"40,767,375","360,773"
9,BRIELLE BORO,40.912798,-74.41516,104,"57,823,304","555,993"
10,COLTS NECK TOWNSHIP,40.879699,-74.14263,166,"123,325,750","742,926"
11,DEAL BORO,40.656302,-74.30371,10,"13,780,000","1,378,000"
12,EATONTOWN BORO,40.770933,-74.20589,105,"33,381,200","317,916"
13,ENGLISHTOWN BORO,40.830733,-73.97334,33,"7,198,750","218,144"
14,FAIR HAVEN BORO,40.827499,-74.28091,95,"59,197,905","623,136"
15,FARMINGDALE BORO,40.641852,-74.38533,14,"4,049,400","289,243"
16,FREEHOLD BORO,40.849879,-73.97501,173,"38,437,831","222,184"
17,FREEHOLD TWP,40.849879,-73.97501,668,"206,618,988","309,310"
18,HAZLET TWP,40.745951,-74.15509,236,"65,676,182","278,289"
19,HIGHLANDS BORO,40.745951,-74.15509,80,"18,769,505","234,619"
20,HOLMDEL TWP,40.744851,-74.03294,298,"178,708,646","599,693"
21,HOWELL TWP,40.744851,-74.03294,973,"274,488,594","282,105"
22,INTERLAKEN BORO,40.744851,-74.03294,13,"7,728,900","594,531"
23,KEANSBURG BORO,40.744851,-74.03294,307,"48,870,765","159,188"
24,KEYPORT BORO,40.744851,-74.03294,130,"31,811,900","244,707"
25,LITTLE SILVER BORO,40.850621,-74.04112,116,"66,389,113","572,320"
26,LOCH ARBOUR VILLAGE,40.850621,-74.04112,8,"6,070,000","758,750"
27,LONG BRANCH CITY,40.876349,-74.65769,204,"67,910,761","332,896"
28,MANALAPAN TWP,40.788599,-74.78295,725,"236,206,938","325,803"
29,MANASQUAN BORO,40.788599,-74.78295,59,"31,239,600","529,485"
30,MARLBORO TWP,40.502477,-74.650023,622,"274,706,548","441,650"
31,MATAWAN BORO,40.502477,-74.650023,131,"35,440,700","270,540"
32,MIDDLETOWN TWP,40.574552,-74.50187,"1,055","396,596,927","375,921"
33,MILLSTONE TWP,40.587606,-75.10402,143,"73,391,750","513,229"
34,MONMOUTH BEACH BORO,40.451105,-74.43938,140,"65,121,462","465,153"
35,NEPTUNE TWP,40.389428,-74.54329,170,"48,973,703","288,081"
36,NEPTUNE CITY BORO,40.389428,-74.54329,26,"6,159,400","236,900"
37,OCEAN TWP,40.51057,-74.72472,376,"147,326,218","391,825"
38,OCEANPORT BORO,40.51057,-74.72472,97,"44,410,500","457,840"
39,RED BANK BORO,40.563654,-74.949409,271,"89,157,201","328,993"
