Num,Municipality Name,Municipality Code,County,Latitude,Longitude,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
280,READINGTON,1022,Hunterdon,40.5637,-74.9494,"$253,365.34 ","$283,812.00 ","$315,697.00 ","$354,451.00 ","$401,157.00 ","$448,724.00 ","$494,213.00 ","$494,861.00 ","$499,967.00 ","$440,944.00 ","$421,484.00 ","$459,950.00 ","$424,348.00 ","$402,611.00 ","$440,409.00 ","$415,799.00 ","$432,749.00 ","$428,479.00 ","$432,978.00 ","$414,348 "
281,STOCKTON BOROUGH,1023,Hunterdon,40.41,-74.98,"$164,533.33 ","$326,625.00 ","$297,688.00 ","$236,222.00 ","$359,557.00 ","$349,045.00 ","$368,000.00 ", N/A ,"$312,000.00 ","$546,600.00 ","$280,833.00 ","$462,975.00 ","$373,250.00 ","$529,750.00 ","$400,563.00 ","$298,300.00 ","$326,500.00 ","$286,200.00 ","$370,209.00 ","$350,000 "
282,TEWKSBURY,1024,Hunterdon,40.6908,-74.772,"$521,202.50 ","$503,176.00 ","$649,842.00 ","$572,307.00 ","$717,516.00 ","$702,044.00 ","$824,943.00 ","$890,114.00 ","$834,799.00 ","$738,891.00 ","$694,394.00 ","$761,586.00 ","$744,671.00 ","$739,545.00 ","$664,179.00 ","$687,065.00 ","$630,016.00 ","$723,093.00 ","$714,732.00 ","$683,868 "
283,UNION,1025,Hunterdon,40.6322,-74.9649,"$190,483.83 ","$218,091.00 ","$224,784.00 ","$247,845.00 ","$291,287.00 ","$335,297.00 ","$384,657.00 ","$356,262.00 ","$351,487.00 ","$381,389.00 ","$350,498.00 ","$366,127.00 ","$325,092.00 ","$370,768.00 ","$362,908.00 ","$369,750.00 ","$338,467.00 ","$338,204.00 ","$339,625.00 ","$345,660 "
284,WEST AMWELL,1026,Hunterdon,40.379,-74.8877,"$210,675.13 ","$191,200.00 ","$231,950.00 ","$445,357.00 ","$431,143.00 ","$465,000.00 ","$428,877.00 ","$489,880.00 ","$560,679.00 ","$439,770.00 ","$463,222.00 ","$514,030.00 ","$466,500.00 ","$477,440.00 ","$525,556.00 ","$482,600.00 ","$426,938.00 ","$430,625.00 ","$452,550.00 ","$448,390 "
285,EAST WINDSOR,1101,Mercer,40.2589,-74.5327,"$128,065.80 ","$149,084.00 ","$164,571.00 ","$189,392.00 ","$226,101.00 ","$256,860.00 ","$310,460.00 ","$305,547.00 ","$290,444.00 ","$289,352.00 ","$281,651.00 ","$290,688.00 ","$278,608.00 ","$260,940.00 ","$262,080.00 ","$267,602.00 ","$273,908.00 ","$285,999.00 ","$283,631.00 ","$271,658 "
286,EWING,1102,Mercer,40.26,-74.7888,"$133,448.30 ","$142,159.00 ","$159,371.00 ","$184,235.00 ","$202,616.00 ","$222,858.00 ","$239,784.00 ","$250,117.00 ","$250,527.00 ","$226,513.00 ","$220,935.00 ","$201,186.00 ","$178,576.00 ","$183,152.00 ","$186,721.00 ","$206,575.00 ","$202,169.00 ","$197,873.00 ","$200,577.00 ","$206,275 "
287,HAMILTON,1103,Mercer,40.2273,-74.6532,"$127,484.72 ","$133,463.00 ","$150,647.00 ","$163,294.00 ","$185,948.00 ","$225,395.00 ","$251,507.00 ","$259,470.00 ","$255,891.00 ","$242,910.00 ","$237,750.00 ","$225,088.00 ","$216,805.00 ","$223,668.00 ","$220,498.00 ","$232,440.00 ","$232,217.00 ","$229,777.00 ","$239,463.00 ","$233,405 "
288,HIGHTSTOWN BOROUGH,1104,Mercer,40.27,-74.53,"$122,064.21 ","$140,786.00 ","$165,538.00 ","$195,461.00 ","$219,797.00 ","$268,635.00 ","$311,557.00 ","$279,901.00 ","$270,102.00 ","$204,843.00 ","$227,841.00 ","$231,819.00 ","$242,774.00 ","$226,682.00 ","$199,575.00 ","$213,305.00 ","$204,621.00 ","$208,968.00 ","$249,350.00 ","$226,699 "
289,HOPEWELL BOROUGH,1105,Mercer,40.39,-74.76,"$218,393.75 ","$256,267.00 ","$254,873.00 ","$316,217.00 ","$371,780.00 ","$469,355.00 ","$448,890.00 ","$417,715.00 ","$463,494.00 ","$377,245.00 ","$391,750.00 ","$398,306.00 ","$357,896.00 ","$397,076.00 ","$411,583.00 ","$378,460.00 ","$412,114.00 ","$450,579.00 ","$440,391.00 ","$493,316 "
290,HOPEWELL,1106,Mercer,40.3869,-74.7811,"$286,204.39 ","$335,543.00 ","$364,158.00 ","$417,094.00 ","$456,909.00 ","$496,963.00 ","$526,906.00 ","$526,008.00 ","$525,336.00 ","$548,771.00 ","$518,070.00 ","$511,914.00 ","$458,942.00 ","$471,707.00 ","$480,882.00 ","$516,293.00 ","$522,779.00 ","$501,069.00 ","$487,682.00 ","$513,400 "
291,LAWRENCE,1107,Mercer,40.3027,-74.738,"$169,879.75 ","$188,728.00 ","$204,948.00 ","$223,629.00 ","$275,320.00 ","$301,151.00 ","$362,052.00 ","$342,477.00 ","$342,737.00 ","$314,941.00 ","$313,882.00 ","$350,444.00 ","$300,596.00 ","$303,582.00 ","$311,591.00 ","$316,679.00 ","$307,347.00 ","$323,045.00 ","$324,584.00 ","$324,023 "
292,PENNIGTON BOROUGH,1108,Mercer,40.3232,-74.7836,"$308,319.07 ","$328,059.00 ","$376,288.00 ","$414,732.00 ","$408,372.00 ","$478,136.00 ","$509,786.00 ","$449,997.00 ","$494,746.00 ","$549,715.00 ","$426,875.00 ","$499,574.00 ","$453,100.00 ","$522,872.00 ","$506,700.00 ","$504,225.00 ","$493,436.00 ","$517,502.00 ","$516,865.00 ","$501,822 "
293,PRINCETON ,1114,Mercer,40.3574,-74.6492,"$482,852.41 ","$572,113.00 ","$595,009.00 ","$754,953.00 ","$704,933.00 ","$808,349.00 ","$865,474.00 ","$877,781.00 ","$916,745.00 ","$848,072.00 ","$761,693.00 ","$852,477.00 ","$856,941.00 ","$71,978.00 ","$71,887.00 ","$87,896.00 ","$79,892.00 ","$66,637.00 ","$79,357.00 ","$67,892 "
295,TRENTON CITY,1111,Mercer,40.22,-74.76,"$73,581.86 ","$73,090.00 ","$73,999.00 ","$75,895.00 ","$74,101.00 ","$85,829.00 ","$107,345.00 ","$108,370.00 ","$104,272.00 ","$95,965.00 ","$89,454.00 ","$78,959.00 ","$81,675.00 ","$374,749.00 ","$384,800.00 ","$362,339.00 ","$359,215.00 ","$387,946.00 ","$391,970.00 ","$401,173 "
296,ROBBINSVILLE,1112,Mercer,40.22,-74.63,"$175,883.20 ","$203,260.00 ","$220,024.00 ","$259,038.00 ","$291,333.00 ","$334,649.00 ","$373,104.00 ","$346,196.00 ","$365,844.00 ","$365,077.00 ","$362,003.00 ","$357,043.00 ","$357,441.00 ","$525,710.00 ","$560,312.00 ","$567,473.00 ","$585,878.00 ","$564,939.00 ","$598,692.00 ","$594,193 "
297,WEST WINDSOR,1113,Mercer,40.2983,-74.6186,"$281,402.15 ","$312,202.00 ","$356,212.00 ","$393,826.00 ","$414,308.00 ","$470,988.00 ","$534,401.00 ","$514,888.00 ","$533,840.00 ","$534,879.00 ","$514,468.00 ","$568,163.00 ","$532,984.00 ","$858,363.00 ","$881,836.00 ","$976,668.00 ","$945,416.00 ","$990,224.00 ","$965,713.00 ","$950,143 "
298,CARTERET BOROUGH,1201,Middlesex,40.58,-74.23,"$131,901.08 ","$146,055.00 ","$169,668.00 ","$211,667.00 ","$238,028.00 ","$273,564.00 ","$319,219.00 ","$328,068.00 ","$311,939.00 ","$279,802.00 ","$242,037.00 ","$229,443.00 ","$191,019.00 ","$207,646.00 ","$227,019.00 ","$232,976.00 ","$232,726.00 ","$264,389.00 ","$274,773.00 ","$299,745 "
299,CRANBURY,1202,Middlesex,40.31,-74.52,"$372,140.28 ","$369,531.00 ","$445,234.00 ","$524,974.00 ","$583,314.00 ","$558,444.00 ","$683,223.00 ","$637,115.00 ","$673,096.00 ","$615,076.00 ","$598,943.00 ","$777,154.00 ","$627,942.00 ","$686,073.00 ","$657,807.00 ","$660,777.00 ","$770,897.00 ","$653,418.00 ","$660,417.00 ","$661,713 "
300,DUNELLEN BOROUGH,1203,Middlesex,40.59,-74.47,"$141,735.77 ","$161,743.00 ","$183,910.00 ","$224,534.00 ","$244,659.00 ","$267,285.00 ","$320,933.00 ","$339,779.00 ","$306,969.00 ","$281,228.00 ","$262,017.00 ","$248,704.00 ","$228,237.00 ","$243,197.00 ","$236,032.00 ","$243,253.00 ","$263,322.00 ","$252,970.00 ","$283,758.00 ","$308,447 "
301,EAST BRUNSWICK,1204,Middlesex,40.4342,-74.405,"$183,613.31 ","$211,438.00 ","$228,319.00 ","$268,487.00 ","$294,367.00 ","$348,741.00 ","$380,057.00 ","$390,040.00 ","$382,521.00 ","$366,117.00 ","$342,705.00 ","$335,645.00 ","$326,036.00 ","$332,659.00 ","$343,861.00 ","$325,359.00 ","$356,856.00 ","$347,617.00 ","$358,512.00 ","$374,269 "
302,EDISON,1205,Middlesex,40.5161,-74.3975,"$187,567.38 ","$204,016.00 ","$231,643.00 ","$264,446.00 ","$295,236.00 ","$340,983.00 ","$385,086.00 ","$381,024.00 ","$375,181.00 ","$364,204.00 ","$360,110.00 ","$366,236.00 ","$349,710.00 ","$343,232.00 ","$365,831.00 ","$380,201.00 ","$388,563.00 ","$380,315.00 ","$389,994.00 ","$395,669 "
303,HELMETTA BOROUGH,1206,Middlesex,40.38,-74.42,"$105,573.53 ","$128,126.00 ","$142,793.00 ","$177,325.00 ","$211,359.00 ","$229,556.00 ","$251,984.00 ","$260,000.00 ","$244,342.00 ","$258,667.00 ","$247,035.00 ","$242,413.00 ","$226,000.00 ","$184,305.00 ","$202,933.00 ","$190,676.00 ","$254,329.00 ","$206,798.00 ","$203,733.00 ","$240,910 "
304,HIGHLAND PARK BOROUGH,1207,Middlesex,40.5,-74.43,"$183,864.06 ","$209,325.00 ","$237,530.00 ","$278,244.00 ","$297,468.00 ","$354,975.00 ","$365,538.00 ","$381,147.00 ","$398,247.00 ","$370,489.00 ","$355,120.00 ","$356,305.00 ","$315,240.00 ","$333,948.00 ","$329,064.00 ","$311,437.00 ","$313,928.00 ","$342,191.00 ","$351,564.00 ","$352,229 "
305,JAMESBURG BOROUGH,1208,Middlesex,40.35,-74.44,"$128,536.30 ","$140,095.00 ","$164,971.00 ","$187,520.00 ","$226,686.00 ","$265,354.00 ","$294,031.00 ","$299,513.00 ","$290,387.00 ","$262,137.00 ","$250,495.00 ","$249,588.00 ","$226,576.00 ","$224,006.00 ","$220,141.00 ","$216,014.00 ","$237,809.00 ","$235,467.00 ","$235,854.00 ","$227,357 "
306,METUCHEN BOROUGH,1209,Middlesex,40.54,-74.36,"$204,628.23 ","$207,728.00 ","$243,598.00 ","$289,666.00 ","$316,228.00 ","$354,101.00 ","$409,159.00 ","$400,840.00 ","$415,984.00 ","$393,750.00 ","$376,637.00 ","$403,276.00 ","$357,006.00 ","$358,901.00 ","$407,373.00 ","$416,898.00 ","$416,711.00 ","$412,043.00 ","$405,668.00 ","$438,961 "
307,MIDDLESEX BOROUGH,1210,Middlesex,40.57,-74.5,"$155,729.15 ","$149,257.00 ","$172,885.00 ","$232,773.00 ","$250,451.00 ","$302,477.00 ","$325,413.00 ","$323,980.00 ","$332,309.00 ","$301,452.00 ","$284,210.00 ","$266,589.00 ","$240,873.00 ","$261,375.00 ","$268,002.00 ","$266,005.00 ","$259,689.00 ","$276,951.00 ","$282,298.00 ","$308,760 "
308,MILLTOWN BOROUGH,1211,Middlesex,40.45,-74.44,"$179,333.52 ","$202,607.00 ","$229,639.00 ","$265,460.00 ","$298,502.00 ","$336,966.00 ","$364,790.00 ","$347,719.00 ","$354,703.00 ","$341,371.00 ","$322,831.00 ","$311,855.00 ","$305,224.00 ","$286,122.00 ","$307,289.00 ","$321,195.00 ","$328,733.00 ","$323,622.00 ","$333,355.00 ","$335,231 "
309,MONROE,1212,Middlesex,40.3365,-74.433,"$166,459.96 ","$175,933.00 ","$210,257.00 ","$223,173.00 ","$266,647.00 ","$313,228.00 ","$354,033.00 ","$366,029.00 ","$350,952.00 ","$325,065.00 ","$280,759.00 ","$297,691.00 ","$243,170.00 ","$259,642.00 ","$283,929.00 ","$311,251.00 ","$327,916.00 ","$345,147.00 ","$360,379.00 ","$393,090 "
310,NEW BRUNSWICK CITY,1213,Middlesex,40.49,-74.44,"$127,775.29 ","$126,221.00 ","$159,129.00 ","$204,429.00 ","$257,765.00 ","$285,159.00 ","$329,768.00 ","$337,324.00 ","$332,295.00 ","$309,444.00 ","$292,539.00 ","$322,559.00 ","$325,288.00 ","$332,979.00 ","$298,846.00 ","$323,791.00 ","$304,587.00 ","$309,700.00 ","$340,544.00 ","$310,298 "
311,NORTH BRUNSWICK,1214,Middlesex,40.4531,-74.4829,"$156,908.26 ","$172,288.00 ","$196,624.00 ","$230,830.00 ","$264,514.00 ","$299,173.00 ","$338,063.00 ","$331,483.00 ","$332,886.00 ","$314,401.00 ","$306,228.00 ","$310,433.00 ","$280,099.00 ","$272,130.00 ","$286,760.00 ","$284,421.00 ","$315,407.00 ","$300,380.00 ","$319,684.00 ","$324,606 "
312,OLD BRIDGE,1215,Middlesex,40.39,-74.33,"$165,655.40 ","$181,361.00 ","$212,169.00 ","$245,055.00 ","$281,707.00 ","$328,425.00 ","$361,518.00 ","$367,269.00 ","$357,960.00 ","$340,042.00 ","$327,715.00 ","$314,647.00 ","$298,463.00 ","$307,920.00 ","$306,505.00 ","$318,454.00 ","$333,068.00 ","$322,589.00 ","$340,003.00 ","$355,035 "
313,PERTH AMBOY CITY,1216,Middlesex,40.52,-74.27,"$124,773.76 ","$138,089.00 ","$154,018.00 ","$189,789.00 ","$236,149.00 ","$270,712.00 ","$317,923.00 ","$328,475.00 ","$315,479.00 ","$260,843.00 ","$235,826.00 ","$219,950.00 ","$219,717.00 ","$204,651.00 ","$199,636.00 ","$200,355.00 ","$235,893.00 ","$232,878.00 ","$253,326.00 ","$261,695 "
314,PISCATAWAY,1217,Middlesex,40.5554,-74.4609,"$166,696.59 ","$188,928.00 ","$210,866.00 ","$244,447.00 ","$270,807.00 ","$312,755.00 ","$352,734.00 ","$353,642.00 ","$349,915.00 ","$328,385.00 ","$308,911.00 ","$310,058.00 ","$278,861.00 ","$287,164.00 ","$321,170.00 ","$310,826.00 ","$314,849.00 ","$310,423.00 ","$331,322.00 ","$336,353 "
315,PLAINSBORO,1218,Middlesex,40.3337,-74.5851,"$160,451.15 ","$187,837.00 ","$194,168.00 ","$231,437.00 ","$275,237.00 ","$298,862.00 ","$350,476.00 ","$350,800.00 ","$378,117.00 ","$365,014.00 ","$364,856.00 ","$418,374.00 ","$365,343.00 ","$387,404.00 ","$422,132.00 ","$397,400.00 ","$387,960.00 ","$409,512.00 ","$391,128.00 ","$424,683 "
316,SAYREVILLE BOROUGH,1219,Middlesex,40.47,-74.32,"$152,978.03 ","$175,738.00 ","$196,625.00 ","$228,886.00 ","$261,454.00 ","$296,885.00 ","$343,391.00 ","$343,256.00 ","$336,150.00 ","$312,287.00 ","$306,981.00 ","$281,970.00 ","$263,492.00 ","$271,248.00 ","$297,530.00 ","$302,724.00 ","$291,699.00 ","$295,502.00 ","$314,807.00 ","$324,986 "
317,SOUTH AMBOY CITY,1220,Middlesex,40.49,-74.28,"$130,848.31 ","$137,757.00 ","$158,972.00 ","$190,596.00 ","$234,238.00 ","$316,933.00 ","$359,085.00 ","$372,180.00 ","$378,643.00 ","$314,150.00 ","$270,175.00 ","$300,344.00 ","$327,000.00 ","$283,311.00 ","$274,318.00 ","$292,232.00 ","$302,294.00 ","$309,329.00 ","$313,259.00 ","$327,012 "
318,SOUTH BRUNSWICK,1221,Middlesex,40.385,-74.5229,"$185,520.02 ","$219,727.00 ","$241,304.00 ","$289,077.00 ","$310,736.00 ","$362,441.00 ","$404,832.00 ","$399,054.00 ","$410,073.00 ","$394,000.00 ","$375,677.00 ","$394,272.00 ","$381,960.00 ","$367,701.00 ","$393,867.00 ","$412,577.00 ","$407,695.00 ","$412,418.00 ","$425,783.00 ","$411,148 "
319,SOUTH PLAINSFIELD BOROUGH,1222,Middlesex,40.5807,-74.414,"$161,881.24 ","$181,297.00 ","$213,083.00 ","$245,121.00 ","$270,559.00 ","$310,828.00 ","$353,140.00 ","$356,330.00 ","$346,491.00 ","$325,736.00 ","$304,435.00 ","$299,302.00 ","$283,347.00 ","$282,985.00 ","$295,605.00 ","$332,572.00 ","$311,379.00 ","$319,999.00 ","$320,437.00 ","$352,392 "
320,SOUTH RIVER BOROUGH,1223,Middlesex,40.45,-74.38,"$143,703.23 ","$165,497.00 ","$187,713.00 ","$228,392.00 ","$270,596.00 ","$291,562.00 ","$344,547.00 ","$345,165.00 ","$342,852.00 ","$321,820.00 ","$278,309.00 ","$235,358.00 ","$284,734.00 ","$267,910.00 ","$257,885.00 ","$267,407.00 ","$271,258.00 ","$295,772.00 ","$306,662.00 ","$306,951 "
321,SPOTSWOOD BOROUGH,1224,Middlesex,40.4,-74.39,"$146,550.83 ","$167,181.00 ","$184,259.00 ","$206,336.00 ","$239,304.00 ","$291,024.00 ","$305,803.00 ","$290,399.00 ","$261,363.00 ","$287,199.00 ","$276,316.00 ","$257,947.00 ","$253,316.00 ","$286,676.00 ","$269,904.00 ","$268,965.00 ","$288,873.00 ","$272,161.00 ","$299,651.00 ","$297,607 "
322,WOODBRIDGE,1225,Middlesex,40.56,-74.28,"$144,302.52 ","$160,604.00 ","$187,513.00 ","$211,980.00 ","$245,139.00 ","$285,401.00 ","$325,547.00 ","$325,294.00 ","$323,183.00 ","$298,283.00 ","$274,223.00 ","$265,989.00 ","$244,071.00 ","$241,932.00 ","$251,474.00 ","$264,535.00 ","$274,135.00 ","$281,376.00 ","$292,615.00 ","$296,082 "
323,ABERDEEN,1301,Monmouth,40.4306,-74.2235,"$138,770.11 ","$160,283.00 ","$183,514.00 ","$221,986.00 ","$254,183.00 ","$291,035.00 ","$339,006.00 ","$323,486.00 ","$310,165.00 ","$297,474.00 ","$294,894.00 ","$292,981.00 ","$290,046.00 ","$284,023.00 ","$296,584.00 ","$287,884.00 ","$292,304.00 ","$314,536.00 ","$316,529.00 ","$304,597 "
324,ALLENHURST BOROUGH,1302,Monmouth,40.24,-74,"$482,000.00 ","$550,962.00 ","$673,225.00 ","$798,571.00 ","$853,583.00 ","$1,126,533.00 ","$1,435,069.00 ","$1,300,000.00 ","$1,645,833.00 ","$2,187,500.00 ","$2,106,250.00 ","$2,097,000.00 ","$1,124,500.00 ","$2,865,100.00 ","$1,268,333.00 ","$1,283,750.00 ","$1,118,750.00 ","$1,980,000.00 ","$2,253,750.00 ","$850,000 "
325,ALLENTOWN BOROUGH,1303,Monmouth,40.18,-74.59,"$161,577.27 ","$184,094.00 ","$199,771.00 ","$197,332.00 ","$217,186.00 ","$308,219.00 ","$318,163.00 ","$333,711.00 ","$327,360.00 ","$336,783.00 ","$327,917.00 ","$288,125.00 ","$282,842.00 ","$285,667.00 ","$329,150.00 ","$294,814.00 ","$362,929.00 ","$283,741.00 ","$306,705.00 ","$331,871 "
326,ASBURY PARK CITY,1304,Monmouth,40.22,-74.01,"$82,016.19 ","$105,621.00 ","$131,847.00 ","$163,958.00 ","$204,157.00 ","$230,456.00 ","$301,730.00 ","$269,581.00 ","$241,135.00 ","$238,268.00 ","$249,049.00 ","$250,518.00 ","$239,782.00 ","$224,020.00 ","$271,981.00 ","$275,016.00 ","$314,755.00 ","$322,823.00 ","$374,178.00 ","$367,243 "
327,ATLANTIC HIGHLANDS BOROUGH,1305,Monmouth,40.42,-74.02,"$222,333.71 ","$248,861.00 ","$280,708.00 ","$310,499.00 ","$380,700.00 ","$411,304.00 ","$480,913.00 ","$413,834.00 ","$470,779.00 ","$411,698.00 ","$398,603.00 ","$450,607.00 ","$366,500.00 ","$620,918.00 ","$460,088.00 ","$446,029.00 ","$514,231.00 ","$441,939.00 ","$373,124.00 ","$434,691 "
328,AVON-BY-THE-SEA BOR,1306,Monmouth,40.1918,-74.0169,"$370,133.33 ","$487,717.00 ","$447,462.00 ","$573,935.00 ","$644,328.00 ","$690,305.00 ","$968,191.00 ","$1,126,714.00 ","$1,215,125.00 ","$960,900.00 ","$786,139.00 ","$891,093.00 ","$692,784.00 ","$978,429.00 ","$829,606.00 ","$725,918.00 ","$774,300.00 ","$965,515.00 ","$1,022,578.00 ","$958,002 "
329,BELMAR BOROUGH,1307,Monmouth,40.18,-74.02,"$154,677.68 ","$214,592.00 ","$226,119.00 ","$355,353.00 ","$410,414.00 ","$503,502.00 ","$547,316.00 ","$595,841.00 ","$500,322.00 ","$489,036.00 ","$515,073.00 ","$508,840.00 ","$503,768.00 ","$462,550.00 ","$484,888.00 ","$525,438.00 ","$624,519.00 ","$492,988.00 ","$659,958.00 ","$633,692 "
330,BRADLEY BEACH BOROUGH,1308,Monmouth,40.2,-74.01,"$168,420.97 ","$169,715.00 ","$308,602.00 ","$293,366.00 ","$360,773.00 ","$434,710.00 ","$513,649.00 ","$543,428.00 ","$560,788.00 ","$560,960.00 ","$483,614.00 ","$518,068.00 ","$517,836.00 ","$487,381.00 ","$472,479.00 ","$531,471.00 ","$558,129.00 ","$512,825.00 ","$504,006.00 ","$665,855 "
331,BRIELLE BOROUGH,1309,Monmouth,40.1,-74.06,"$295,822.92 ","$387,030.00 ","$365,992.00 ","$510,713.00 ","$555,993.00 ","$674,086.00 ","$777,673.00 ","$867,293.00 ","$766,952.00 ","$791,812.00 ","$690,087.00 ","$623,531.00 ","$562,355.00 ","$688,122.00 ","$570,361.00 ","$653,273.00 ","$675,598.00 ","$597,051.00 ","$653,380.00 ","$603,127 "
332,COLTS NECK,1310,Monmouth,40.3002,-74.1831,"$478,670.99 ","$496,381.00 ","$689,866.00 ","$721,753.00 ","$742,926.00 ","$926,071.00 ","$931,351.00 ","$926,244.00 ","$981,073.00 ","$863,406.00 ","$857,181.00 ","$847,135.00 ","$927,677.00 ","$810,983.00 ","$794,677.00 ","$904,704.00 ","$789,933.00 ","$818,584.00 ","$915,091.00 ","$757,405 "
333,DEAL BOROUGH,1311,Monmouth,40.25,-74,"$477,542.86 ","$769,857.00 ","$1,545,556.00 ","$989,533.00 ","$1,378,000.00 ","$1,692,222.00 ","$1,257,500.00 ","$2,687,500.00 ","$2,122,600.00 ","$3,581,250.00 ","$2,715,833.00 ","$1,621,667.00 ","$1,672,500.00 ","$1,597,589.00 ","$1,734,318.00 ","$796,450.00 ","$2,696,429.00 ","$2,266,800.00 ","$2,558,625.00 ","$3,855,000 "
334,EATONTOWN BOROUGH,1312,Monmouth,40.29,-74.06,"$172,188.71 ","$197,705.00 ","$228,616.00 ","$255,882.00 ","$317,916.00 ","$385,826.00 ","$396,239.00 ","$383,788.00 ","$359,499.00 ","$366,940.00 ","$339,333.00 ","$299,959.00 ","$283,118.00 ","$281,199.00 ","$310,237.00 ","$323,369.00 ","$345,251.00 ","$385,337.00 ","$382,553.00 ","$400,144 "
335,ENGLISHTOWN BOROUGH,1313,Monmouth,40.3,-74.36,"$147,838.93 ","$155,749.00 ","$176,497.00 ","$196,541.00 ","$218,144.00 ","$325,319.00 ","$315,193.00 ","$302,874.00 ","$335,450.00 ","$322,259.00 ","$278,273.00 ","$372,200.00 ","$295,438.00 ","$215,563.00 ","$261,893.00 ","$327,657.00 ","$216,800.00 ","$361,750.00 ","$233,600.00 ","$241,599 "
336,FAIR HAVEN BOROUGH,1314,Monmouth,40.36,-74.04,"$373,207.44 ","$448,983.00 ","$417,314.00 ","$547,387.00 ","$623,136.00 ","$654,331.00 ","$776,901.00 ","$663,982.00 ","$698,906.00 ","$627,539.00 ","$651,539.00 ","$762,601.00 ","$683,125.00 ","$755,301.00 ","$791,725.00 ","$759,584.00 ","$645,733.00 ","$772,330.00 ","$826,392.00 ","$843,946 "
337,FARMINGDALE BOROUGH,1315,Monmouth,40.2,-74.17,"$140,264.29 ","$173,200.00 ","$234,008.00 ","$253,629.00 ","$289,243.00 ","$341,900.00 ","$366,389.00 ","$359,875.00 ","$380,429.00 ","$307,175.00 ","$278,333.00 ","$368,890.00 ","$353,500.00 ","$246,875.00 ","$329,214.00 ","$389,000.00 ", N/A ,"$335,250.00 ", N/A ,"$314,833 "
338,FREEHOLD BOROUGH,1316,Monmouth,40.26,-74.28,"$128,379.44 ","$129,988.00 ","$162,612.00 ","$192,399.00 ","$222,184.00 ","$285,715.00 ","$299,356.00 ","$304,412.00 ","$288,993.00 ","$286,798.00 ","$269,137.00 ","$244,631.00 ","$256,290.00 ","$239,263.00 ","$251,382.00 ","$272,617.00 ","$265,978.00 ","$243,867.00 ","$278,328.00 ","$270,789 "
339,FREEHOLD,1317,Monmouth,40.241,-74.2763,"$185,735.94 ","$212,797.00 ","$241,100.00 ","$266,779.00 ","$309,310.00 ","$348,814.00 ","$406,983.00 ","$400,265.00 ","$388,217.00 ","$425,914.00 ","$371,296.00 ","$384,260.00 ","$367,112.00 ","$327,769.00 ","$370,231.00 ","$372,401.00 ","$366,139.00 ","$368,990.00 ","$402,367.00 ","$407,460 "
340,HAZLET,1318,Monmouth,40.4233,-74.179,"$154,261.43 ","$183,839.00 ","$201,627.00 ","$237,796.00 ","$278,289.00 ","$304,450.00 ","$353,633.00 ","$343,846.00 ","$341,096.00 ","$310,475.00 ","$321,510.00 ","$301,193.00 ","$305,084.00 ","$288,783.00 ","$319,894.00 ","$313,127.00 ","$322,374.00 ","$329,501.00 ","$353,822.00 ","$342,074 "
341,HIGHLANDS BOROUGH,1319,Monmouth,40.4,-73.99,"$130,261.49 ","$130,387.00 ","$158,738.00 ","$197,914.00 ","$234,619.00 ","$277,689.00 ","$306,611.00 ","$331,837.00 ","$310,156.00 ","$287,546.00 ","$286,504.00 ","$239,815.00 ","$249,247.00 ","$268,646.00 ","$247,046.00 ","$245,853.00 ","$243,193.00 ","$267,736.00 ","$294,788.00 ","$300,270 "
342,HOLMDEL,1320,Monmouth,40.3795,-74.1814,"$421,435.03 ","$442,867.00 ","$473,023.00 ","$547,480.00 ","$599,693.00 ","$648,433.00 ","$752,084.00 ","$727,305.00 ","$765,912.00 ","$711,043.00 ","$687,437.00 ","$676,495.00 ","$686,705.00 ","$693,779.00 ","$680,822.00 ","$677,290.00 ","$640,079.00 ","$655,480.00 ","$687,787.00 ","$727,799 "
343,HOWELL,1321,Monmouth,40.3848,-74.1719,"$161,498.46 ","$180,781.00 ","$204,818.00 ","$250,212.00 ","$282,105.00 ","$313,908.00 ","$357,715.00 ","$349,110.00 ","$339,450.00 ","$332,319.00 ","$327,067.00 ","$331,857.00 ","$284,843.00 ","$288,423.00 ","$304,550.00 ","$315,068.00 ","$329,356.00 ","$348,335.00 ","$369,914.00 ","$362,347 "
344,INTERLAKEN BOROUGH,1322,Monmouth,40.23,-74.02,"$305,490.91 ","$374,258.00 ","$428,227.00 ","$504,167.00 ","$594,531.00 ","$633,700.00 ","$801,521.00 ","$802,867.00 ","$658,050.00 ","$807,000.00 ","$661,813.00 ","$671,400.00 ","$652,500.00 ","$699,375.00 ","$648,867.00 ","$756,063.00 ","$795,500.00 ","$783,850.00 ","$1,052,357.00 ","$995,000 "
345,KEANSBURG BOROUGH,1323,Monmouth,40.47,-74.15,"$90,492.44 ","$94,282.00 ","$111,785.00 ","$132,738.00 ","$159,188.00 ","$200,580.00 ","$221,291.00 ","$237,247.00 ","$222,365.00 ","$203,686.00 ","$155,565.00 ","$161,023.00 ","$155,448.00 ","$145,868.00 ","$148,863.00 ","$156,800.00 ","$156,395.00 ","$169,214.00 ","$175,972.00 ","$181,386 "
