Num,Municipality Name,Municipality Code,County,Latitude,Longitude,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
141,CAMDEN CITY,408,Camden,39.94,-75.11,"$37,151.96 ","$37,102.00 ","$39,241.00 ","$42,096.00 ","$36,043.00 ","$45,673.00 ","$54,946.00 ","$51,725.00 ","$53,123.00 ","$44,082.00 ","$42,067.00 ","$63,010.00 ","$58,577.00 ","$63,263.00 ","$59,048.00 ","$61,748.00 ","$67,555.00 ","$79,650.00 ","$64,953.00 ","$71,402 "
142,CHERRY HILL,409,Camden,39.9323,-75.0227,"$144,326.63 ","$157,428.00 ","$168,795.00 ","$196,869.00 ","$219,635.00 ","$253,809.00 ","$280,348.00 ","$284,799.00 ","$282,305.00 ","$265,127.00 ","$261,409.00 ","$269,152.00 ","$247,121.00 ","$231,541.00 ","$242,878.00 ","$233,777.00 ","$243,767.00 ","$244,774.00 ","$260,564.00 ","$264,940 "
143,CHESILHURST BOROUGH,410,Camden,39.73,-74.88,"$85,441.67 ","$102,213.00 ","$93,239.00 ","$114,580.00 ","$117,638.00 ","$117,033.00 ","$146,598.00 ","$160,203.00 ", N/A ,"$140,000.00 ","$205,800.00 ","$157,167.00 ", N/A ,"$126,333.00 ","$140,000.00 ","$142,750.00 ","$129,184.00 ","$146,000.00 ","$163,269.00 ","$164,612 "
144,CLEMENTON BOROUGH,411,Camden,39.8,-74.98,"$75,889.86 ","$79,807.00 ","$83,050.00 ","$87,056.00 ","$97,815.00 ","$116,893.00 ","$137,935.00 ","$142,460.00 ","$148,232.00 ","$141,290.00 ","$128,102.00 ","$126,314.00 ","$128,275.00 ","$132,018.00 ","$121,929.00 ","$131,900.00 ","$121,673.00 ","$130,948.00 ","$124,108.00 ","$139,479 "
145,COLLINGSWOOD BOROUGH,412,Camden,39.92,-75.08,"$99,459.65 ","$102,791.00 ","$109,790.00 ","$129,666.00 ","$158,976.00 ","$193,868.00 ","$226,578.00 ","$238,581.00 ","$231,070.00 ","$227,599.00 ","$228,430.00 ","$239,342.00 ","$215,534.00 ","$219,783.00 ","$222,077.00 ","$236,707.00 ","$227,063.00 ","$229,436.00 ","$218,557.00 ","$227,068 "
146,GIBBSBORO BOROUGH,413,Camden,39.8338,-74.969,"$175,386.11 ","$180,482.00 ","$143,269.00 ","$208,317.00 ","$226,501.00 ","$223,554.00 ","$255,557.00 ","$248,225.00 ","$235,304.00 ","$242,247.00 ","$300,273.00 ","$212,450.00 ","$228,345.00 ","$266,669.00 ","$192,192.00 ","$235,500.00 ","$243,414.00 ","$207,963.00 ","$186,054.00 ","$244,400 "
148,GLOUCESTER,415,Camden,39.71,-75.14,"$108,096.92 ","$71,373.00 ","$69,461.00 ","$71,224.00 ","$75,947.00 ","$89,292.00 ","$109,107.00 ","$130,954.00 ","$128,834.00 ","$115,432.00 ","$120,055.00 ","$121,394.00 ","$110,629.00 ","$102,405.00 ","$89,583.00 ","$93,166.00 ","$121,690.00 ","$119,025.00 ","$123,962.00 ","$106,336 "
147,GLOUCESTER CITY,414,Camden,39.8911,-75.1184,"$70,520.79 ","$113,847.00 ","$126,381.00 ","$138,642.00 ","$154,802.00 ","$176,417.00 ","$201,530.00 ","$205,628.00 ","$209,989.00 ","$194,651.00 ","$188,364.00 ","$197,904.00 ","$179,899.00 ","$180,753.00 ","$172,996.00 ","$175,835.00 ","$185,426.00 ","$190,541.00 ","$187,080.00 ","$188,144 "
149,HADDON,416,Camden,39.9187,-75.1098,"$119,412.82 ","$126,773.00 ","$134,919.00 ","$163,210.00 ","$181,805.00 ","$212,487.00 ","$249,876.00 ","$245,994.00 ","$254,929.00 ","$244,048.00 ","$236,284.00 ","$242,983.00 ","$239,445.00 ","$224,708.00 ","$240,439.00 ","$248,418.00 ","$245,678.00 ","$230,877.00 ","$241,957.00 ","$248,701 "
150,HADDONFIELD BOROUGH,417,Camden,39.9,-75.03,"$244,674.27 ","$275,823.00 ","$296,430.00 ","$327,621.00 ","$362,742.00 ","$408,441.00 ","$522,605.00 ","$486,567.00 ","$428,279.00 ","$491,949.00 ","$434,089.00 ","$483,739.00 ","$471,275.00 ","$460,839.00 ","$474,793.00 ","$503,228.00 ","$492,997.00 ","$511,934.00 ","$559,636.00 ","$547,536 "
151,HADDON HEIGHTS BOROUGH,418,Camden,39.88,-75.06,"$143,273.30 ","$143,254.00 ","$159,571.00 ","$193,277.00 ","$225,448.00 ","$277,547.00 ","$287,710.00 ","$259,309.00 ","$287,918.00 ","$285,291.00 ","$278,261.00 ","$275,767.00 ","$304,301.00 ","$273,928.00 ","$263,842.00 ","$260,771.00 ","$271,282.00 ","$268,491.00 ","$252,027.00 ","$283,594 "
152,HI-NELLA BOROUGH,419,Camden,39.84,-75.02,"$107,757.14 ","$83,500.00 ","$119,333.00 ","$119,779.00 ","$129,850.00 ","$147,560.00 ","$167,857.00 ","$171,667.00 ","$145,000.00 ","$160,200.00 ","$166,267.00 ","$154,000.00 ","$137,000.00 ","$144,000.00 ", N/A ,"$115,900.00 ","$160,000.00 ","$197,500.00 ","$145,000.00 ","$151,600 "
153,LAUREL SPRINGS BOROUGH,420,Camden,39.82,-75.01,"$112,565.63 ","$111,752.00 ","$116,856.00 ","$134,840.00 ","$144,920.00 ","$167,987.00 ","$212,175.00 ","$195,444.00 ","$210,955.00 ","$202,315.00 ","$193,720.00 ","$204,340.00 ","$155,567.00 ","$127,892.00 ","$168,362.00 ","$162,150.00 ","$147,309.00 ","$184,706.00 ","$177,448.00 ","$170,320 "
154,LAWNSIDE BOROUGH,421,Camden,39.87,-75.03,"$80,815.79 ","$87,161.00 ","$102,992.00 ","$93,919.00 ","$103,958.00 ","$127,768.00 ","$158,009.00 ","$160,164.00 ","$150,865.00 ","$191,167.00 ","$136,733.00 ","$178,833.00 ","$108,333.00 ","$131,980.00 ","$117,375.00 ","$153,600.00 ","$139,570.00 ","$156,100.00 ","$162,991.00 ","$140,850 "
155,LINDENWOLD BOROUGH,422,Camden,39.82,-74.99,"$75,111.04 ","$77,455.00 ","$79,713.00 ","$80,900.00 ","$87,803.00 ","$107,778.00 ","$129,194.00 ","$133,209.00 ","$125,234.00 ","$113,929.00 ","$120,371.00 ","$130,572.00 ","$116,130.00 ","$101,364.00 ","$94,382.00 ","$115,740.00 ","$110,569.00 ","$113,832.00 ","$106,553.00 ","$111,119 "
156,MAGNOLIA BOROUGH,423,Camden,39.86,-75.04,"$83,467.98 ","$94,464.00 ","$93,712.00 ","$107,427.00 ","$117,813.00 ","$147,270.00 ","$170,679.00 ","$177,758.00 ","$183,538.00 ","$170,023.00 ","$167,252.00 ","$149,213.00 ","$134,480.00 ","$141,218.00 ","$141,364.00 ","$135,950.00 ","$154,391.00 ","$159,520.00 ","$155,026.00 ","$163,372 "
157,MERCHANTVILLE BOROUGH,424,Camden,39.95,-75.05,"$117,671.15 ","$119,594.00 ","$120,844.00 ","$140,315.00 ","$161,794.00 ","$190,234.00 ","$218,095.00 ","$230,305.00 ","$208,061.00 ","$190,858.00 ","$206,107.00 ","$197,917.00 ","$178,280.00 ","$191,868.00 ","$180,680.00 ","$196,705.00 ","$209,879.00 ","$198,177.00 ","$208,680.00 ","$191,313 "
158,MOUNT EPHRAIM BOROUGH ,425,Camden,39.8843,-75.0923,"$88,360.66 ","$84,534.00 ","$97,664.00 ","$103,983.00 ","$126,709.00 ","$146,126.00 ","$166,291.00 ","$178,912.00 ","$174,522.00 ","$152,002.00 ","$167,580.00 ","$159,806.00 ","$146,522.00 ","$136,559.00 ","$130,708.00 ","$149,986.00 ","$147,251.00 ","$151,593.00 ","$154,841.00 ","$152,975 "
159,OAKLYN BOROUGH,426,Camden,39.9,-75.08,"$94,980.17 ","$100,962.00 ","$108,003.00 ","$118,580.00 ","$140,707.00 ","$160,509.00 ","$193,923.00 ","$204,967.00 ","$198,408.00 ","$185,738.00 ","$182,063.00 ","$188,075.00 ","$175,700.00 ","$171,239.00 ","$168,020.00 ","$160,665.00 ","$170,095.00 ","$173,951.00 ","$183,027.00 ","$188,280 "
160,PENNSAUKEN,427,Camden,39.9668,-75.0568,"$89,059.65 ","$95,703.00 ","$98,890.00 ","$110,373.00 ","$124,522.00 ","$139,685.00 ","$164,772.00 ","$176,706.00 ","$176,694.00 ","$166,297.00 ","$163,334.00 ","$150,082.00 ","$146,788.00 ","$140,998.00 ","$146,445.00 ","$143,395.00 ","$142,309.00 ","$144,357.00 ","$147,710.00 ","$150,109 "
161,PINE HILL BOROUGH,428,Camden,39.79,-74.99,"$83,027.45 ","$87,489.00 ","$95,779.00 ","$104,586.00 ","$116,274.00 ","$134,307.00 ","$158,294.00 ","$175,929.00 ","$163,352.00 ","$157,315.00 ","$142,867.00 ","$142,841.00 ","$136,084.00 ","$133,472.00 ","$127,327.00 ","$132,083.00 ","$142,016.00 ","$139,536.00 ","$121,415.00 ","$122,508 "
162,PINE VALLEY BOROUGH,429,Camden,39.79,-74.97, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,N/A
163,RUNNEMEDE BOROUGH,430,Camden,39.85,-75.07,"$93,066.91 ","$95,064.00 ","$107,686.00 ","$114,620.00 ","$132,158.00 ","$147,838.00 ","$177,546.00 ","$193,412.00 ","$186,740.00 ","$162,240.00 ","$162,509.00 ","$155,560.00 ","$142,291.00 ","$150,705.00 ","$133,285.00 ","$151,266.00 ","$154,806.00 ","$154,852.00 ","$159,542.00 ","$157,513 "
164,SOMERDALE BOROUGH,431,Camden,39.85,-75.02,"$91,653.28 ","$95,188.00 ","$99,360.00 ","$99,119.00 ","$114,694.00 ","$139,373.00 ","$146,980.00 ","$167,946.00 ","$152,631.00 ","$151,786.00 ","$164,011.00 ","$145,168.00 ","$149,067.00 ","$146,756.00 ","$140,481.00 ","$140,241.00 ","$148,062.00 ","$153,728.00 ","$136,977.00 ","$168,812 "
165,STRATFORD BOROUGH,432,Camden,39.83,-75.02,"$98,558.64 ","$110,209.00 ","$116,132.00 ","$124,607.00 ","$141,501.00 ","$156,414.00 ","$180,058.00 ","$206,117.00 ","$208,133.00 ","$177,848.00 ","$173,562.00 ","$170,576.00 ","$153,406.00 ","$162,700.00 ","$156,731.00 ","$165,395.00 ","$154,447.00 ","$158,520.00 ","$168,260.00 ","$169,835 "
166,TAVISTOCK BOROUGH,433,Camden,39.88,-75.03, N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A , N/A ,N/A
167,VOORHEES,434,Camden,40.48,-74.49,"$165,093.44 ","$189,579.00 ","$191,601.00 ","$213,225.00 ","$230,360.00 ","$270,470.00 ","$286,400.00 ","$346,511.00 ","$308,479.00 ","$290,185.00 ","$303,705.00 ","$294,983.00 ","$293,854.00 ","$308,528.00 ","$284,035.00 ","$277,281.00 ","$286,471.00 ","$305,019.00 ","$301,552.00 ","$280,741 "
168,WATERFORD,435,Camden,39.7226,-74.8503,"$111,160.00 ","$112,217.00 ","$125,298.00 ","$136,923.00 ","$154,793.00 ","$174,432.00 ","$206,429.00 ","$211,085.00 ","$214,774.00 ","$209,734.00 ","$196,046.00 ","$200,627.00 ","$175,153.00 ","$165,535.00 ","$183,521.00 ","$190,710.00 ","$192,729.00 ","$191,177.00 ","$197,067.00 ","$189,140 "
169,WINSLOW,436,Camden,39.657,-74.8604,"$102,761.32 ","$111,957.00 ","$120,751.00 ","$129,136.00 ","$145,393.00 ","$161,301.00 ","$190,389.00 ","$199,260.00 ","$202,915.00 ","$205,074.00 ","$195,628.00 ","$187,957.00 ","$174,988.00 ","$177,934.00 ","$181,020.00 ","$187,065.00 ","$192,461.00 ","$188,164.00 ","$185,636.00 ","$196,366 "
170,WOODLYNNE BOROUGH,437,Camden,39.92,-75.1,"$55,361.90 ","$63,494.00 ","$60,903.00 ","$65,411.00 ","$72,935.00 ","$86,029.00 ","$102,170.00 ","$118,071.00 ","$108,257.00 ","$101,332.00 ","$98,979.00 ","$92,744.00 ","$62,967.00 ","$67,250.00 ","$43,500.00 ","$56,833.00 ","$60,915.00 ","$68,250.00 ","$59,983.00 ","$116,607 "
171,AVALON BOROUGH,501,Cape May,39.09,-74.74,"$533,260.61 ","$670,728.00 ","$661,407.00 ","$799,355.00 ","$1,166,928.00 ","$1,328,076.00 ","$1,754,758.00 ","$1,690,302.00 ","$1,775,988.00 ","$1,300,508.00 ","$1,164,483.00 ","$1,199,401.00 ","$1,211,117.00 ","$1,120,854.00 ","$1,156,878.00 ","$1,336,091.00 ","$1,272,240.00 ","$1,429,932.00 ","$1,475,174.00 ","$1,613,305 "
172,CAPE MAY CITY,502,Cape May,38.94,-74.9,"$219,626.22 ","$286,506.00 ","$365,489.00 ","$410,764.00 ","$584,456.00 ","$580,261.00 ","$614,991.00 ","$731,631.00 ","$656,083.00 ","$612,623.00 ","$604,350.00 ","$644,889.00 ","$550,421.00 ","$559,499.00 ","$691,326.00 ","$566,950.00 ","$525,776.00 ","$579,073.00 ","$693,755.00 ","$639,828 "
173,CAPE MAY POINT BOROUGH,503,Cape May,38.94,-74.96,"$374,710.00 ","$410,533.00 ","$671,688.00 ","$525,929.00 ","$688,342.00 ","$700,250.00 ","$783,426.00 ","$908,000.00 ","$884,688.00 ", N/A ,"$755,556.00 ","$928,900.00 ","$684,583.00 ","$672,517.00 ","$770,519.00 ","$810,286.00 ","$716,191.00 ","$748,192.00 ","$840,023.00 ","$707,718 "
174,DENNIS,504,Cape May,39.0565,-74.8166,"$138,871.88 ","$154,441.00 ","$166,423.00 ","$185,740.00 ","$219,707.00 ","$261,258.00 ","$305,169.00 ","$304,334.00 ","$304,445.00 ","$270,012.00 ","$261,581.00 ","$265,836.00 ","$220,524.00 ","$249,884.00 ","$239,731.00 ","$223,377.00 ","$244,980.00 ","$263,926.00 ","$261,501.00 ","$270,857 "
175,LOWER,505,Cape May,38.9797,-74.9516,"$110,256.49 ","$117,233.00 ","$132,350.00 ","$176,729.00 ","$213,681.00 ","$256,861.00 ","$289,665.00 ","$294,329.00 ","$294,425.00 ","$283,131.00 ","$269,414.00 ","$279,131.00 ","$309,056.00 ","$273,865.00 ","$289,306.00 ","$257,922.00 ","$276,128.00 ","$289,152.00 ","$279,602.00 ","$282,592 "
176,MIDDLE,506,Cape May,39.0804,-74.8244,"$122,926.33 ","$132,491.00 ","$137,492.00 ","$175,753.00 ","$231,211.00 ","$281,552.00 ","$302,319.00 ","$338,181.00 ","$307,298.00 ","$357,346.00 ","$286,726.00 ","$305,567.00 ","$306,396.00 ","$276,008.00 ","$281,791.00 ","$300,623.00 ","$268,098.00 ","$280,797.00 ","$298,602.00 ","$312,904 "
177,NORTH WILDWOOD CITY,507,Cape May,39,-74.8,"$93,061.72 ","$108,337.00 ","$146,157.00 ","$189,978.00 ","$254,325.00 ","$336,387.00 ","$383,917.00 ","$352,329.00 ","$350,058.00 ","$318,301.00 ","$298,902.00 ","$301,832.00 ","$281,427.00 ","$270,864.00 ","$282,069.00 ","$286,810.00 ","$278,102.00 ","$276,049.00 ","$289,231.00 ","$302,092 "
178,OCEAN CITY,508,Cape May,39.2654,-74.5938,"$274,652.09 ","$317,481.00 ","$343,410.00 ","$447,977.00 ","$527,969.00 ","$646,670.00 ","$725,658.00 ","$633,972.00 ","$628,534.00 ","$544,051.00 ","$547,914.00 ","$585,264.00 ","$556,669.00 ","$583,807.00 ","$592,194.00 ","$570,774.00 ","$576,429.00 ","$589,451.00 ","$618,359.00 ","$635,339 "
179,SEA ISLE CITY,509,Cape May,39.1458,-74.6987,"$256,006.27 ","$348,121.00 ","$370,049.00 ","$445,628.00 ","$580,347.00 ","$750,425.00 ","$790,770.00 ","$704,404.00 ","$582,665.00 ","$659,326.00 ","$627,783.00 ","$620,684.00 ","$608,726.00 ","$571,441.00 ","$611,204.00 ","$629,677.00 ","$652,095.00 ","$663,087.00 ","$690,094.00 ","$758,276 "
180,STONE HARBOR BOROUGH,510,Cape May,39.04,-74.77,"$491,376.66 ","$646,639.00 ","$676,219.00 ","$831,941.00 ","$955,314.00 ","$1,516,369.00 ","$1,512,961.00 ","$1,615,474.00 ","$1,826,710.00 ","$1,403,838.00 ","$1,213,514.00 ","$1,658,713.00 ","$1,398,717.00 ","$1,217,399.00 ","$1,224,684.00 ","$1,266,731.00 ","$1,311,165.00 ","$1,543,927.00 ","$1,374,834.00 ","$1,738,843 "
181,UPPER,511,Cape May,39.2581,-74.7269,"$157,694.01 ","$178,266.00 ","$185,992.00 ","$233,151.00 ","$276,678.00 ","$310,642.00 ","$329,657.00 ","$330,357.00 ","$345,687.00 ","$348,152.00 ","$351,742.00 ","$344,332.00 ","$354,167.00 ","$314,707.00 ","$351,563.00 ","$340,467.00 ","$367,041.00 ","$377,140.00 ","$335,152.00 ","$316,657 "
182,WEST CAPE MAY BOROUGH,512,Cape May,38.94,-74.94,"$157,676.92 ","$234,594.00 ","$238,309.00 ","$295,257.00 ","$420,000.00 ","$523,867.00 ","$591,144.00 ","$535,500.00 ","$476,047.00 ","$451,958.00 ","$489,265.00 ","$432,500.00 ","$425,750.00 ","$454,833.00 ","$430,614.00 ","$404,596.00 ","$480,198.00 ","$449,352.00 ","$527,272.00 ","$528,347 "
183,WEST WILDWOOD BOROUGH,513,Cape May,39,-74.82,"$90,174.24 ","$93,010.00 ","$119,110.00 ","$165,659.00 ","$224,229.00 ","$313,188.00 ","$370,307.00 ","$313,956.00 ","$399,767.00 ","$227,500.00 ","$246,286.00 ","$196,317.00 ","$192,238.00 ","$283,400.00 ","$261,917.00 ","$203,597.00 ","$252,250.00 ","$244,400.00 ","$234,383.00 ","$275,662 "
184,WILDWOOD CITY,514,Cape May,38.99,-74.82,"$78,853.61 ","$90,930.00 ","$105,968.00 ","$166,635.00 ","$217,435.00 ","$291,160.00 ","$325,414.00 ","$338,671.00 ","$278,548.00 ","$249,021.00 ","$227,831.00 ","$222,118.00 ","$209,752.00 ","$204,839.00 ","$238,675.00 ","$212,731.00 ","$210,008.00 ","$210,315.00 ","$211,781.00 ","$233,065 "
185,WILDWOOD CREST BOROUGH,515,Cape May,38.97,-74.84,"$142,798.68 ","$142,712.00 ","$165,746.00 ","$262,282.00 ","$324,893.00 ","$368,018.00 ","$456,434.00 ","$438,108.00 ","$435,374.00 ","$310,191.00 ","$299,848.00 ","$337,228.00 ","$308,679.00 ","$344,585.00 ","$347,933.00 ","$333,494.00 ","$344,623.00 ","$342,381.00 ","$332,460.00 ","$361,888 "
186,WOODBINE BOROUGH ,516,Cape May,39.2751,-74.8004,"$86,000.00 ","$70,375.00 ","$131,867.00 ","$100,875.00 ","$142,175.00 ","$177,556.00 ","$219,414.00 ","$269,000.00 ","$200,400.00 ", N/A ,"$188,567.00 ","$299,999.00 ","$270,000.00 ","$160,250.00 ", N/A , N/A ,"$247,500.00 ","$243,333.00 ","$169,000.00 ","$138,875 "
187,BRIDGETON CITY,601,Cumberland,39.43,-75.23,"$68,211.54 ","$68,288.00 ","$74,069.00 ","$72,972.00 ","$71,461.00 ","$76,669.00 ","$88,195.00 ","$100,170.00 ","$89,877.00 ","$87,991.00 ","$90,598.00 ","$73,568.00 ","$82,500.00 ","$80,270.00 ","$76,925.00 ","$77,549.00 ","$78,574.00 ","$92,843.00 ","$92,626.00 ","$98,491 "
188,COMMERCIAL,602,Cumberland,39.2737,-75.0452,"$48,731.43 ","$53,682.00 ","$55,104.00 ","$59,913.00 ","$65,219.00 ","$75,420.00 ","$80,380.00 ","$99,658.00 ","$86,877.00 ","$81,807.00 ","$101,312.00 ","$116,242.00 ","$87,149.00 ","$99,657.00 ","$99,265.00 ","$75,075.00 ","$122,500.00 ","$132,074.00 ","$102,126.00 ","$113,550 "
189,DEERFIELD,603,Cumberland,39.5303,-75.229,"$107,200.00 ","$92,233.00 ","$93,393.00 ","$162,500.00 ","$161,583.00 ","$171,274.00 ","$215,596.00 ","$175,000.00 ","$125,387.00 ","$159,486.00 ","$175,708.00 ","$200,238.00 ","$157,890.00 ","$174,600.00 ","$164,030.00 ","$130,639.00 ","$157,700.00 ","$159,762.00 ","$176,500.00 ","$172,308 "
190,DOWNE,604,Cumberland,39.2694,-75.1333,"$72,018.52 ","$78,878.00 ","$72,352.00 ","$75,040.00 ","$94,980.00 ","$138,931.00 ","$128,315.00 ","$174,032.00 ","$173,792.00 ","$139,960.00 ","$175,217.00 ","$111,483.00 ","$150,225.00 ","$169,833.00 ","$149,633.00 ","$167,580.00 ","$200,250.00 ","$155,833.00 ","$124,488.00 ","$142,167 "
191,FAIRFIELD,605,Cumberland,39.3723,-75.2387,"$82,652.17 ","$86,445.00 ","$84,772.00 ","$85,144.00 ","$101,278.00 ","$142,695.00 ","$131,970.00 ","$157,107.00 ","$143,875.00 ","$154,360.00 ","$170,190.00 ","$122,000.00 ","$209,080.00 ","$166,150.00 ","$165,714.00 ","$186,567.00 ","$166,211.00 ","$165,921.00 ","$145,140.00 ","$167,167 "
192,GREENWICH,606,Cumberland,40.68,-75.13,"$110,400.00 ","$126,917.00 ","$81,571.00 ","$127,093.00 ","$92,000.00 ","$131,929.00 ","$192,288.00 ","$186,700.00 ","$156,725.00 ","$179,500.00 ","$168,600.00 ","$190,000.00 ","$200,500.00 ", N/A ,"$124,900.00 ","$154,450.00 ","$204,250.00 ", N/A ,"$240,000.00 ","$156,938 "
193,HOPEWELL,607,Cumberland,39.4383,-75.281,"$98,075.00 ","$113,733.00 ","$117,307.00 ","$139,932.00 ","$142,368.00 ","$156,320.00 ","$176,043.00 ","$192,356.00 ","$161,470.00 ","$143,944.00 ","$150,095.00 ","$165,308.00 ","$163,366.00 ","$157,745.00 ","$134,167.00 ","$147,507.00 ","$176,198.00 ","$194,820.00 ","$181,921.00 ","$157,742 "
194,LAWRENCE,608,Cumberland,40.2778,-74.7294,"$90,085.94 ","$89,100.00 ","$99,815.00 ","$103,809.00 ","$122,795.00 ","$88,850.00 ","$134,986.00 ","$158,405.00 ","$169,754.00 ","$174,491.00 ","$155,750.00 ","$189,983.00 ","$147,389.00 ","$167,325.00 ","$149,727.00 ","$150,265.00 ","$182,150.00 ","$177,175.00 ","$176,176.00 ","$195,985 "
195,MAURICE RIVER,609,Cumberland,39.26,-74.9859,"$103,453.33 ","$90,897.00 ","$91,621.00 ","$115,648.00 ","$103,686.00 ","$119,535.00 ","$154,406.00 ","$160,809.00 ","$196,105.00 ","$168,707.00 ","$211,600.00 ","$219,454.00 ","$172,750.00 ","$159,438.00 ","$225,194.00 ","$188,167.00 ","$168,091.00 ","$158,925.00 ","$161,898.00 ","$153,803 "
196,MILLVILLE CITY,610,Cumberland,39.39,-75.06,"$83,411.98 ","$88,868.00 ","$91,916.00 ","$96,659.00 ","$105,893.00 ","$120,473.00 ","$143,967.00 ","$157,095.00 ","$159,356.00 ","$147,504.00 ","$144,783.00 ","$151,307.00 ","$140,817.00 ","$145,633.00 ","$141,875.00 ","$127,967.00 ","$147,136.00 ","$151,689.00 ","$139,204.00 ","$150,386 "
197,SHILOH BOROUGH,611,Cumberland,39.46,-75.3,"$60,500.00 ","$91,375.00 ","$80,000.00 ","$83,350.00 ","$99,557.00 ","$148,475.00 ","$146,838.00 ","$139,750.00 ","$162,283.00 ","$155,000.00 ","$155,000.00 ","$107,700.00 ","$154,000.00 ","$112,500.00 ","$85,000.00 ","$114,467.00 ","$149,533.00 ","$109,333.00 ","$168,667.00 ","$129,633 "
198,STOW CREEK,612,Cumberland,39.4561,-75.355,"$97,450.00 ","$90,000.00 ","$109,000.00 ","$134,000.00 ","$115,250.00 ","$135,000.00 ","$151,652.00 ","$93,333.00 ","$196,181.00 ","$190,000.00 ","$207,500.00 ","$142,500.00 ","$160,000.00 ","$163,500.00 ","$181,594.00 ","$165,114.00 ","$171,375.00 ","$186,100.00 ","$176,143.00 ","$194,057 "
199,UPPER DEERFIELD,613,Cumberland,39.4949,-75.2169,"$105,621.95 ","$126,563.00 ","$120,388.00 ","$136,004.00 ","$128,687.00 ","$154,246.00 ","$169,401.00 ","$200,499.00 ","$193,540.00 ","$165,714.00 ","$197,152.00 ","$221,702.00 ","$166,653.00 ","$155,951.00 ","$183,865.00 ","$167,756.00 ","$164,420.00 ","$190,446.00 ","$189,370.00 ","$191,318 "
200,VINELAND CITY,614,Cumberland,39.47,-75,"$103,086.58 ","$99,910.00 ","$106,889.00 ","$114,509.00 ","$132,080.00 ","$155,421.00 ","$181,060.00 ","$191,027.00 ","$188,091.00 ","$180,115.00 ","$180,246.00 ","$168,467.00 ","$170,908.00 ","$171,146.00 ","$164,612.00 ","$178,542.00 ","$174,388.00 ","$178,578.00 ","$172,073.00 ","$183,085 "
201,BELLEVILLE,701,Essex,40.7955,-74.1618,"$137,073.31 ","$145,911.00 ","$174,722.00 ","$208,527.00 ","$238,370.00 ","$284,995.00 ","$320,155.00 ","$339,228.00 ","$324,649.00 ","$298,562.00 ","$267,024.00 ","$247,640.00 ","$251,024.00 ","$223,561.00 ","$237,443.00 ","$250,141.00 ","$255,163.00 ","$253,800.00 ","$268,596.00 ","$281,286 "
202,BLOOMFIELD,702,Essex,40.803,-74.189,"$162,617.62 ","$179,247.00 ","$202,090.00 ","$243,021.00 ","$277,771.00 ","$323,955.00 ","$366,925.00 ","$366,575.00 ","$355,364.00 ","$324,912.00 ","$313,810.00 ","$299,885.00 ","$285,360.00 ","$291,365.00 ","$298,470.00 ","$296,944.00 ","$298,500.00 ","$316,244.00 ","$338,730.00 ","$351,074 "
203,CALDWELL,703,Essex,40.849,-74.2792,"$240,225.58 ","$274,869.00 ","$292,824.00 ","$309,793.00 ","$346,511.00 ","$413,697.00 ","$449,531.00 ","$444,948.00 ","$450,522.00 ","$393,873.00 ","$407,893.00 ","$420,023.00 ","$399,234.00 ","$397,769.00 ","$407,800.00 ","$444,068.00 ","$425,047.00 ","$407,775.00 ","$421,443.00 ","$442,750 "
204,CEDAR GROOVE,704,Essex,40.8559,-74.229,"$303,053.33 ","$334,053.00 ","$350,943.00 ","$376,326.00 ","$417,555.00 ","$502,208.00 ","$541,611.00 ","$549,343.00 ","$517,079.00 ","$503,294.00 ","$503,554.00 ","$479,664.00 ","$444,957.00 ","$436,063.00 ","$444,610.00 ","$510,446.00 ","$451,429.00 ","$490,717.00 ","$525,552.00 ","$488,398 "
205,EAST ORANGE CITY,705,Essex,40.77,-74.21,"$113,294.41 ","$120,424.00 ","$126,749.00 ","$135,048.00 ","$161,474.00 ","$197,595.00 ","$244,167.00 ","$274,639.00 ","$248,789.00 ","$258,283.00 ","$245,872.00 ","$222,558.00 ","$202,811.00 ","$163,847.00 ","$148,569.00 ","$152,900.00 ","$169,142.00 ","$185,602.00 ","$211,138.00 ","$221,583 "
206,ESSEX FELLS,706,Essex,40.8275,-74.2809,"$570,274.27 ","$735,942.00 ","$651,348.00 ","$775,128.00 ","$827,571.00 ","$1,170,950.00 ","$1,295,507.00 ","$1,075,775.00 ","$1,172,361.00 ","$1,387,500.00 ","$916,608.00 ","$929,615.00 ","$937,000.00 ","$775,730.00 ","$996,265.00 ","$919,137.00 ","$852,682.00 ","$1,330,260.00 ","$1,066,485.00 ","$992,389 "
207,FAIRFIELD,707,Essex,40.879,-74.2938,"$266,627.45 ","$310,466.00 ","$359,844.00 ","$395,202.00 ","$453,859.00 ","$490,460.00 ","$595,661.00 ","$565,818.00 ","$537,200.00 ","$519,400.00 ","$472,784.00 ","$477,686.00 ","$413,042.00 ","$439,002.00 ","$468,564.00 ","$423,175.00 ","$485,891.00 ","$497,121.00 ","$528,281.00 ","$546,733 "
