,City,Latitude,Longitude,# of Sales,Total Sales Price,Avg Sale Price
38,NEW MILFORD BORO,40.389428,-74.54329,31,"10,615,300","342,429"
39,NORTH ARLINGTON BORO,40.51057,-74.72472,65,"18,805,849","289,321"
40,NORTHVALE BORO,40.51057,-74.72472,34,"14,543,750","427,757"
41,NORWOOD BORO,40.51057,-74.72472,53,"31,676,750","597,675"
42,OAKLAND BORO,40.51057,-74.72472,119,"53,662,450","450,945"
43,OLD TAPPAN BORO,40.51057,-74.72472,51,"41,359,800","810,976"
44,ORADELL BORO,40.51057,-74.72472,33,"16,842,000","510,364"
45,PALISADES PARK BORO,40.51057,-74.72472,130,"60,211,500","463,165"
46,PARAMUS BORO,40.51057,-74.72472,157,"85,952,700","547,469"
47,PARK RIDGE BORO,40.51057,-74.72472,67,"33,306,071","497,106"
48,RAMSEY BORO,40.565493,-74.938931,154,"77,821,402","505,334"
49,RIDGEFIELD BORO,40.565493,-74.938931,44,"17,055,000","387,614"
50,RIDGEFIELD PARK VILLAGE,40.565493,-74.938931,45,"11,745,600","261,013"
51,RIDGEWOOD VILLAGE,40.565493,-74.938931,106,"87,836,360","828,645"
52,RIVEREDGE BORO,40.565493,-74.938931,103,"43,650,950","423,796"
53,RIVERVALE TWP,40.565493,-74.938931,84,"44,397,450","528,541"
54,ROCHELLE PARK TWP,40.565493,-74.938931,32,"10,254,700","320,459"
55,ROCKLEIGH BORO,40.565493,-74.938931,2,"2,515,000","1,257,500"
56,RUTHERFORD BORO,40.563654,-74.949409,92,"34,884,385","379,178"
57,SADDLE BROOK TWP,40.563654,-74.949409,42,"14,111,260","335,982"
58,SADDLE RIVER BORO,40.563654,-74.949409,50,"84,897,226","1,697,945"
59,SO HACKENSACK TWP,40.430006,-74.417344,9,"2,985,000","331,667"
60,TEANECK TWP,40.500254,-74.4257,206,"80,205,252","389,346"
61,TENAFLY BORO,40.500254,-74.4257,171,"143,933,539","841,717"
62,TETERBORO BORO,40.500254,-74.4257,0,0,0
63,UPPER SADDLE RIV BORO,40.500254,-74.4257,90,"79,746,199","886,069"
64,WALDWICK BORO,40.500254,-74.4257,96,"37,713,800","392,852"
65,WALLINGTON BORO,40.500254,-74.4257,35,"12,205,500","348,729"
66,WASHINGTON TWP,40.500254,-74.4257,99,"44,899,094","453,526"
67,WESTWOOD BORO,40.500254,-74.4257,87,"34,435,614","395,812"
68,WOODCLIFF LAKE BORO,40.500254,-74.4257,51,"37,504,522","735,383"
69,WOOD RIDGE BORO,40.500254,-74.4257,56,"18,787,520","335,491"
70,WYCKOFF TWP,40.500254,-74.4257,158,"116,304,749","736,106"
1,BASS RIVER TWP,39.3643,-74.4229,5,"1,181,000","236,200"
2,BEVERLY CITY,39.3643,-74.4229,13,"1,464,900","112,685"
3,BORDENTOWN CITY,39.3643,-74.4229,6,"1,310,900","218,483"
4,BORDENTOWN TWP,39.3643,-74.4229,64,"17,057,495","266,523"
5,BURLINGTON CITY,40.912798,-74.41516,36,"5,003,250","138,979"
6,BURLINGTON TWP,40.912798,-74.41516,127,"32,228,451","253,767"
7,CHESTERFIELD TWP,40.912798,-74.41516,37,"14,721,550","397,880"
8,CINNAMINSON TWP,40.912798,-74.41516,131,"31,540,226","240,765"
9,DELANCO TWP,40.656302,-74.30371,26,"5,168,300","198,781"
10,DELRAN TWP,40.656302,-74.30371,129,"31,069,655","240,850"
11,EASTAMPTON TWP,40.770933,-74.20589,27,"6,558,500","242,907"
12,EDGEWATER PARK TWP,40.830733,-73.97334,43,"6,094,927","141,742"
13,EVESHAM TWP,40.830733,-73.97334,340,"87,796,550","258,225"
14,FIELDSBORO BORO,40.816737,-74.00082,5,"785,500","157,100"
15,FLORENCE TWP,40.816737,-74.00082,73,"16,130,125","220,961"
16,HAINESPORT TWP,40.80495,-74.2047,9,"2,348,535","260,948"
17,LUMBERTON TWP,41.007389,-74.04247,74,"24,799,850","335,133"
18,MANSFIELD TWP,41.007389,-74.04247,31,"7,338,045","236,711"
19,MAPLE SHADE TWP,41.007389,-74.04247,52,"8,437,850","162,266"
20,MEDFORD TWP,41.007389,-74.04247,195,"73,988,000","379,426"
21,MEDFORD LAKES BORO,41.007389,-74.04247,31,"8,452,650","272,666"
22,MOORESTOWN TWP,41.007389,-74.04247,85,"44,473,551","523,218"
23,MT HOLLY TWP,40.389428,-74.54329,37,"6,366,900","172,078"
24,MT LAUREL TWP,40.389428,-74.54329,476,"110,576,879","232,304"
25,NEW HANOVER TWP,40.389428,-74.54329,3,"543,000","181,000"
26,NO HANOVER TWP,40.51057,-74.72472,13,"3,951,500","303,962"
27,PALMYRA BORO,40.51057,-74.72472,21,"3,444,100","164,005"
28,PEMBERTON BORO,40.51057,-74.72472,6,"1,171,900","195,317"
29,PEMBERTON TWP,40.51057,-74.72472,104,"16,680,636","160,391"
30,RIVERSIDE TWP,40.565493,-74.938931,35,"5,228,500","149,386"
31,RIVERTON BORO,40.565493,-74.938931,5,"1,341,000","268,200"
32,SHAMONG TWP,40.430006,-74.417344,33,"12,302,500","372,803"
33,SOUTHAMPTON TWP,40.430006,-74.417344,132,"25,486,660","193,081"
34,SPRINGFIELD TWP,40.39159,-74.39329,19,"5,002,436","263,286"
35,TABERNACLE TWP,40.500254,-74.4257,46,"12,907,930","280,607"
36,WASHINGTON TWP,40.500254,-74.4257,1,"285,000","285,000"
37,WESTAMPTON TWP,40.500254,-74.4257,66,"15,897,090","240,865"
38,WILLINGBORO TWP,40.500254,-74.4257,113,"16,898,957","149,548"
39,WOODLAND TWP,40.500254,-74.4257,7,"2,175,900","310,843"
40,WRIGHTSTOWN BORO,40.500254,-74.4257,4,"820,000","205,000"
4,BELLMAWR BORO,39.3643,-74.4229,53,"7,917,700","149,391"
5,BERLIN BORO,39.3643,-74.4229,54,"13,145,700","243,439"
6,BERLIN TWP,39.3643,-74.4229,16,"2,797,900","174,869"
7,BROOKLAWN BORO,40.912798,-74.41516,9,"936,002","104,000"
8,CAMDEN CITY,40.912798,-74.41516,109,"6,895,664","63,263"
9,CHERRY HILL TWNSHP,40.912798,-74.41516,215,"49,781,258","231,541"
10,CHESILHURST BORO,40.912798,-74.41516,3,"379,000","126,333"
11,CLEMENTON BORO,40.912798,-74.41516,17,"2,244,300","132,018"
12,COLLINGSWOOD BORO,40.912798,-74.41516,118,"25,934,430","219,783"
13,GIBBSBORO BORO,40.879858,-74.10807,13,"3,466,700","266,669"
14,GLOUCESTER CITY,40.80495,-74.2047,51,"5,222,650","102,405"
15,GLOUCESTER TWP,40.80495,-74.2047,281,"50,791,664","180,753"
16,HADDON TWP,40.80495,-74.2047,104,"23,369,600","224,708"
17,HADDONFIELD BORO,40.80495,-74.2047,146,"67,282,520","460,839"
18,HADDON HEIGHTS BORO,40.80495,-74.2047,54,"14,792,099","273,928"
19,HI NELLA BORO,40.745951,-74.15509,3,"432,000","144,000"
20,LAUREL SPRINGS BORO,40.744851,-74.03294,8,"1,023,139","127,892"
21,LAWNSIDE BORO,40.744851,-74.03294,5,"659,900","131,980"
22,LINDENWOLD BORO,41.007389,-74.04247,14,"1,419,100","101,364"
23,MAGNOLIA BORO,41.007389,-74.04247,28,"3,954,100","141,218"
24,MERCHANTVILLE BORO,41.007389,-74.04247,19,"3,645,500","191,868"
25,MOUNT EPHRAIM BORO,41.007389,-74.04247,27,"3,687,082","136,559"
26,OAKLYN BORO,40.51057,-74.72472,13,"2,226,110","171,239"
27,PENNSAUKEN TWP,40.51057,-74.72472,130,"18,329,775","140,998"
28,PINE HILL BORO,40.51057,-74.72472,33,"4,404,575","133,472"
29,PINE VALLEY BORO,40.51057,-74.72472,0,0,0
30,RUNNEMEDE BORO,40.563654,-74.949409,19,"2,863,400","150,705"
31,SOMERDALE BORO,40.430006,-74.417344,32,"4,696,200","146,756"
32,STRATFORD BORO,40.39159,-74.39329,38,"6,182,600","162,700"
33,TAVISTOCK BORO,40.500254,-74.4257,0,0,0
34,VOORHEES TWP,40.500254,-74.4257,94,"29,001,630","308,528"
35,WATERFORD TWP,40.500254,-74.4257,52,"8,607,800","165,535"
36,WINSLOW TWP,40.500254,-74.4257,163,"29,003,290","177,934"
37,WOODLYNNE BORO,40.500254,-74.4257,4,"269,000","67,250"
1,AVALON BORO,39.3643,-74.4229,161,"180,457,473","1,120,854"
2,CAPE MAY CITY,40.912798,-74.41516,83,"46,438,401","559,499"
3,CAPE MAY POINT BORO,40.912798,-74.41516,13,"8,742,725","672,517"
4,DENNIS TWP,40.656302,-74.30371,38,"9,495,605","249,884"
5,LOWER TWP,41.007389,-74.04247,285,"78,051,650","273,865"
6,MIDDLE TWP,41.007389,-74.04247,46,"12,696,350","276,008"
7,NORTH WILDWOOD CITY,40.51057,-74.72472,226,"61,215,203","270,864"
8,OCEAN CITY CITY,40.51057,-74.72472,593,"346,197,788","583,807"
9,SEA ISLE CITY CITY,40.430006,-74.417344,204,"116,574,065","571,441"
10,STONE HARBOR BORO,40.39159,-74.39329,110,"133,913,887","1,217,399"
11,UPPER TWP,40.500254,-74.4257,106,"33,358,950","314,707"
12,WEST CAPE MAY BORO,40.500254,-74.4257,24,"10,916,000","454,833"
13,WEST WILDWOOD BORO,40.500254,-74.4257,11,"3,117,400","283,400"
14,WILDWOOD CITY,40.500254,-74.4257,104,"21,303,225","204,839"
15,WILDWOOD CREST BORO,40.500254,-74.4257,129,"44,451,476","344,585"
16,WOODBINE BORO,40.500254,-74.4257,2,"320,500","160,250"
1,BRIDGETON CITY,39.3643,-74.4229,42,"3,371,350","80,270"
2,COMMERCIAL TWP,40.912798,-74.41516,7,"697,600","99,657"
3,DEERFIELD TWP,40.656302,-74.30371,5,"873,000","174,600"
4,DOWNE TWP,40.656302,-74.30371,3,"509,500","169,833"
5,FAIRFIELD TWP,40.830733,-73.97334,4,"664,600","166,150"
6,GREENWICH TWP,40.80495,-74.2047,0,0,0
7,HOPEWELL TWP,40.745951,-74.15509,20,"3,154,900","157,745"
8,LAWRENCE TWP,40.744851,-74.03294,12,"2,007,900","167,325"
9,MAURICE RIVER TWP,41.007389,-74.04247,8,"1,275,500","159,438"
10,MILLVILLE CITY,41.007389,-74.04247,130,"18,932,229","145,633"
11,SHILOH BORO,40.430006,-74.417344,2,"225,000","112,500"
12,STOW CREEK TWP,40.39159,-74.39329,2,"327,000","163,500"
13,UPPER DEERFIELD TWP,40.500254,-74.4257,39,"6,082,100","155,951"
14,VINELAND CITY,40.500254,-74.4257,85,"14,547,400","171,146"
1,BELLEVILLE TWP,39.3643,-74.4229,131,"29,286,500","223,561"
2,BLOOMFIELD TWP,39.3643,-74.4229,237,"69,053,465","291,365"
3,CALDWELL BORO TWP,40.912798,-74.41516,52,"20,683,999","397,769"
4,CEDAR GROVE TWP,40.912798,-74.41516,64,"27,908,024","436,063"
5,EAST ORANGE CITY,40.656302,-74.30371,34,"5,570,800","163,847"
6,ESSEX FELLS TWP,40.830733,-73.97334,30,"23,271,900","775,730"
7,FAIRFIELD TWP,40.830733,-73.97334,64,"28,096,100","439,002"
8,GLEN RIDGE BORO,40.879858,-74.10807,39,"27,672,350","709,547"
9,IRVINGTON TWP,40.745951,-74.15509,28,"4,291,740","153,276"
10,LIVINGSTON TWP,41.007389,-74.04247,317,"192,068,682","605,895"
11,MAPLEWOOD TWP,41.007389,-74.04247,97,"44,363,926","457,360"
12,MILLBURN TWP,41.007389,-74.04247,258,"296,757,998","1,150,225"
13,MONTCLAIR TWP,41.007389,-74.04247,346,"203,057,836","586,872"
14,NEWARK CITY,40.51057,-74.72472,211,"42,836,469","203,016"
15,NORTH CALDWELL TWP,40.51057,-74.72472,58,"42,011,368","724,334"
16,NUTLEY TWP,40.51057,-74.72472,184,"63,677,750","346,075"
17,ORANGE CITY TWP,40.51057,-74.72472,16,"3,211,755","200,735"
18,ROSELAND BORO,40.565493,-74.938931,51,"27,282,000","534,941"
19,SOUTH ORANGE VILLAGE TW,40.430006,-74.417344,192,"101,869,063","530,568"
20,VERONA TWP,40.500254,-74.4257,136,"48,935,490","359,820"
21,WEST CALDWELL TWP,40.500254,-74.4257,103,"46,464,450","451,111"
22,WEST ORANGE TWP,40.500254,-74.4257,355,"121,026,143","340,919"
1,CLAYTON BORO,40.912798,-74.41516,17,"3,019,090","177,594"
2,DEPTFORD TWP,40.656302,-74.30371,187,"33,102,488","177,019"
3,EAST GREENWICH TWP,40.656302,-74.30371,82,"24,353,550","296,995"
4,ELK TWP,40.830733,-73.97334,8,"2,296,493","287,062"
5,FRANKLIN TWP,40.849879,-73.97501,34,"6,633,450","195,101"
6,GLASSBORO BORO,40.879858,-74.10807,106,"18,056,540","170,345"
7,GREENWICH TWP,40.80495,-74.2047,13,"2,026,856","155,912"
8,HARRISON TWP,40.80495,-74.2047,91,"29,422,180","323,321"
9,LOGAN TWP,41.007389,-74.04247,18,"3,898,900","216,606"
10,MANTUA TWP,41.007389,-74.04247,118,"23,499,162","199,145"
11,MONROE TWP,41.007389,-74.04247,152,"30,121,050","198,165"
12,NATIONAL PARK BORO,40.389428,-74.54329,16,"2,093,450","130,841"
13,NEWFIELD BORO,40.51057,-74.72472,8,"1,685,000","210,625"
14,PAULSBORO BORO,40.51057,-74.72472,4,"390,900","97,725"
15,PITMAN BORO,40.51057,-74.72472,21,"3,315,400","157,876"
16,SO HARRISON TWP,40.430006,-74.417344,13,"4,573,900","351,838"
17,SWEDESBORO BORO,40.500254,-74.4257,14,"2,717,000","194,071"
18,WASHINGTON TWP,40.500254,-74.4257,161,"34,755,620","215,873"
19,WENONAH BORO,40.500254,-74.4257,29,"9,226,500","318,155"
20,WEST DEPTFORD TWP,40.500254,-74.4257,137,"26,438,277","192,980"
21,WESTVILLE BORO,40.500254,-74.4257,20,"2,520,302","126,015"
22,WOODBURY CITY,40.500254,-74.4257,42,"5,925,700","141,088"
23,WOODBURY HEIGHTS BORO,40.500254,-74.4257,16,"2,777,400","173,588"
24,WOOLWICH TWP,40.500254,-74.4257,40,"11,637,897","290,947"
1,BAYONNE CITY,39.3643,-74.4229,225,"58,961,370","262,051"
2,EAST NEWARK BORO,40.656302,-74.30371,11,"2,604,000","236,727"
3,GUTTENBERG TOWN,40.80495,-74.2047,54,"15,431,900","285,776"
4,HARRISON TOWN,40.80495,-74.2047,62,"15,607,535","251,734"
5,HOBOKEN CITY,40.745951,-74.15509,902,"535,314,125","593,475"
6,JERSEY CITY CITY,40.745951,-74.15509,1041,"309,964,410","297,756"
7,KEARNY TOWN,40.745951,-74.15509,115,"29,739,633","258,606"
8,NORTH BERGEN TWP,40.51057,-74.72472,222,"62,765,746","282,729"
9,SECAUCUS TOWN,40.430006,-74.417344,123,"41,652,500","338,638"
10,UNION CITY CITY,40.500254,-74.4257,96,"22,105,050","230,261"
11,WEEHAWKEN TWP,40.500254,-74.4257,83,"51,427,300","619,606"
12,WEST NEW YORK TOWN,40.500254,-74.4257,78,"19,569,093","250,886"
1,ALEXANDRIA TWP,39.4285,-74.4957,33,"14,051,650","425,808"
2,BETHLEHEM TWP,39.3643,-74.4229,11,"3,967,500","360,682"
3,BLOOMSBURY BORO,39.3643,-74.4229,5,"1,070,000","214,000"
4,CALIFON BORO,40.912798,-74.41516,12,"4,095,000","341,250"
5,CLINTON TOWN,40.912798,-74.41516,12,"3,455,250","287,938"
6,CLINTON TWP,40.912798,-74.41516,134,"55,176,300","411,763"
7,DELAWARE TWP,40.656302,-74.30371,8,"3,948,000","493,500"
8,EAST AMWELL TWP,40.656302,-74.30371,9,"3,405,500","378,389"
9,FLEMINGTON BORO,40.816737,-74.00082,11,"2,954,900","268,627"
10,FRANKLIN TWP,40.849879,-73.97501,17,"10,597,500","623,382"
11,FRENCHTOWN BORO,40.849879,-73.97501,8,"2,167,500","270,938"
12,GLEN GARDNER BORO,40.879858,-74.10807,22,"4,383,750","199,261"
13,HAMPTON BORO,40.80495,-74.2047,5,"2,361,000","472,200"
14,HIGH BRIDGE BORO,40.745951,-74.15509,21,"5,026,250","239,345"
15,HOLLAND TWP,40.744851,-74.03294,35,"11,547,300","329,923"
16,KINGWOOD TWP,40.744851,-74.03294,24,"9,113,200","379,717"
17,LAMBERTVILLE CITY,40.744851,-74.03294,52,"21,176,300","407,237"
18,LEBANON BORO,40.744851,-74.03294,16,"3,400,780","212,549"
19,LEBANON TWP,40.744851,-74.03294,33,"11,813,412","357,982"
20,MILFORD BORO,41.007389,-74.04247,5,"1,102,100","220,420"
21,RARITAN TWP,40.565493,-74.938931,240,"90,286,771","376,195"
22,READINGTON TWP,40.565493,-74.938931,146,"58,781,213","402,611"
23,STOCKTON BORO,40.39159,-74.39329,2,"1,059,500","529,750"
24,TEWKSBURY TWP,40.500254,-74.4257,44,"32,540,000","739,545"
25,UNION TWP,40.500254,-74.4257,40,"14,830,710","370,768"
26,WEST AMWELL TWP,40.500254,-74.4257,10,"4,774,400","477,440"
1,EAST WINDSOR TWP,40.770933,-74.20589,198,"51,666,050","260,940"
2,EWING TWP,40.830733,-73.97334,234,"42,857,527","183,152"
3,HAMILTON TWP,40.80495,-74.2047,627,"140,239,865","223,668"
4,HIGHTSTOWN BORO,40.745951,-74.15509,11,"2,493,500","226,682"
5,HOPEWELL BORO,40.745951,-74.15509,25,"9,926,899","397,076"
6,HOPEWELL TWP,40.745951,-74.15509,169,"79,718,540","471,707"
7,LAWRENCE TWP,40.744851,-74.03294,246,"74,681,092","303,582"
8,PENNINGTON BORO,40.51057,-74.72472,32,"16,731,900","522,872"
11,TRENTON CITY,40.500254,-74.4257,170,"12,236,281","71,978"
12,ROBBINSVILLE TWP,40.565493,-74.938931,163,"61,084,063","374,749"
13,WEST WINDSOR TWP,40.500254,-74.4257,329,"172,958,698","525,710"
14,PRINCETON,40.583035,-74.96224,220,"188,839,775","858,363"
1,CARTERET BORO,40.912798,-74.41516,80,"16,611,650","207,646"
2,CRANBURY TWP,40.879699,-74.14263,26,"17,837,900","686,073"
3,DUNELLEN BORO,40.656302,-74.30371,31,"7,539,096","243,197"
4,EAST BRUNSWICK TWP,40.656302,-74.30371,352,"117,096,105","332,659"
5,EDISON TWP,40.830733,-73.97334,647,"222,070,891","343,232"
6,HELMETTA BORO,40.745951,-74.15509,16,"2,948,880","184,305"
7,HIGHLAND PARK BORO,40.745951,-74.15509,57,"19,035,050","333,948"
8,JAMESBURG BORO,40.745951,-74.15509,33,"7,392,185","224,006"
9,METUCHEN BORO,41.007389,-74.04247,119,"42,709,261","358,901"
10,MIDDLESEX BORO,41.007389,-74.04247,69,"18,034,900","261,375"
11,MILLTOWN BORO,41.007389,-74.04247,49,"14,020,000","286,122"
12,MONROE TWP,41.007389,-74.04247,553,"143,582,211","259,642"
13,NEW BRUNSWICK CITY,40.389428,-74.54329,71,"23,641,500","332,979"
14,NORTH BRUNSWICK TWP,40.51057,-74.72472,206,"56,058,774","272,130"
15,OLD BRIDGE TWP,40.51057,-74.72472,405,"124,707,596","307,920"
16,PERTH AMBOY CITY,40.51057,-74.72472,76,"15,553,450","204,651"
17,PISCATAWAY TWP,40.51057,-74.72472,239,"68,632,108","287,164"
18,PLAINSBORO TWP,40.583035,-74.96224,238,"92,202,200","387,404"
19,SAYREVILLE BORO,40.563654,-74.949409,216,"58,589,590","271,248"
20,SOUTH AMBOY CITY,40.430006,-74.417344,52,"14,732,150","283,311"
21,SOUTH BRUNSWICK TWP,40.430006,-74.417344,298,"109,574,802","367,701"
22,SOUTH PLAINFIELD BORO,40.430006,-74.417344,116,"32,826,285","282,985"
23,SOUTH RIVER BORO,40.430006,-74.417344,61,"16,342,500","267,910"
24,SPOTSWOOD BORO,40.430006,-74.417344,37,"10,607,000","286,676"
25,WOODBRIDGE TWP,40.500254,-74.4257,537,"129,917,302","241,932"
1,ABERDEEN TWP,40.4171,-74.2221,135,"38,343,090","284,023"
2,ALLENHURST BORO,39.4285,-74.4957,3,"8,595,300","2,865,100"
3,ALLENTOWN BORO,39.4285,-74.4957,15,"4,285,000","285,667"
4,ASBURY PARK CITY,39.4285,-74.4957,74,"16,577,456","224,020"
5,ATLANTIC HIGHLANDS BORO,39.3643,-74.4229,38,"23,594,888","620,918"
6,AVON BY THE SEA BORO,39.3643,-74.4229,28,"27,396,000","978,429"
7,BELMAR BORO,39.3643,-74.4229,52,"24,052,615","462,550"
8,BRADLEY BEACH BORO,39.3643,-74.4229,42,"20,470,000","487,381"
9,BRIELLE BORO,39.3643,-74.4229,67,"46,104,203","688,122"
10,COLTS NECK TOWNSHIP,40.912798,-74.41516,79,"64,067,677","810,983"
11,DEAL BORO,40.656302,-74.30371,14,"22,366,250","1,597,589"
12,EATONTOWN BORO,40.770933,-74.20589,78,"21,933,500","281,199"
13,ENGLISHTOWN BORO,40.830733,-73.97334,8,"1,724,500","215,563"
14,FAIR HAVEN BORO,40.830733,-73.97334,86,"64,955,906","755,301"
15,FARMINGDALE BORO,40.816737,-74.00082,4,"987,500","246,875"
16,FREEHOLD BORO,40.849879,-73.97501,50,"11,963,150","239,263"
17,FREEHOLD TWP,40.849879,-73.97501,101,"33,104,649","327,769"
18,HAZLET TWP,40.745951,-74.15509,53,"15,305,480","288,783"
19,HIGHLANDS BORO,40.745951,-74.15509,45,"12,089,050","268,646"
20,HOLMDEL TWP,40.744851,-74.03294,180,"124,880,308","693,779"
21,HOWELL TWP,40.745951,-74.15509,456,"131,521,000","288,423"
22,INTERLAKEN BORO,40.745951,-74.15509,4,"2,797,500","699,375"
23,KEANSBURG BORO,40.745951,-74.15509,19,"2,771,500","145,868"
24,KEYPORT BORO,40.744851,-74.03294,38,"8,882,088","233,739"
25,LITTLE SILVER BORO,41.007389,-74.04247,36,"21,789,500","605,264"
26,LOCH ARBOUR VILLAGE,41.007389,-74.04247,1,"1,525,000","1,525,000"
27,LONG BRANCH CITY,41.007389,-74.04247,125,"46,396,850","371,175"
28,MANALAPAN TWP,41.007389,-74.04247,412,"147,091,056","357,017"
29,MANASQUAN BORO,41.007389,-74.04247,55,"32,157,125","584,675"
30,MARLBORO TWP,41.007389,-74.04247,402,"187,213,204","465,704"
31,MATAWAN BORO,41.007389,-74.04247,58,"17,709,755","305,341"
32,MIDDLETOWN TWP,41.007389,-74.04247,612,"248,147,171","405,469"
33,MILLSTONE TWP,41.007389,-74.04247,82,"40,908,500","498,884"
34,MONMOUTH BEACH BORO,41.007389,-74.04247,65,"41,946,550","645,332"
35,NEPTUNE TWP,40.389428,-74.54329,205,"63,581,200","310,152"
36,NEPTUNE CITY BORO,40.389428,-74.54329,26,"6,246,000","240,231"
37,OCEAN TWP,40.51057,-74.72472,192,"74,281,702","386,884"
38,OCEANPORT BORO,40.51057,-74.72472,53,"23,574,419","444,800"
39,RED BANK BORO,40.565493,-74.938931,98,"40,582,500","414,107"
40,ROOSEVELT BORO,40.565493,-74.938931,4,"1,005,000","251,250"
41,RUMSON BORO,40.563654,-74.949409,87,"99,321,748","1,141,629"
42,SEA BRIGHT BORO,40.430006,-74.417344,20,"11,315,000","565,750"
43,SEA GIRT BORO,40.430006,-74.417344,32,"52,722,000","1,647,563"
44,SHREWSBURY BORO,40.430006,-74.417344,13,"6,131,000","471,615"
