,City,Latitude,Longitude,# of Sales,Total Sales Price,Avg Sale Price
42,OAKLAND BORO,40.51057,-74.72472,122,"68,755,950","563,573"
43,OLD TAPPAN BORO,40.51057,-74.72472,46,"42,111,677","915,471"
44,ORADELL BORO,40.681694,-74.73624,76,"46,399,249","610,516"
45,PALISADES PARK BORO,40.681694,-74.73624,65,"35,634,755","548,227"
46,PARAMUS BORO,40.681694,-74.73624,47,"28,719,500","611,053"
47,PARK RIDGE BORO,40.681694,-74.73624,83,"51,037,877","614,914"
48,RAMSEY BORO,40.565493,-74.938931,184,"98,600,419","535,872"
49,RIDGEFIELD BORO,40.563654,-74.949409,66,"34,047,707","515,874"
50,RIDGEFIELD PARK VILLAGE,40.563654,-74.949409,16,"5,574,400","348,400"
51,RIDGEWOOD VILLAGE,40.563654,-74.949409,74,"58,035,800","784,268"
52,RIVEREDGE BORO,40.563654,-74.949409,93,"47,103,700","506,491"
53,RIVERVALE TWP,40.563654,-74.949409,29,"19,145,050","660,174"
54,ROCHELLE PARK TWP,40.563654,-74.949409,56,"22,421,692","400,387"
55,ROCKLEIGH BORO,40.563654,-74.949409,1,"460,000","460,000"
56,RUTHERFORD BORO,40.563654,-74.949409,140,"65,115,018","465,107"
57,SADDLE BROOK TWP,40.563654,-74.949409,94,"38,963,613","414,507"
58,SADDLE RIVER BORO,40.563654,-74.949409,27,"48,873,500","1,810,130"
59,SOUTH HACKENSACK TWP,40.553803,-74.52976,7,"2,877,000","411,000"
60,TEANECK TWP,40.500254,-74.4257,286,"137,476,905","480,688"
61,TENAFLY BORO,40.500254,-74.4257,123,"113,040,495","919,028"
62,TETERBORO BORO,40.500254,-74.4257,0,0,N/A
63,UPPER SADDLE RIVER BORO,40.500254,-74.4257,88,"98,882,486","1,123,665"
64,WALDWICK BORO,40.500254,-74.4257,94,"42,396,082","451,022"
65,WALLINGTON BORO,40.500254,-74.4257,20,"8,125,500","406,275"
66,WASHINGTON TWP,40.500254,-74.4257,94,"53,295,899","566,978"
67,WESTWOOD BORO,40.500254,-74.4257,91,"41,421,248","455,179"
68,WOODCLIFF LAKE BORO,40.500254,-74.4257,37,"31,607,000","854,243"
69,WOOD-RIDGE BORO,40.500254,-74.4257,72,"28,828,266","400,393"
70,WYCKOFF TWP,40.500254,-74.4257,118,"91,267,949","773,457"
1,BASS RIVER TWP,40.578996,-74.27987,3,"969,500","323,167"
2,BEVERLY CITY,40.666552,-74.11768,26,"4,122,470","158,557"
3,BORDENTOWN CITY,40.912798,-74.41516,12,"2,584,900","215,408"
4,BORDENTOWN TWP,40.912798,-74.41516,116,"34,727,845","299,378"
5,BURLINGTON CITY,40.912798,-74.41516,99,"17,388,081","175,637"
6,BURLINGTON TWP,40.912798,-74.41516,204,"59,345,299","290,908"
7,CHESTERFIELD TWP,40.855854,-74.22898,25,"11,571,400","462,856"
8,CINNAMINSON TWP,40.855854,-74.22898,32,"10,379,900","324,372"
9,DELANCO TWP,40.656302,-74.30371,47,"11,373,100","241,981"
10,DELRAN TWP,40.656302,-74.30371,110,"29,788,600","270,805"
11,EASTAMPTON TWP,40.770933,-74.20589,52,"14,306,290","275,121"
12,EDGEWATER PARK TWP,40.830733,-73.97334,81,"15,118,707","186,651"
13,EVESHAM TWP,40.827499,-74.28091,399,"105,740,710","265,014"
14,FIELDSBORO BORO,40.641852,-74.38533,3,"454,000","151,333"
15,FLORENCE TWP,40.641852,-74.38533,142,"30,812,860","216,992"
16,HAINESPORT TWP,40.80495,-74.2047,63,"22,511,000","357,317"
17,LUMBERTON TWP,40.788599,-74.78295,127,"40,588,222","319,592"
18,MANSFIELD TWP,40.788599,-74.78295,70,"22,957,235","327,961"
19,MAPLE SHADE TWP,40.502477,-74.650023,125,"22,868,971","182,952"
20,MEDFORD TWP,40.502477,-74.650023,209,"82,460,399","394,547"
21,MEDFORD LAKES BORO,40.502477,-74.650023,51,"15,337,080","300,727"
22,MOORESTOWN TWP,40.389428,-74.54329,31,"14,099,745","454,830"
23,MOUNT HOLLY TWP,40.389428,-74.54329,113,"21,677,803","191,839"
24,MOUNT LAUREL TWP,40.389428,-74.54329,565,"148,447,648","262,739"
25,NEW HANOVER TWP,40.51057,-74.72472,6,"2,027,000","337,833"
26,NORTH HANOVER TWP,40.51057,-74.72472,22,"7,375,200","335,236"
27,PALMYRA BORO,40.681694,-74.73624,99,"18,902,875","190,938"
28,PEMBERTON BORO,40.461851,-74.30343,21,"4,677,917","222,758"
29,PEMBERTON TWP,40.461851,-74.30343,277,"54,260,659","195,887"
30,RIVERSIDE TWP,40.563654,-74.949409,90,"16,284,540","180,939"
31,RIVERTON BORO,40.563654,-74.949409,22,"6,620,000","300,909"
32,SHAMONG TWP,40.430006,-74.417344,47,"21,341,200","454,068"
33,SOUTHAMPTON TWP,40.445006,-74.38179,148,"36,269,700","245,066"
34,SPRINGFIELD TWP,40.39159,-74.39329,19,"7,075,450","372,392"
35,TABERNACLE TWP,40.500254,-74.4257,48,"16,015,500","333,656"
36,WASHINGTON TWP,40.500254,-74.4257,1,"220,000","220,000"
37,WESTAMPTON TWP,40.500254,-74.4257,112,"30,799,849","274,999"
38,WILLINGBORO TWP,40.500254,-74.4257,185,"32,182,891","173,962"
39,WOODLAND TWP,40.500254,-74.4257,11,"3,426,300","311,482"
40,WRIGHTSTOWN BORO,40.500254,-74.4257,1,"170,000","170,000"
1,AUDUBON BORO,39.8909,-75.073,102,"22,094,150","216,609"
2,AUDUBON PARK BORO,39.8965,-75.0877,0,0,N/A
3,BARRINGTON BORO,40.578996,-74.27987,60,"14,219,103","236,985"
4,BELLMAWR BORO,40.666552,-74.11768,109,"19,539,310","179,260"
5,BERLIN BORO,40.666552,-74.11768,63,"16,388,900","260,141"
6,BERLIN TWP,40.666552,-74.11768,48,"9,861,440","205,447"
7,BROOKLAWN BORO,40.912798,-74.41516,27,"4,039,300","149,604"
8,CAMDEN CITY,40.848999,-74.27917,274,"14,555,798","53,123"
9,CHERRY HILL TWP,40.855854,-74.22898,750,"211,728,915","282,305"
10,CHESILHURST BORO,40.855854,-74.22898,0,0,N/A
11,CLEMENTON BORO,40.855854,-74.22898,58,"8,597,439","148,232"
12,COLLINGSWOOD BORO,40.879699,-74.14263,48,"11,091,350","231,070"
13,GIBBSBORO BORO,40.650802,-74.32351,23,"5,412,000","235,304"
14,GLOUCESTER CITY,40.80495,-74.2047,148,"19,067,459","128,834"
15,GLOUCESTER TWP,40.80495,-74.2047,705,"148,042,071","209,989"
16,HADDON TWP,40.80495,-74.2047,148,"37,729,420","254,929"
17,HADDONFIELD BORO,40.80495,-74.2047,50,"21,413,963","428,279"
18,HADDON HEIGHTS BORO,40.80495,-74.2047,65,"18,714,686","287,918"
19,HI-NELLA BORO,40.745951,-74.15509,1,"145,000","145,000"
20,LAUREL SPRINGS BORO,40.744851,-74.03294,11,"2,320,500","210,955"
21,LAWNSIDE BORO,40.744851,-74.03294,20,"3,017,300","150,865"
22,LINDENWOLD BORO,41.007389,-74.04247,164,"20,538,299","125,234"
23,MAGNOLIA BORO,40.788599,-74.78295,53,"9,727,500","183,538"
24,MERCHANTVILLE BORO,40.502477,-74.650023,45,"9,362,725","208,061"
25,MOUNT EPHRAIN BORO ,40.389428,-74.54329,54,"9,424,177","174,522"
26,OAKLYN BORO,40.51057,-74.72472,38,"7,539,500","198,408"
27,PENNSAUKEN TWP,40.461851,-74.30343,363,"64,139,956","176,694"
28,PINE HILL BORO,40.689123,-75.17243,125,"20,419,016","163,352"
29,PINE VALLEY BORO,40.689123,-75.17243,0,0,N/A
30,RUNNEMEDE BORO,40.563654,-74.949409,90,"16,806,600","186,740"
31,SOMERDALE BORO,40.430006,-74.417344,60,"9,157,836","152,631"
32,STRATFORD BORO,40.500254,-74.4257,45,"9,366,000","208,133"
33,TAVISTOCK BORO,40.500254,-74.4257,0,0,N/A
34,VOORHEES TWP,40.500254,-74.4257,298,"91,926,690","308,479"
35,WATERFORD TWP,40.500254,-74.4257,110,"23,625,090","214,774"
36,WINSLOW TWP,40.500254,-74.4257,444,"90,094,328","202,915"
37,WOODLYNNE BORO,40.500254,-74.4257,47,"5,088,085","108,257"
1,AVALON BORO,39.1012,-74.7177,125,"221,998,515","1,775,988"
2,CAPE MAY CITY,40.848999,-74.27917,32,"20,994,660","656,083"
3,CAPE MAY POINT BORO,40.848999,-74.27917,8,"7,077,500","884,688"
4,DENNIS TWP,40.656302,-74.30371,38,"11,568,900","304,445"
5,LOWER TWP,40.788599,-74.78295,294,"86,560,949","294,425"
6,MIDDLE TWP,40.502477,-74.650023,132,"40,563,371","307,298"
7,NORTH WILDWOOD CITY,40.51057,-74.72472,195,"68,261,240","350,058"
8,OCEAN CITY CITY,40.51057,-74.72472,258,"162,161,750","628,534"
9,SEA ISLE CITY CITY,40.430006,-74.417344,76,"44,282,550","582,665"
10,STONE HARBOR BORO,40.500254,-74.4257,70,"127,869,667","1,826,710"
11,UPPER TWP,40.500254,-74.4257,119,"41,136,701","345,687"
12,WEST CAPE MAY BORO,40.500254,-74.4257,19,"9,044,900","476,047"
13,WEST WILDWOOD BORO,40.500254,-74.4257,15,"5,996,500","399,767"
14,WILDWOOD CITY,40.500254,-74.4257,109,"30,361,750","278,548"
15,WILDWOOD CREST BORO,40.500254,-74.4257,159,"69,224,423","435,374"
16,WOODBINE BORO ,40.500254,-74.4257,11,"2,204,400","200,400"
1,BRIDGETON CITY,40.912798,-74.41516,75,"6,740,738","89,877"
2,COMMERCIAL TWP,40.879699,-74.14263,62,"5,386,375","86,877"
3,DEERFIELD TWP,40.656302,-74.30371,5,"626,935","125,387"
4,DOWNE TWP,40.656302,-74.30371,19,"3,302,050","173,792"
5,FAIRFIELD TWP,40.827499,-74.28091,12,"1,726,500","143,875"
6,GREENWICH TWP,40.80495,-74.2047,4,"626,900","156,725"
7,HOPEWELL TWP,40.744851,-74.03294,23,"3,713,810","161,470"
8,LAWRENCE TWP,40.744851,-74.03294,21,"3,564,825","169,754"
9,MAURICE RIVER TWP,40.502477,-74.650023,20,"3,922,100","196,105"
10,MILLVILLE CITY,40.451105,-74.43938,238,"37,926,624","159,356"
11,SHILOH BORO,40.430006,-74.417344,3,"486,850","162,283"
12,STOW CREEK TWP,40.500254,-74.4257,1,"196,181","196,181"
13,UPPER DEERFIELD TWP,40.500254,-74.4257,49,"9,483,440","193,540"
14,VINELAND CITY,40.500254,-74.4257,343,"64,515,350","188,091"
1,BELLEVILLE TWP,40.666552,-74.11768,218,"70,773,565","324,649"
2,BLOOMFIELD TWP,40.803,-74.18895,305,"108,385,999","355,364"
3,CALDWELL TWP,40.848999,-74.27917,82,"36,942,790","450,522"
4,CEDAR GROOVE TWP,40.582504,-74.22997,93,"48,088,363","517,079"
5,EAST ORANGE CITY,40.770933,-74.20589,304,"75,631,881","248,789"
6,ESSEX FELLS TWP,40.827499,-74.28091,18,"21,102,500","1,172,361"
7,FAIRFIELD TWP,40.827499,-74.28091,52,"27,934,415","537,200"
8,GLEN RIDGE TWP,40.80495,-74.2047,36,"21,737,000","603,806"
9,IRVINGTON TWP,40.744851,-74.03294,249,"63,349,010","254,414"
10,LIVINGSTON TWP,40.850621,-74.04112,261,"178,818,051","685,127"
11,MAPLEWOOD TWP,40.502477,-74.650023,271,"145,780,257","537,935"
12,MILLBURN TWP,40.587606,-75.10402,258,"305,778,839","1,185,189"
13,MONTCLAIR TWP,40.389428,-74.54329,347,"244,087,885","703,423"
14,NEWARK CITY,40.51057,-74.72472,"1,036","335,443,969","323,788"
15,NORTH CALDWELL TWP,40.51057,-74.72472,26,"19,055,050","732,887"
16,NUTLEY TWP,40.51057,-74.72472,184,"74,737,233","406,181"
17,ORANGE CITY TWP,40.681694,-74.73624,112,"30,216,073","269,786"
18,ROSELAND BORO,40.563654,-74.949409,50,"26,874,775","537,496"
19,SOUTH ORANGE VILLAGE TWP,40.553803,-74.52976,59,"33,736,150","571,799"
20,VERONA BORO TWP,40.500254,-74.4257,145,"64,008,850","441,440"
21,WEST CALDWELL TWP,40.500254,-74.4257,71,"34,425,650","484,868"
22,WEST ORANGE TWP,40.500254,-74.4257,478,"210,099,355","439,538"
1,CLAYTON BORO,40.855854,-74.22898,52,"9,884,342","190,084"
2,DEPTFORD TWP,40.656302,-74.30371,251,"53,968,593","215,014"
3,EAST GREENWICH TWP,40.656302,-74.30371,40,"12,654,030","316,351"
4,ELK TWP,40.830733,-73.97334,34,"8,513,200","250,388"
5,FRANKLIN TWP,40.849879,-73.97501,121,"28,266,216","233,605"
6,GLASSBORO BORO,40.650802,-74.32351,125,"26,794,863","214,359"
7,GREENWICH TWP,40.80495,-74.2047,46,"8,777,160","190,808"
8,HARRISON TWP,40.745951,-74.15509,104,"36,261,717","348,670"
9,LOGAN TWP,40.877999,-74.08265,63,"13,933,270","221,163"
10,MANUTA TWP,40.502477,-74.650023,165,"37,285,258","225,971"
11,MONROE TWP,40.389428,-74.54329,89,"21,592,520","242,613"
12,NATIONAL PARK BORO,40.389428,-74.54329,18,"2,682,400","149,022"
13,NEWFIELD BORO,40.51057,-74.72472,4,"915,000","228,750"
14,PAULSBORO BORO,40.461851,-74.30343,81,"10,526,205","129,953"
15,PITMAN BORO,40.689123,-75.17243,86,"16,607,146","193,106"
16,SOUTH HARRISON TWP,40.553803,-74.52976,19,"7,755,990","408,210"
17,SWEDESBORO BORO,40.500254,-74.4257,27,"5,377,690","199,174"
18,WASHINGTON TWP,40.500254,-74.4257,558,"137,901,392","247,135"
19,WENONAH BORO,40.500254,-74.4257,4,"1,069,900","267,475"
20,WEST DEPTFORD TWP,40.500254,-74.4257,194,"43,451,852","223,979"
21,WESTVILLE BORO,40.500254,-74.4257,47,"7,833,950","166,680"
22,WOODBURY CITY,40.500254,-74.4257,115,"20,814,369","180,995"
23,WOODBURY HEIGHTS BORO,40.500254,-74.4257,40,"8,925,948","223,149"
24,WOOLWICH TWP,40.500254,-74.4257,82,"32,408,839","395,230"
1,BAYONNE CITY,40.666552,-74.11768,273,"99,537,145","364,605"
2,EAST NEWARK BORO,40.656302,-74.30371,4,"1,075,000","268,750"
3,GUTTENBERG TOWN,40.80495,-74.2047,111,"44,285,647","398,970"
4,HARRISON TOWN,40.745951,-74.15509,55,"19,734,150","358,803"
5,HOBOKEN CITY,40.744851,-74.03294,926,"529,062,770","571,342"
6,JERSEY CITY CITY,40.744851,-74.03294,"1,238","423,418,225","342,018"
7,KEARNY TOWN,40.744851,-74.03294,145,"50,847,458","350,672"
8,NORTH BERGEN TWP,40.51057,-74.72472,271,"98,527,011","363,568"
9,SECAUCUS TOWN,40.430006,-74.417344,142,"58,583,025","412,557"
10,UNION CITY CITY,40.500254,-74.4257,171,"63,413,004","370,836"
11,WEEHAWKEN TWP,40.500254,-74.4257,95,"66,107,842","695,872"
12,WEST NEW YORK TOWN,40.500254,-74.4257,111,"37,058,621","333,861"
1,ALEXANDRIA TWP,40.5908,-75.0261,47,"23,668,065","503,576"
2,BETHLEHAM TWP,40.666552,-74.11768,21,"10,270,900","489,090"
3,BLOOMSBURY BORO,40.803,-74.18895,8,"2,413,700","301,713"
4,CALIFON BORO,40.848999,-74.27917,9,"3,355,400","372,822"
5,CLINTON TOWN,40.879699,-74.14263,15,"5,720,000","381,333"
6,CLINTON TWP,40.879699,-74.14263,164,"75,868,389","462,612"
7,DELAWARE TWP,40.656302,-74.30371,22,"11,092,750","504,216"
8,EAST AMWELL TWP,40.656302,-74.30371,19,"8,996,950","473,524"
9,FLEMINGTON BORO,40.641852,-74.38533,12,"3,574,250","297,854"
10,FRANKLIN TWP,40.849879,-73.97501,20,"10,125,800","506,290"
11,FRENCHTOWN BORO,40.849879,-73.97501,19,"5,914,843","311,308"
12,GLEN GARDNER BORO,40.650802,-74.32351,37,"9,184,294","248,224"
13,HAMPTON BORO,40.80495,-74.2047,10,"2,949,547","294,955"
14,HIGH BRIDGE BORO,40.745951,-74.15509,53,"15,197,700","286,749"
15,HOLLAND TWP,40.744851,-74.03294,49,"18,293,200","373,331"
16,KINGWOOD TWP,40.744851,-74.03294,23,"9,783,500","425,370"
17,LAMBERTVILLE CITY ,40.744851,-74.03294,63,"25,318,600","401,883"
18,LEBANON BORO,40.744851,-74.03294,14,"5,449,300","389,236"
19,LEBANON TWP,40.744851,-74.03294,41,"19,199,275","468,275"
20,MILFORD BORO,40.587606,-75.10402,10,"2,857,000","285,700"
21,RARITAN TWP,40.571302,-74.6374,250,"108,858,054","435,432"
22,READINGTON TWP,40.563654,-74.949409,163,"81,494,550","499,967"
23,STOCKTON BORO,40.500254,-74.4257,5,"1,560,000","312,000"
24,TEWKSBURY TWP,40.500254,-74.4257,50,"41,739,950","834,799"
25,UNION TWP,40.500254,-74.4257,55,"19,331,800","351,487"
26,WEST AMWELL TWP,40.500254,-74.4257,14,"7,849,500","560,679"
1,EAST WINDSOR TWP,40.770933,-74.20589,293,"85,099,963","290,444"
2,EWING TWP,40.827499,-74.28091,310,"77,663,480","250,527"
3,HAMILTON TWP,40.80495,-74.2047,873,"223,393,093","255,891"
4,HIGHTSTOWN BORO,40.745951,-74.15509,52,"14,045,300","270,102"
5,HOPEWELL BORO,40.744851,-74.03294,17,"7,879,400","463,494"
6,HOPEWELL TWP,40.744851,-74.03294,180,"94,560,559","525,336"
7,LAWRENCE TWP,40.744851,-74.03294,304,"104,192,116","342,737"
8,PENNIGTON BORO,40.461851,-74.30343,24,"11,873,900","494,746"
9,PRINCETON BORO,40.583035,-74.96224,64,"52,595,875","821,811"
10,PRINCETON TWP,40.583035,-74.96224,161,"147,595,917","916,745"
11,TRENTON CITY,40.500254,-74.4257,550,"57,349,600","104,272"
12,ROBBINSVILLE TWP,40.563654,-74.949409,179,"65,486,140","365,844"
13,WEST WINDSOR TWP,40.500254,-74.4257,333,"177,768,745","533,840"
1,CARTERET BORO,40.582504,-74.22997,114,"35,561,054","311,939"
2,CRANBURY TWP,40.879699,-74.14263,26,"17,500,500","673,096"
3,DUNELLEN BORO,40.656302,-74.30371,58,"17,804,230","306,969"
4,EAST BRUNSWICK TWP,40.656302,-74.30371,448,"171,369,253","382,521"
5,EDISON TWP,40.830733,-73.97334,843,"316,277,798","375,181"
6,HELMETTA BORO,40.745951,-74.15509,43,"10,506,700","244,342"
7,HIGHLAND PARK BORO,40.745951,-74.15509,105,"41,815,950","398,247"
8,JAMESBURG BORO,40.744851,-74.03294,46,"13,357,800","290,387"
9,METUCHEN BORO,40.502477,-74.650023,164,"68,221,321","415,984"
10,MIDDLESEX BORO,40.574552,-74.50187,112,"37,218,650","332,309"
11,MILLTOWN BORO,40.451105,-74.43938,59,"20,927,500","354,703"
12,MONROE TWP,40.389428,-74.54329,368,"129,150,456","350,952"
13,NEW BRUNSWICK CITY,40.51057,-74.72472,164,"54,496,400","332,295"
14,NORTH BRUNSWICK TWP,40.51057,-74.72472,368,"122,502,175","332,886"
15,OLD BRIDGE TWP,40.51057,-74.72472,532,"190,434,844","357,960"
16,PERTH AMBOY CITY,40.535304,-74.31104,166,"52,369,561","315,479"
17,PISCATAWAY TWP,40.689123,-75.17243,376,"131,567,909","349,915"
18,PLAINSBORO TWP,40.583035,-74.96224,257,"97,176,030","378,117"
19,SAYREVILLE BORO,40.430006,-74.417344,317,"106,559,479","336,150"
20,SOUTH AMBOY CITY,40.469606,-74.27669,69,"26,126,400","378,643"
21,SOUTH BRUNSWICK TWP,40.553803,-74.52976,463,"189,863,837","410,073"
22,SOUTH PLAINSFIELD BORO,40.553803,-74.52976,166,"57,517,501","346,491"
23,SOUTH RIVER BORO,40.445006,-74.38179,98,"33,599,455","342,852"
24,SPOTSWOOD BORO,40.39159,-74.39329,112,"29,272,630","261,363"
25,WOODBRIDGE TWP,40.500254,-74.4257,742,"239,802,124","323,183"
1,ABERDEEN TWP,40.4171,-74.2221,223,"69,166,848","310,165"
2,ALLENHURST BORO,40.2362,-74.0007,6,"9,875,000","1,645,833"
3,ALLENTOWN BORO,40.1779,-74.5835,20,"6,547,200","327,360"
4,ASBURY PARK CITY,40.2204,-74.0121,81,"19,531,900","241,135"
5,ATLANTIC HIGHLANDS BORO,40.4129,-74.0329,50,"23,538,925","470,779"
6,AVON-BY-THE-SEA BOR,40.578996,-74.27987,4,"4,860,500","1,215,125"
7,BELMAR BORO,40.666552,-74.11768,55,"27,517,705","500,322"
8,BRADLEY BEACH BORO,40.912798,-74.41516,45,"25,235,468","560,788"
9,BRIELLE BORO,40.912798,-74.41516,51,"39,114,531","766,952"
10,COLTS NECK TWP,40.879699,-74.14263,84,"82,410,162","981,073"
11,DEAL BORO,40.656302,-74.30371,5,"10,613,000","2,122,600"
12,EATONTOWN BORO,40.770933,-74.20589,68,"24,445,900","359,499"
13,ENGLISHTOWN BORO,40.830733,-73.97334,8,"2,683,600","335,450"
14,FAIR HAVEN BORO,40.827499,-74.28091,85,"59,407,000","698,906"
15,FARMINGDALE BORO,40.641852,-74.38533,7,"2,663,000","380,429"
16,FREEHOLD BORO,40.849879,-73.97501,98,"28,321,350","288,993"
17,FREEHOLD TWP,40.849879,-73.97501,394,"152,957,573","388,217"
18,HAZLET TWP,40.745951,-74.15509,150,"51,164,365","341,096"
19,HIGHLANDS BORO,40.745951,-74.15509,80,"24,812,490","310,156"
20,HOLMDEL TWP,40.744851,-74.03294,161,"123,311,911","765,912"
21,HOWELL TWP,40.744851,-74.03294,461,"156,486,407","339,450"
22,INTERLAKEN BORO,40.744851,-74.03294,13,"8,554,650","658,050"
23,KEANSBURG BORO,40.744851,-74.03294,91,"20,235,190","222,365"
24,KEYPORT BORO,40.744851,-74.03294,81,"22,775,681","281,181"
25,LITTLE SILVER BORO,40.850621,-74.04112,76,"47,820,613","629,219"
26,LOCH ARBOUR VILLAGE,40.850621,-74.04112,1,"900,000","900,000"
27,LONG BRANCH CITY,40.876349,-74.65769,159,"91,571,260","575,920"
28,MANALAPAN TWP,40.788599,-74.78295,466,"196,109,024","420,835"
29,MANASQUAN BORO,40.788599,-74.78295,83,"56,544,550","681,260"
30,MARLBORO TWP,40.502477,-74.650023,362,"190,034,382","524,957"
31,MATAWAN BORO,40.502477,-74.650023,16,"5,524,000","345,250"
32,MIDDLETOWN TWP,40.574552,-74.50187,666,"300,418,749","451,079"
33,MILLSTONE TWP,40.587606,-75.10402,86,"49,197,033","572,059"
34,MONMOUTH BEACH BORO,40.451105,-74.43938,68,"42,091,240","618,989"
35,NEPTUNE TWP,40.389428,-74.54329,276,"99,288,809","359,742"
36,NEPTUNE CITY BORO,40.389428,-74.54329,37,"10,773,700","291,181"
37,OCEAN TWP,40.51057,-74.72472,201,"93,974,768","467,536"
38,OCEANPORT BORO,40.51057,-74.72472,51,"32,607,800","639,369"
39,RED BANK BORO,40.563654,-74.949409,115,"49,435,150","429,871"
