,City,Latitude,Longitude,# of Sales,Total Sales Price,Avg Sale Price
39,NORTH ARLINGTON BORO,40.51057,-74.72472,71,"25,779,903","363,097"
40,NORTHVALE BORO,40.51057,-74.72472,31,"14,446,277","466,009"
41,NORWOOD BORO,40.51057,-74.72472,20,"14,231,950","711,598"
42,OAKLAND BORO,40.51057,-74.72472,90,"46,950,700","521,674"
43,OLD TAPPAN BORO,40.51057,-74.72472,35,"31,221,000","892,029"
44,ORADELL BORO,40.681694,-74.73624,24,"13,646,950","568,623"
45,PALISADES PARK BORO,40.681694,-74.73624,100,"53,287,000","532,870"
46,PARAMUS BORO,40.681694,-74.73624,123,"70,544,303","573,531"
47,PARK RIDGE BORO,40.681694,-74.73624,66,"36,692,300","555,944"
48,RAMSEY BORO,40.565493,-74.938931,123,"73,403,624","596,777"
49,RIDGEFIELD BORO,40.563654,-74.949409,39,"17,417,750","446,609"
50,RIDGEFIELD PARK VILLAGE,40.563654,-74.949409,43,"13,731,401","319,335"
51,RIDGEWOOD VILLAGE,40.563654,-74.949409,159,"124,570,473","783,462"
52,RIVEREDGE BORO,40.563654,-74.949409,103,"53,337,050","517,835"
53,RIVERVALE TWP,40.563654,-74.949409,75,"43,279,150","577,055"
54,ROCHELLE PARK TWP,40.563654,-74.949409,38,"13,035,860","343,049"
55,ROCKLEIGH BORO,40.563654,-74.949409,3,"6,085,000","2,028,333"
56,RUTHERFORD BORO,40.563654,-74.949409,73,"33,017,000","452,288"
57,SADDLE BROOK TWP,40.563654,-74.949409,19,"7,053,200","371,221"
58,SADDLE RIVER BORO,40.563654,-74.949409,16,"33,209,999","2,075,625"
59,SO HACKENSACK TWP,40.553803,-74.52976,5,"2,104,000","420,800"
60,TEANECK TWP,40.500254,-74.4257,195,"89,520,743","459,081"
61,TENAFLY BORO,40.500254,-74.4257,98,"87,259,855","890,407"
62,TETERBORO BORO,40.500254,-74.4257,0,0,N/A
63,UPPER SADDLE RIV BORO,40.500254,-74.4257,71,"81,699,024","1,150,690"
64,WALDWICK BORO,40.500254,-74.4257,55,"24,309,650","441,994"
65,WALLINGTON BORO,40.500254,-74.4257,25,"9,073,150","362,926"
66,WASHINGTON TWP,40.500254,-74.4257,67,"35,168,300","524,900"
67,WESTWOOD BORO,40.500254,-74.4257,61,"27,694,750","454,012"
68,WOODCLIFF LAKE BORO,40.500254,-74.4257,42,"32,229,862","767,378"
69,WOOD RIDGE BORO,40.500254,-74.4257,53,"20,486,200","386,532"
70,WYCKOFF TWP,40.500254,-74.4257,75,"53,729,390","716,392"
1,BASS RIVER TWP,40.578996,-74.27987,3,"887,000","295,667"
2,BEVERLY CITY,40.666552,-74.11768,13,"2,821,484","217,037"
3,BORDENTOWN CITY,40.912798,-74.41516,31,"6,637,801","214,123"
4,BORDENTOWN TWP,40.912798,-74.41516,20,"6,133,200","306,660"
5,BURLINGTON CITY,40.912798,-74.41516,53,"10,014,294","188,949"
6,BURLINGTON TWP,40.912798,-74.41516,141,"38,686,774","274,374"
7,CHESTERFIELD TWP,40.855854,-74.22898,16,"7,003,800","437,738"
8,CINNAMINSON TWP,40.855854,-74.22898,88,"23,548,950","267,602"
9,DELANCO TWP,40.656302,-74.30371,36,"7,885,782","219,050"
10,DELRAN TWP,40.656302,-74.30371,111,"30,601,847","275,692"
11,EASTAMPTON TWP,40.770933,-74.20589,25,"6,299,000","251,960"
12,EDGEWATER PARK TWP,40.830733,-73.97334,30,"5,044,590","168,153"
13,EVESHAM TWP,40.827499,-74.28091,145,"38,657,644","266,604"
14,FIELDSBORO BORO,40.641852,-74.38533,5,"1,002,900","200,580"
15,FLORENCE TWP,40.641852,-74.38533,77,"16,599,109","215,573"
16,HAINESPORT TWP,40.80495,-74.2047,34,"11,742,809","345,377"
17,LUMBERTON TWP,40.788599,-74.78295,80,"23,240,565","290,507"
18,MANSFIELD TWP,40.788599,-74.78295,33,"9,707,600","294,170"
19,MAPLE SHADE TWP,40.502477,-74.650023,87,"15,309,400","175,970"
20,MEDFORD TWP,40.502477,-74.650023,147,"55,220,191","375,648"
21,MEDFORD LAKES BORO,40.502477,-74.650023,43,"13,598,800","316,251"
22,MOORESTOWN TWP,40.389428,-74.54329,150,"80,180,182","534,535"
23,MT HOLLY TWP,40.389428,-74.54329,57,"10,658,827","186,997"
24,MT LAUREL TWP,40.389428,-74.54329,448,"111,206,994","248,230"
25,NEW HANOVER TWP,40.51057,-74.72472,5,"1,408,500","281,700"
26,NO HANOVER TWP,40.51057,-74.72472,18,"6,103,900","339,106"
27,PALMYRA BORO,40.681694,-74.73624,67,"12,075,949","180,238"
28,PEMBERTON BORO,40.461851,-74.30343,4,"907,150","226,788"
29,PEMBERTON TWP,40.461851,-74.30343,178,"33,185,131","186,433"
30,RIVERSIDE TWP,40.563654,-74.949409,48,"7,565,449","157,614"
31,RIVERTON BORO,40.563654,-74.949409,2,"595,000","297,500"
32,SHAMONG TWP,40.430006,-74.417344,24,"8,895,400","370,642"
33,SOUTHAMPTON TWP,40.445006,-74.38179,95,"18,598,400","195,773"
34,SPRINGFIELD TWP,40.39159,-74.39329,15,"4,167,100","277,807"
35,TABERNACLE TWP,40.500254,-74.4257,43,"14,417,000","335,279"
36,WASHINGTON TWP,40.500254,-74.4257,3,"721,000","240,333"
37,WESTAMPTON TWP,40.500254,-74.4257,79,"21,031,599","266,223"
38,WILLINGBORO TWP,40.500254,-74.4257,93,"16,050,830","172,590"
39,WOODLAND TWP,40.500254,-74.4257,4,"804,900","201,225"
40,WRIGHTSTOWN BORO,40.500254,-74.4257,3,"482,000","160,667"
1,AUDUBON BORO,39.8909,-75.073,20,"3,764,300","188,215"
2,AUDUBON PARK BORO,39.8965,-75.0877,0,0,N/A
3,BARRINGTON BORO,40.578996,-74.27987,42,"8,884,500","211,536"
4,BELLMAWR BORO,40.666552,-74.11768,18,"3,197,800","177,656"
5,BERLIN BORO,40.666552,-74.11768,45,"11,268,700","250,416"
6,BERLIN TWP,40.666552,-74.11768,16,"3,167,790","197,987"
7,BROOKLAWN BORO,40.912798,-74.41516,22,"2,874,400","130,655"
8,CAMDEN CITY,40.848999,-74.27917,164,"7,229,441","44,082"
9,CHERRY HILL TWNSHP,40.855854,-74.22898,510,"135,214,993","265,127"
10,CHESILHURST BORO,40.855854,-74.22898,2,"280,000","140,000"
11,CLEMENTON BORO,40.855854,-74.22898,41,"5,792,900","141,290"
12,COLLINGSWOOD BORO,40.879699,-74.14263,100,"22,759,869","227,599"
13,GIBBSBORO BORO,40.650802,-74.32351,15,"3,633,700","242,247"
14,GLOUCESTER CITY,40.80495,-74.2047,80,"9,234,559","115,432"
15,GLOUCESTER TWP,40.80495,-74.2047,447,"87,008,831","194,651"
16,HADDON TWP,40.80495,-74.2047,107,"26,113,105","244,048"
17,HADDONFIELD BORO,40.80495,-74.2047,129,"63,461,450","491,949"
18,HADDON HEIGHTS BORO,40.80495,-74.2047,58,"16,546,900","285,291"
19,HI NELLA BORO,40.745951,-74.15509,2,"320,400","160,200"
20,LAUREL SPRINGS BORO,40.744851,-74.03294,12,"2,427,783","202,315"
21,LAWNSIDE BORO,40.744851,-74.03294,9,"1,720,500","191,167"
22,LINDENWOLD BORO,41.007389,-74.04247,104,"11,848,645","113,929"
23,MAGNOLIA BORO,40.788599,-74.78295,33,"5,610,750","170,023"
24,MERCHANTVILLE BORO,40.502477,-74.650023,24,"4,580,594","190,858"
25,MOUNT EPHRAIM BORO,40.389428,-74.54329,27,"4,104,050","152,002"
26,OAKLYN BORO,40.51057,-74.72472,30,"5,572,150","185,738"
27,PENNSAUKEN TWP,40.461851,-74.30343,196,"32,594,200","166,297"
28,PINE HILL BORO,40.689123,-75.17243,83,"13,057,122","157,315"
29,PINE VALLEY BORO,40.689123,-75.17243,0,0,N/A
30,RUNNEMEDE BORO,40.563654,-74.949409,60,"9,734,372","162,240"
31,SOMERDALE BORO,40.430006,-74.417344,7,"1,062,500","151,786"
32,STRATFORD BORO,40.500254,-74.4257,41,"7,291,750","177,848"
33,TAVISTOCK BORO,40.500254,-74.4257,0,0,N/A
34,VOORHEES TWP,40.500254,-74.4257,191,"55,425,250","290,185"
35,WATERFORD TWP,40.500254,-74.4257,66,"13,842,475","209,734"
36,WINSLOW TWP,40.500254,-74.4257,271,"55,574,986","205,074"
37,WOODLYNNE BORO,40.500254,-74.4257,17,"1,722,650","101,332"
1,AVALON BORO,39.1012,-74.7177,97,"126,149,313","1,300,508"
2,CAPE MAY CITY,40.848999,-74.27917,56,"34,306,900","612,623"
3,CAPE MAY POINT BORO,40.848999,-74.27917,0,0,N/A
4,DENNIS TWP,40.656302,-74.30371,20,"5,400,233","270,012"
5,LOWER TWP,40.788599,-74.78295,228,"64,553,772","283,131"
6,MIDDLE TWP,40.502477,-74.650023,72,"25,728,891","357,346"
7,NORTH WILDWOOD CITY,40.51057,-74.72472,133,"42,334,050","318,301"
8,OCEAN CITY CITY,40.51057,-74.72472,330,"179,536,736","544,051"
9,SEA ISLE CITY CITY,40.430006,-74.417344,105,"69,229,250","659,326"
10,STONE HARBOR BORO,40.500254,-74.4257,17,"23,865,250","1,403,838"
11,UPPER TWP,40.500254,-74.4257,51,"17,755,750","348,152"
12,WEST CAPE MAY BORO,40.500254,-74.4257,12,"5,423,500","451,958"
13,WEST WILDWOOD BORO,40.500254,-74.4257,2,"455,000","227,500"
14,WILDWOOD CITY,40.500254,-74.4257,105,"26,147,201","249,021"
15,WILDWOOD CREST BORO,40.500254,-74.4257,48,"14,889,175","310,191"
16,WOODBINE BORO,40.500254,-74.4257,0,0,N/A
1,BRIDGETON CITY,40.912798,-74.41516,40,"3,519,637","87,991"
2,COMMERCIAL TWP,40.879699,-74.14263,15,"1,227,100","81,807"
3,DEERFIELD TWP,40.656302,-74.30371,7,"1,116,400","159,486"
4,DOWNE TWP,40.656302,-74.30371,5,"699,800","139,960"
5,FAIRFIELD TWP,40.827499,-74.28091,10,"1,543,600","154,360"
6,GREENWICH TWP,40.80495,-74.2047,4,"718,000","179,500"
7,HOPEWELL TWP,40.744851,-74.03294,16,"2,303,107","143,944"
8,LAWRENCE TWP,40.744851,-74.03294,11,"1,919,400","174,491"
9,MAURICE RIVER TWP,40.502477,-74.650023,14,"2,361,900","168,707"
10,MILLVILLE CITY,40.451105,-74.43938,122,"17,995,513","147,504"
11,SHILOH BORO,40.430006,-74.417344,1,"155,000","155,000"
12,STOW CREEK TWP,40.500254,-74.4257,1,"190,000","190,000"
13,UPPER DEERFIELD TWP,40.500254,-74.4257,40,"6,628,550","165,714"
14,VINELAND CITY,40.500254,-74.4257,223,"40,165,697","180,115"
1,BELLEVILLE TWP,40.666552,-74.11768,90,"26,870,559","298,562"
2,BLOOMFIELD TWP,40.803,-74.18895,212,"68,881,265","324,912"
3,CALDWELL BORO TWP,40.848999,-74.27917,48,"18,905,901","393,873"
4,CEDAR GROVE TWP,40.582504,-74.22997,72,"36,237,200","503,294"
5,EAST ORANGE CITY,40.770933,-74.20589,88,"22,728,927","258,283"
6,ESSEX FELLS TWP,40.827499,-74.28091,10,"13,875,000","1,387,500"
7,FAIRFIELD TWP,40.827499,-74.28091,10,"5,194,000","519,400"
8,GLEN RIDGE BORO,40.80495,-74.2047,82,"53,356,882","650,694"
9,IRVINGTON TWP,40.744851,-74.03294,82,"20,528,711","250,350"
10,LIVINGSTON TWP,40.850621,-74.04112,68,"45,258,818","665,571"
11,MAPLEWOOD TWP,40.502477,-74.650023,244,"120,437,312","493,596"
12,MILLBURN TWP,40.587606,-75.10402,203,"215,702,759","1,062,575"
13,MONTCLAIR TWP,40.389428,-74.54329,271,"184,137,470","679,474"
14,NEWARK CITY,40.51057,-74.72472,435,"125,726,634","289,027"
15,NORTH CALDWELL TWP,40.51057,-74.72472,28,"20,561,900","734,354"
16,NUTLEY TWP,40.51057,-74.72472,137,"52,784,448","385,288"
17,ORANGE CITY TWP,40.681694,-74.73624,41,"11,160,350","272,204"
18,ROSELAND BORO,40.563654,-74.949409,38,"19,451,500","511,882"
19,SOUTH ORANGE VILLAGE TW,40.553803,-74.52976,130,"77,233,324","594,102"
20,VERONA TWP,40.500254,-74.4257,136,"57,883,360","425,613"
21,WEST CALDWELL TWP,40.500254,-74.4257,69,"33,951,810","492,055"
22,WEST ORANGE TWP,40.500254,-74.4257,352,"136,594,106","388,051"
1,CLAYTON BORO,40.855854,-74.22898,42,"7,629,900","181,664"
2,DEPTFORD TWP,40.656302,-74.30371,150,"30,389,603","202,597"
3,EAST GREENWICH TWP,40.656302,-74.30371,61,"18,535,788","303,865"
4,ELK TWP,40.830733,-73.97334,17,"4,054,800","238,518"
5,FRANKLIN TWP,40.849879,-73.97501,92,"20,313,300","220,797"
6,GLASSBORO BORO,40.650802,-74.32351,82,"16,089,471","196,213"
7,GREENWICH TWP,40.80495,-74.2047,30,"5,294,200","176,473"
8,HARRISON TWP,40.745951,-74.15509,95,"32,683,615","344,038"
9,LOGAN TWP,40.877999,-74.08265,46,"9,374,550","203,795"
10,MANTUA TWP,40.502477,-74.650023,124,"27,280,968","220,008"
11,MONROE TWP,40.389428,-74.54329,172,"38,860,741","225,935"
12,NATIONAL PARK BORO,40.389428,-74.54329,13,"1,928,100","148,315"
13,NEWFIELD BORO,40.51057,-74.72472,7,"1,323,500","189,071"
14,PAULSBORO BORO,40.461851,-74.30343,34,"4,554,773","133,964"
15,PITMAN BORO,40.689123,-75.17243,68,"12,800,400","188,241"
16,SO HARRISON TWP,40.553803,-74.52976,14,"4,713,650","336,689"
17,SWEDESBORO BORO,40.500254,-74.4257,11,"1,997,000","181,545"
18,WASHINGTON TWP,40.500254,-74.4257,312,"71,897,800","230,442"
19,WENONAH BORO,40.500254,-74.4257,17,"5,490,600","322,976"
20,WEST DEPTFORD TWP,40.500254,-74.4257,153,"33,474,800","218,790"
21,WESTVILLE BORO,40.500254,-74.4257,31,"5,173,220","166,878"
22,WOODBURY CITY,40.500254,-74.4257,60,"10,136,821","168,947"
23,WOODBURY HEIGHTS BORO,40.500254,-74.4257,21,"4,235,100","201,671"
24,WOOLWICH TWP,40.500254,-74.4257,76,"26,272,450","345,690"
1,BAYONNE CITY,40.666552,-74.11768,217,"68,156,640","314,086"
2,EAST NEWARK BORO,40.656302,-74.30371,6,"1,691,000","281,833"
3,GUTTENBERG TOWN,40.80495,-74.2047,49,"18,933,460","386,397"
4,HARRISON TOWN,40.745951,-74.15509,44,"15,143,400","344,168"
5,HOBOKEN CITY,40.744851,-74.03294,555,"301,278,797","542,845"
6,JERSEY CITY CITY,40.744851,-74.03294,838,"263,432,144","314,358"
7,KEARNY TOWN,40.744851,-74.03294,102,"32,769,531","321,270"
8,NORTH BERGEN TWP,40.51057,-74.72472,187,"59,827,393","319,933"
9,SECAUCUS TOWN,40.430006,-74.417344,90,"33,458,501","371,761"
10,UNION CITY CITY,40.500254,-74.4257,82,"23,527,100","286,916"
11,WEEHAWKEN TWP,40.500254,-74.4257,40,"27,345,865","683,647"
12,WEST NEW YORK TOWN,40.500254,-74.4257,96,"32,095,780","334,331"
1,ALEXANDRIA TWP,40.5908,-75.0261,21,"10,592,950","504,426"
2,BETHLEHEM TWP,40.666552,-74.11768,28,"11,966,299","427,368"
3,BLOOMSBURY BORO,40.803,-74.18895,2,"590,500","295,250"
4,CALIFON BORO,40.848999,-74.27917,6,"1,979,100","329,850"
5,CLINTON TOWN,40.879699,-74.14263,23,"7,887,400","342,930"
6,CLINTON TWP,40.879699,-74.14263,100,"42,192,600","421,926"
7,DELAWARE TWP,40.656302,-74.30371,20,"10,251,500","512,575"
8,EAST AMWELL TWP,40.656302,-74.30371,14,"7,285,500","520,393"
9,FLEMINGTON BORO,40.641852,-74.38533,7,"1,911,100","273,014"
10,FRANKLIN TWP,40.849879,-73.97501,10,"5,758,000","575,800"
11,FRENCHTOWN BORO,40.849879,-73.97501,8,"2,667,000","333,375"
12,GLEN GARDNER BORO,40.650802,-74.32351,16,"3,294,250","205,891"
13,HAMPTON BORO,40.80495,-74.2047,7,"1,972,000","281,714"
14,HIGH BRIDGE BORO,40.745951,-74.15509,19,"5,289,250","278,382"
15,HOLLAND TWP,40.744851,-74.03294,25,"8,732,942","349,318"
16,KINGWOOD TWP,40.744851,-74.03294,4,"1,324,800","331,200"
17,LAMBERTVILLE CITY,40.744851,-74.03294,12,"4,930,200","410,850"
18,LEBANON BORO,40.744851,-74.03294,12,"4,105,000","342,083"
19,LEBANON TWP,40.744851,-74.03294,32,"15,282,095","477,565"
20,MILFORD BORO,40.587606,-75.10402,5,"1,490,250","298,050"
21,RARITAN TWP,40.571302,-74.6374,70,"27,489,200","392,703"
22,READINGTON TWP,40.563654,-74.949409,108,"47,621,907","440,944"
23,STOCKTON BORO,40.500254,-74.4257,4,"2,186,400","546,600"
24,TEWKSBURY TWP,40.500254,-74.4257,23,"16,994,500","738,891"
25,UNION TWP,40.500254,-74.4257,33,"12,585,825","381,389"
26,WEST AMWELL TWP,40.500254,-74.4257,10,"4,397,700","439,770"
1,EAST WINDSOR TWP,40.770933,-74.20589,191,"55,266,246","289,352"
2,EWING TWP,40.827499,-74.28091,192,"43,490,481","226,513"
3,HAMILTON TWP,40.80495,-74.2047,633,"153,761,987","242,910"
4,HIGHTSTOWN BORO,40.745951,-74.15509,7,"1,433,900","204,843"
5,HOPEWELL BORO,40.744851,-74.03294,14,"5,281,425","377,245"
6,HOPEWELL TWP,40.744851,-74.03294,122,"66,950,095","548,771"
7,LAWRENCE TWP,40.744851,-74.03294,240,"75,585,880","314,941"
8,PENNINGTON BORO,40.461851,-74.30343,20,"10,994,300","549,715"
9,PRINCETON BORO,40.583035,-74.96224,53,"44,049,175","831,117"
10,PRINCETON TWP,40.583035,-74.96224,105,"89,047,550","848,072"
11,TRENTON CITY,40.500254,-74.4257,252,"24,183,206","95,965"
12,ROBBINSVILLE TWP,40.563654,-74.949409,132,"48,190,225","365,077"
13,WEST WINDSOR TWP,40.500254,-74.4257,270,"144,417,307","534,879"
1,CARTERET BORO,40.582504,-74.22997,76,"21,264,925","279,802"
2,CRANBURY TWP,40.879699,-74.14263,25,"15,376,900","615,076"
3,DUNELLEN BORO,40.656302,-74.30371,43,"12,092,800","281,228"
4,EAST BRUNSWICK TWP,40.656302,-74.30371,351,"128,506,936","366,117"
5,EDISON TWP,40.830733,-73.97334,584,"212,695,000","364,204"
6,HELMETTA BORO,40.745951,-74.15509,24,"6,208,000","258,667"
7,HIGHLAND PARK BORO,40.745951,-74.15509,52,"19,265,425","370,489"
8,JAMESBURG BORO,40.744851,-74.03294,35,"9,174,788","262,137"
9,METUCHEN BORO,40.502477,-74.650023,121,"47,643,788","393,750"
10,MIDDLESEX BORO,40.574552,-74.50187,91,"27,432,100","301,452"
11,MILLTOWN BORO,40.451105,-74.43938,42,"14,337,586","341,371"
12,MONROE TWP,40.389428,-74.54329,306,"99,469,783","325,065"
13,NEW BRUNSWICK CITY,40.51057,-74.72472,86,"26,612,225","309,444"
14,NORTH BRUNSWICK TWP,40.51057,-74.72472,231,"72,626,671","314,401"
15,OLD BRIDGE TWP,40.51057,-74.72472,376,"127,855,731","340,042"
16,PERTH AMBOY CITY,40.535304,-74.31104,67,"17,476,495","260,843"
17,PISCATAWAY TWP,40.689123,-75.17243,304,"99,828,976","328,385"
18,PLAINSBORO TWP,40.583035,-74.96224,201,"73,367,873","365,014"
19,SAYREVILLE BORO,40.430006,-74.417344,239,"74,636,710","312,287"
20,SOUTH AMBOY CITY,40.469606,-74.27669,32,"10,052,800","314,150"
21,SOUTH BRUNSWICK TWP,40.553803,-74.52976,319,"125,685,880","394,000"
22,SOUTH PLAINFIELD BORO,40.553803,-74.52976,124,"40,391,250","325,736"
23,SOUTH RIVER BORO,40.445006,-74.38179,57,"18,343,749","321,820"
24,SPOTSWOOD BORO,40.39159,-74.39329,46,"13,211,150","287,199"
25,WOODBRIDGE TWP,40.500254,-74.4257,498,"148,545,132","298,283"
1,ABERDEEN TWP,40.4171,-74.2221,37,"11,006,520","297,474"
2,ALLENHURST BORO,40.2362,-74.0007,4,"8,750,000","2,187,500"
3,ALLENTOWN BORO,40.1779,-74.5835,6,"2,020,700","336,783"
4,ASBURY PARK CITY,40.2204,-74.0121,62,"14,772,600","238,268"
5,ATLANTIC HIGHLANDS BORO,40.4129,-74.0329,43,"17,703,000","411,698"
6,AVON BY THE SEA BORO,40.578996,-74.27987,20,"19,218,000","960,900"
7,BELMAR BORO,40.666552,-74.11768,47,"22,984,700","489,036"
8,BRADLEY BEACH BORO,40.912798,-74.41516,25,"14,024,000","560,960"
9,BRIELLE BORO,40.912798,-74.41516,38,"30,088,850","791,812"
10,COLTS NECK TOWNSHIP,40.879699,-74.14263,64,"55,258,000","863,406"
11,DEAL BORO,40.656302,-74.30371,4,"14,325,000","3,581,250"
12,EATONTOWN BORO,40.770933,-74.20589,52,"19,080,890","366,940"
13,ENGLISHTOWN BORO,40.830733,-73.97334,14,"4,511,620","322,259"
14,FAIR HAVEN BORO,40.827499,-74.28091,49,"30,749,400","627,539"
15,FARMINGDALE BORO,40.641852,-74.38533,4,"1,228,700","307,175"
16,FREEHOLD BORO,40.849879,-73.97501,61,"17,494,700","286,798"
17,FREEHOLD TWP,40.849879,-73.97501,76,"32,369,450","425,914"
18,HAZLET TWP,40.745951,-74.15509,28,"8,693,300","310,475"
19,HIGHLANDS BORO,40.745951,-74.15509,48,"13,802,189","287,546"
20,HOLMDEL TWP,40.744851,-74.03294,129,"91,724,499","711,043"
21,HOWELL TWP,40.744851,-74.03294,325,"108,003,776","332,319"
22,INTERLAKEN BORO,40.744851,-74.03294,5,"4,035,000","807,000"
23,KEANSBURG BORO,40.744851,-74.03294,50,"10,184,284","203,686"
24,KEYPORT BORO,40.744851,-74.03294,19,"4,308,000","226,737"
25,LITTLE SILVER BORO,40.850621,-74.04112,72,"45,452,750","631,288"
26,LOCH ARBOUR VILLAGE,40.850621,-74.04112,3,"2,927,000","975,667"
27,LONG BRANCH CITY,40.876349,-74.65769,117,"57,613,941","492,427"
28,MANALAPAN TWP,40.788599,-74.78295,326,"126,835,681","389,067"
29,MANASQUAN BORO,40.788599,-74.78295,60,"35,658,800","594,313"
30,MARLBORO TWP,40.502477,-74.650023,288,"151,729,623","526,839"
31,MATAWAN BORO,40.502477,-74.650023,26,"8,303,540","319,367"
32,MIDDLETOWN TWP,40.574552,-74.50187,128,"44,304,599","346,130"
33,MILLSTONE TWP,40.587606,-75.10402,48,"27,513,200","573,192"
34,MONMOUTH BEACH BORO,40.451105,-74.43938,49,"30,194,300","616,210"
35,NEPTUNE TWP,40.389428,-74.54329,207,"67,285,972","325,053"
36,NEPTUNE CITY BORO,40.389428,-74.54329,33,"8,451,060","256,093"
37,OCEAN TWP,40.51057,-74.72472,124,"54,160,068","436,775"
38,OCEANPORT BORO,40.51057,-74.72472,45,"21,920,571","487,124"
39,RED BANK BORO,40.563654,-74.949409,64,"23,139,200","361,550"
40,ROOSEVELT BORO,40.563654,-74.949409,7,"1,889,000","269,857"
